label,within_cluster_variance
351,226246342.58770093
352,688727402.7497652
353,3691198.8950227085
354,3667975.9443534166
355,539770947.7176328
356,539751504.0661021
357,522212339.88513684
358,499901441.2071794
359,499526959.8296225
360,226877244.13354167
361,226675944.7506618
362,524708974.0267227
363,524109524.763131
364,3625022.880544203
365,3615199.4460950145
366,524854272.21615493
367,524808788.48088545
368,524030328.67348874
369,523953756.6739439
370,154629645.81811938
371,743695478.4687868
372,531852809.1723085
373,370728662.8456876
374,176671140.7217873
375,175244764.68341085
376,183404368.97036138
377,716457311.747753
378,533844085.5779527
379,759556732.8092017
380,708848509.4790528
381,705260839.4700267
382,118994780.5874812
383,538957886.6166158
384,589993528.8963274
385,541146934.2984645
386,540999353.0100248
387,95112380.84009801
388,545496479.4958998
389,541531195.7244955
390,244327438.42174047
391,255692489.47293913
392,541271097.9755993
393,545241220.3895004
394,544516447.9491258
395,546537021.5446469
396,542677939.0740334
397,542979013.3357157
398,541676615.4221777
399,360903265.48773694
400,722551303.4274038
401,544046517.1122286
402,247471891.3822281
403,689616926.2065002
404,688714871.8807548
405,690961418.7412406
406,570143708.5424839
407,448835175.47566766
408,320453847.6440067
409,245281846.87427786
410,246433786.90021423
411,720278255.6772019
412,679545771.566675
413,540696841.0066776
414,541512307.3400334
415,541371271.6538397
416,287117016.3973058
417,698826501.9508358
418,386154161.7450398
419,290867140.6974921
420,289244926.1814602
421,294787778.94841236
422,258799410.65850532
423,693474088.8822353
424,692686316.3226612
425,682134485.6157655
426,681606013.9684511
427,681188245.4753582
428,680441564.505695
429,656063618.6151844
430,642533202.324088
431,645005569.4335135
432,637420663.2902061
433,582125559.6741167
434,532791466.4563143
435,535057741.3820901
436,455883885.25531375
437,452707551.9445436
438,366668629.0434656
439,345956875.83720213
440,345112921.35094774
441,332651114.80147535
442,320865830.6862514
443,293356325.24164075
444,292363131.2543617
445,253110154.52378598
446,256145102.42145836
447,733443371.2849656
448,613975338.7579468
449,545174967.1753362
450,654174903.8264575
451,337228395.7422924
452,255717529.09879678
453,698161512.5112194
454,705173289.6878141
455,706439790.3228071
456,727513310.6570345
457,728113776.7689164
458,709483652.9244322
459,653616600.4614266
460,626303411.7114464
461,543832511.8504152
462,600409162.5322987
463,318838741.3734865
464,317961358.9080831
465,307155398.70692194
466,306235116.7420395
467,259378319.5562836
468,266366296.1098641
469,704738749.1588191
470,706028422.8455542
471,739954751.3650858
472,720274298.280846
473,734840414.6524436
474,734381862.0759145
475,720547890.9507449
476,726181008.6909915
477,711288327.0389115
478,711618896.8595557
479,711364865.2793195
480,585454243.59385
481,582614684.2147539
482,585799928.1183907
483,554652452.107727
484,465836104.034533
485,464543440.0631822
486,464214310.99942493
487,431953683.14815927
488,370078685.5664505
489,369199169.18749344
490,258688040.88112178
491,267992203.07030573
492,268807894.00433767
493,495142297.4993758
494,551185627.6390655
495,692155335.5883273
496,690869003.6980189
497,715071560.7745231
498,731633812.6113551
499,732216775.5802264
500,736196821.7650868
501,711775221.6851326
502,709899845.562125
503,669851699.2168382
504,640337919.5612994
505,622876720.1433843
506,620470879.4990284
507,543830343.4219079
508,543822885.1662791
509,470994863.22615576
510,463559208.78266376
511,463045583.37346077
512,433781745.02162766
513,432910838.2818295
514,256698293.2112882
515,269741631.32278967
516,270222312.69802886
517,237318748.55309385
518,552843119.8617771
519,554290741.4070657
520,713472960.9747285
521,722194746.6641619
522,722065895.2902924
523,722350510.8934718
524,744473903.488264
525,714762018.4063267
526,710899664.722795
527,710638379.0349368
528,710300661.4185436
529,668518862.8255959
530,639411254.6099927
531,638803323.6556455
532,625150691.1301173
533,615760737.0341225
534,591457780.2991387
535,588880042.803685
536,471510038.2299993
537,468271048.7920748
538,403329703.26792324
539,374698481.8232682
540,760805060.9464443
541,235505806.41641098
542,257239612.92262155
543,257934546.76676965
544,670301929.9454583
545,684873670.482051
546,721584703.8923401
547,720791751.9849844
548,744285052.960409
549,667202247.6624537
550,666366420.2344923
551,619029743.713176
552,617718439.0239577
553,611185256.7689427
554,609336117.8823379
556,236496091.6965165
557,270691089.98438233
558,222593460.51607603
559,224735343.38909817
560,720884446.0100567
561,721203266.7391242
562,716322220.792526
563,716090380.7470689
564,736407028.6746043
565,736203115.1529814
566,712569665.2624565
567,712260610.9354157
568,711117675.3685201
569,711042057.9365504
570,665957458.2539165
571,613502783.2996173
572,612630892.5154014
573,605221208.4119451
574,674182520.6740963
575,374229170.3783457
576,373725514.3738526
577,335618169.8790609
578,335265869.9977178
579,268426230.17231628
580,218257296.2480313
581,714339902.9164654
582,714694337.1607379
583,623650954.1935534
584,606710009.2153915
585,535950979.3462361
586,544045793.2727451
587,545567475.9026831
588,699374195.6839387
589,723191372.9656191
590,497893662.5372847
591,393070813.37720937
592,669067935.241255
593,676326812.3636261
594,729658790.753088
595,730024020.3975878
596,737276788.7053218
597,737099046.0180551
598,736960619.6053299
599,668039515.6682633
600,667680426.199376
601,607662046.9443556
602,608613102.7948815
603,541490722.046384
604,541539628.5992101
605,671128289.1130663
606,714362952.5700315
607,541367363.3505427
608,533915113.2490632
609,742016848.7553233
610,228992325.56863362
611,254635934.99783412
612,260802569.73346666
613,703579617.2480264
614,156375920.449294
615,731072627.9874395
616,730840577.0028256
617,667240035.8559123
618,666853318.4688157
619,624356809.5379617
620,624003612.0656328
621,621802767.2818829
622,621583787.4517422
623,620570040.7330209
624,620040166.2094626
625,605605226.945415
626,605471847.3999184
627,536811919.197354
628,535240323.4442885
630,409652392.5922462
631,334625624.3878242
632,334293921.02130544
633,250151634.1560772
634,284935736.5693315
635,659573493.7238886
636,694281960.7270137
637,694919098.1414558
638,159866815.16591322
639,159163878.843317
640,159445692.88810855
641,517696592.6178581
642,732939637.1723788
643,719172311.887214
644,719434331.1881068
645,620676624.4983331
646,391980151.32160205
647,391244294.7036478
648,270073568.90104467
649,262953855.25719208
650,268916925.0916168
651,344753644.99092245
652,160552129.92215985
653,162464243.57860208
654,155018946.49154
655,156235259.87537843
656,224413113.843591
657,527317788.3637129
658,736812008.6793327
659,736733963.7820779
660,541282044.587828
661,541287781.968822
662,495233716.1546313
663,221588005.1150492
664,248050335.3775745
665,249201071.9415568
666,268418175.78713378
667,268901342.7818761
668,272816347.0628447
669,276647601.95126927
670,289427779.1839876
671,297389747.1994648
672,351738560.4073198
673,354109694.592095
674,416460047.70052385
675,625389318.0582876
676,628708517.7799937
677,182740545.24395153
678,154554043.83514494
679,156739232.4769253
680,192199130.9615916
681,527072354.3849843
682,534081258.7827447
683,731820757.3215438
684,744361272.075827
685,538758270.9464041
686,539963956.8048632
687,541379580.9546083
688,655641434.2942833
689,721256147.8864745
690,728874142.5585666
691,732196343.6154366
692,609726783.5987822
693,405043268.0948701
694,517316271.0154226
695,269023125.9177354
696,269176596.65974224
697,269400649.55949086
698,261319214.19354475
699,262859737.35353208
700,267670464.22007528
701,273861768.9117253
702,274697594.7362076
703,424097012.7832998
704,524202157.56878626
705,651209711.4584138
706,155518122.96362957
707,158148310.63996676
708,167613331.75465992
709,181922971.05388582
710,183340086.9955151
711,307994075.1800465
712,732122234.4686633
713,721621629.2027899
714,721656929.6192154
715,537038567.6100221
716,539836921.0207324
717,540723400.8291351
718,683015874.1000649
719,660325539.9490283
720,687183642.2832469
721,684909760.3399966
723,728774654.1721883
724,598819905.9610809
725,552733772.9452344
726,542838825.4740394
727,269581435.33215326
728,269694661.8283602
729,222152731.47504953
730,342379829.0690897
731,436392460.3364318
732,531950957.8601296
733,541217727.0832566
734,634814348.3242525
735,175823386.25878245
736,177250457.2536627
737,166370200.7622256
738,163530125.906188
739,162943515.15067342
740,154982793.2289083
741,152673526.77012214
742,152531209.0100478
743,157037758.3757615
744,161035545.0811865
745,188256235.86910272
746,189572155.08765963
747,214730884.34381038
748,229412817.2220137
749,245920150.00654897
750,520704516.7522243
751,512957336.2335814
752,516503060.7461934
753,744376336.4745711
754,537111217.6477301
755,541328998.4497582
756,541373367.7378045
757,541495011.956148
758,541537795.6748519
759,678795044.4052296
760,692699436.0818484
761,618340231.8308392
762,599942659.874736
763,599418295.1342714
764,571214399.4424981
765,494333836.73740745
766,491430598.3344887
767,406947565.6702677
768,745383217.7573229
769,265646090.89813378
770,304697451.72099435
771,333697832.37227434
772,319125205.13567466
773,323570487.66198224
774,360938818.5096083
775,389561173.53801316
776,384401187.7434028
777,448869529.5890884
778,481550450.8377247
779,521756314.71753955
780,640343544.4225348
781,702346957.8218423
782,196324333.56808028
783,172035071.71275932
784,158468029.6349157
785,155348686.98527548
786,154776723.45545343
787,155281452.4967059
788,157190220.30112138
789,157351117.1223357
790,156281786.72355425
791,156195896.60963988
792,160787390.42040738
793,162574940.2624855
794,182127618.3879402
795,218384966.9480486
796,219089967.78490567
797,251705585.67911375
798,441711210.36568594
799,445218673.3234102
800,732371941.0346544
801,732481137.6644856
802,539226546.6861967
803,539260305.7709755
804,678456842.1436168
805,694524693.7678856
806,687508733.4357712
807,698142405.838657
808,703449067.3864914
809,731643733.790568
810,617663419.4277931
811,617556443.6575307
812,612824939.3952463
813,612274122.3246759
814,747189524.8510469
815,226306799.49859953
816,220224843.98520005
817,313048685.4875853
818,380589894.9065024
819,387342982.34870416
820,388244422.30470425
821,520374279.3365157
822,521005260.23839825
823,644054665.7356207
824,177844220.07265168
825,157912244.39332244
826,164652416.87248704
827,181417804.44390982
828,197128625.08540827
829,238370093.11966196
830,365159984.1382582
831,374479931.96639013
832,478520138.94790256
833,479728994.4373217
834,538820694.5121715
835,536988098.0003127
836,662655099.4423683
837,688463212.5370675
838,690681591.2299576
839,699947287.3337194
840,701764643.6561298
841,742129029.5373547
842,617292678.3508255
843,617161947.5146825
844,559555575.2579799
845,552782979.6675396
846,484832974.5167578
847,746814399.4425415
848,746630151.0140262
849,748600551.6357261
850,223464121.79639393
851,223079867.09910575
852,219901081.84174266
853,219594355.9617264
854,265993477.62321946
855,310492252.425084
856,319984391.31147665
857,327068444.51380956
858,455031078.648921
859,531909696.49283206
860,530822648.0520295
861,600039605.5195823
862,190147219.9153427
863,189035483.50232384
864,168321453.7319688
865,157841859.48484975
866,157566802.1071683
867,156477379.2763703
868,155788998.40590382
869,155636017.7666341
870,155179732.52285784
871,155161209.99518517
872,155276257.04444367
873,163086399.6523107
874,161908844.81718117
875,162731433.55236715
876,164089132.18581185
877,163769467.48005313
878,164100642.07535267
879,164654325.55199024
880,164604000.75195208
881,169227056.97266623
882,170739984.79528812
883,175943996.85875878
884,178614355.46474776
885,181603831.23134172
886,249598977.2733046
887,250329013.56819296
888,249841876.2949521
889,298926695.0268187
890,309391081.16959345
891,313136973.94845974
892,372011654.041572
893,374426439.24011326
894,514086916.6445054
895,515331320.9479122
896,517454118.4170463
897,517724372.405521
898,627451383.9607689
899,623525262.2712352
900,726505415.4702853
901,734676270.2138467
902,730050659.0193936
903,717122152.5807389
904,200351533.1739561
905,266290412.14023218
906,313338877.5879177
907,404795234.289176
908,407332412.7817216
909,499481053.8669511
910,186833892.61464489
911,159194286.90046751
912,155339313.38707292
913,156746859.71787703
914,155396233.77480692
915,155460418.8413418
916,157187885.21221066
917,157296878.55958608
918,171415492.29743943
919,181838285.9662394
920,181980729.10352087
921,208813380.16614825
922,209444720.16534805
923,233192197.88942543
924,241286812.824683
925,256121064.16698536
926,316593406.3905018
927,322652477.42850757
928,360941458.3516777
929,360601723.82615566
930,374760053.9344767
931,371991104.21870995
932,448484648.2355445
933,452608516.5902567
934,457923745.19678694
935,477247314.744659
936,744412665.8898692
937,539760586.3628278
938,684085308.589316
939,684586865.8550917
940,663178900.8383408
941,663051612.3410206
942,687855587.3251206
943,732964534.8767473
944,739971827.8502089
945,739331233.4406855
946,618991501.6046116
947,618847531.4741821
948,548501006.2008969
949,525478448.3676998
950,524844951.64422655
951,482963578.22332424
952,407975221.42199844
953,407821723.17416334
954,726744083.1035835
955,715077335.7211311
956,732576668.3729411
957,731560011.2209574
958,620718071.4241046
959,109631622.44728088
960,112805850.71634676
961,225152811.10416737
962,266573210.99734154
963,266777274.8886847
964,319871882.0585111
965,379798664.7230922
966,396787299.6715277
967,399242859.47076637
968,443485321.5431175
969,444970086.65344846
970,495396220.3587416
971,513291159.47963965
972,541878919.8368489
973,643048654.8344516
974,702031395.2052025
975,159343316.9316087
976,159098145.5263429
977,158990347.92280796
978,166227697.0242641
979,212787364.79879785
980,213095778.9733163
981,234121324.459406
982,234712683.54908562
983,265080225.16515332
984,328691733.5817677
985,331099458.6889887
986,355227617.25255895
987,357928334.9176574
988,390388953.4865582
989,392698469.9652368
990,419300576.5807663
991,416955888.4475323
992,744398047.352501
993,744409996.8413919
994,539805381.9290881
995,538916841.8928132
996,678173301.6488762
997,632078359.3673917
998,619441629.6796337
999,585448954.0599183
1000,562784609.9030294
1001,554781095.3601677
1002,485948070.67064655
1003,734801213.0229517
1004,369061029.6064246
1005,376049345.4911642
1006,377355199.7431866
1007,459685048.2498806
1008,460002720.7624275
1009,450339985.29506934
1010,472988438.79754597
1011,498775962.4783793
1012,492162882.2426663
1013,503999093.69092596
1014,547739534.0800916
1015,618589272.1908106
1016,653466996.2018883
1017,205535585.45577645
1018,205492005.09153047
1019,159962448.90395868
1020,159868231.23526156
1021,159607361.5098092
1022,162767386.57938308
1023,162854713.58560455
1024,180523196.5703417
1025,180657268.9464557
1026,200371864.51467946
1027,203511645.91228986
1028,213711238.24305767
1029,215195818.3253695
1030,297560823.817616
1031,338169968.5790869
1032,339507211.6309615
1033,354943451.0654276
1034,400850208.4694302
1035,402793178.7415662
1036,546334319.8366388
1037,547526659.5910985
1038,537557957.7915462
1039,649897308.6042837
1040,646743305.9443903
1041,644904205.5384041
1042,633099978.1877795
1043,725968916.000925
1045,619347782.7700812
1046,619207454.4554164
1047,563794012.5986068
1048,563359870.4126431
1049,561810827.1425804
1050,555234737.5232251
1051,555681930.6103209
1052,486924198.83657575
1053,483203195.87408215
1054,728051703.5598342
1055,728692496.0207309
1056,748148571.7522429
1057,746828891.6576657
1058,224838358.58716998
1059,224675649.71824294
1060,318670144.5975433
1061,369428869.8760085
1062,462527019.6811142
1063,463543668.9099477
1064,474428050.7364936
1065,475994444.0470666
1066,506054286.0398524
1067,506998478.10902035
1068,509921518.101435
1069,513952762.37156945
1070,549692070.3309828
1071,701563680.7265847
1072,701758696.910556
1073,208288514.18148836
1074,207069974.22180647
1075,190602151.74231705
1076,189369974.9733031
1077,177005585.59732762
1078,176858222.48657528
1079,159768109.04460806
1080,159674962.10046375
1081,159444341.09114203
1082,159401761.46810353
1083,156901635.5321752
1084,165857670.36525157
1085,165972120.67906103
1086,245021084.28725615
1087,292206762.6286607
1088,409170638.45895106
1089,430816023.57644755
1090,539479466.8661603
1091,539549802.4811875
1092,629458700.402302
1093,734423163.0684485
1094,734875563.9532528
1095,486679984.42153466
1096,486460441.4392349
1097,747256312.8820969
1098,681690222.0521685
1099,680154535.2490581
1100,643408864.5724136
1101,191933001.68779427
1102,167526391.78721333
1103,156801146.5425861
1104,156820655.59946418
1105,279432060.7167093
1106,292647887.19343054
1107,298573388.9362016
1108,299498141.680888
1109,355521777.135274
1110,356195831.7316301
1111,378632903.6243949
1112,427167550.4448471
1113,475705320.9491433
1114,476152543.40880334
1115,638628074.2070625
1116,632760396.4460777
1117,632527252.3850209
1118,638709046.1556807
1119,561498953.0746231
1120,561291026.671818
1121,560927894.0548412
1122,560676432.0599812
1123,483607048.22157556
1124,483422641.24380875
1125,748213842.5667187
1126,739866704.1550506
1127,701009616.6131016
1128,684741221.060559
1129,683721586.5597842
1130,636689336.0945882
1131,640211371.0487539
1132,283834378.98923814
1133,316688199.2303317
1134,550375602.8776742
1135,551924771.6953576
1136,647246170.8583769
1137,192726167.55383155
1138,172512811.72669777
1139,156256039.57011616
1140,156192174.23734763
1141,172353430.63734388
1142,172485503.15354204
1143,206498191.6828322
1144,283649184.2827268
1145,287538054.6003143
1146,292872170.2844676
1147,293058915.31690377
1148,349620416.52102995
1149,380612262.92450386
1150,383130778.3202533
1151,401085217.06359506
1152,395297648.3126
1153,437050712.18812996
1154,440377074.6658432
1155,677622442.7133381
1156,584925089.7867291
1157,560446467.893508
1158,546610515.214525
1159,545578721.7318805
1160,546030380.4982154
1161,736418710.4867519
1162,736267791.9283487
1163,317080787.44232315
1164,317443607.19431424
1165,372484258.58296555
1166,701029393.4729486
1167,701104183.4114307
1168,193174609.30137494
1169,193757324.6605749
1170,205285298.139857
1171,243137841.06566635
1172,244032269.4417219
1173,263468300.9307705
1174,277028644.887654
1175,277450014.62879646
1176,285901979.7936502
1177,677735481.229122
1178,677854056.4665219
1179,641553332.1883391
1180,630454931.6609259
1181,688187585.3231769
1182,560234312.5670898
1183,560115194.8663621
1184,546928815.8080895
1185,547428298.1233978
1186,748172661.8363343
1187,748129278.7973506
1188,740596374.0913934
1189,695364861.4737251
1190,558733876.224139
1191,451216728.936843
1192,371203001.76727706
1193,371775859.87693423
1194,572743399.70071
1195,648093926.6523855
1196,648818243.9208428
1197,257214218.5376481
1198,258829931.2978448
1199,265393976.90480644
1200,266068380.5698656
1201,270078587.7870121
1202,291969218.3667051
1203,406461579.1187679
1204,630173669.7161828
1205,629932232.6547186
1206,638303705.6510602
1207,637995908.313169
1208,733665603.9839263
1209,733876419.977065
1210,742167132.9056715
1211,743422059.5050884
1212,751071589.742756
1213,750978873.6554346
1214,741947147.4312099
1215,741634763.3289814
1216,697548550.327345
1217,639143264.5167698
1218,555558745.2896117
1219,553263192.7320242
1220,567443590.7231928
1221,656175192.6449965
1222,656439254.4113384
1223,201092056.0810628
1224,199054342.9985507
1225,171467979.5913727
1226,169675442.73578775
1227,169493395.62522122
1228,271206587.0056327
1229,272416087.41097456
1230,423254409.88375586
1231,584548193.2960076
1232,584149627.4753424
1233,745345018.8351291
1234,739819000.8827488
1235,699789993.3335255
1236,702800441.2952874
1237,703254340.2689619
1238,210019057.89804724
1239,219261878.0505533
1240,604712509.4825509
1241,170235133.55621824
1242,204297243.15071243
1243,204508326.61410198
1244,207881650.8500527
1245,289350796.17236984
1246,290478115.0927254
1247,284156722.4014269
1248,283382151.74310356
1249,408307213.5934425
1250,424182497.6931906
1251,425009203.5054332
1252,751235671.3318663
1253,751202097.1115849
1254,697597717.9798394
1255,698371777.6595353
1256,638352281.0750437
1257,605784550.3672637
1258,170567899.00138465
1259,156993356.48074767
1260,157013681.48494822
1261,345776784.8997397
1262,409439228.54228634
1263,411244698.3460489
1264,688389843.0090231
1265,727994550.2273499
1266,699220815.0057677
1267,698974897.9558345
1268,637603353.6399306
1269,637140261.2239999
1270,612965965.783266
1271,609267394.5478122
1272,559942279.162058
1273,569488620.1714569
1274,170725169.7331037
1275,207382827.91774574
1276,688470478.2107232
1277,741627713.7983243
1278,727843912.9687504
1279,728008222.5335194
1280,567662899.7988793
1281,568584992.1593451
1282,586849973.0507959
1283,582867803.8472979
1284,579392042.2658911
1285,600362052.0078787
1286,614496010.9734873
1287,207631337.73137537
1288,207508551.31647074
1289,346561400.2354158
1290,346942659.285597
1291,639748325.6594303
1292,638848535.6230636
1293,688535799.5117449
1294,688610229.4100863
1295,663286948.736527
1296,660944543.7256465
1297,564694767.5743749
1298,566918201.0768535
1299,558792188.0055002
1300,560811094.3164642
1301,598718894.0938199
1302,750678445.1259352
1303,750745224.4067162
1304,744425309.5265115
1305,651050672.446145
1306,588398763.9883811
1307,579547625.6549109
1308,586758421.3864013
1309,611502591.9108174
1310,612761355.5732722
1311,170913958.60777003
1312,744382298.8203888
1313,731275629.4963293
1314,730991805.5316256
1315,662418946.0359026
1316,575109698.7902526
1317,171091700.94604295
1318,170972528.12182033
1319,731806779.8879347
1320,573808938.4465051
1321,580237446.5187479
1322,741377096.6773511
1323,577219988.7376795
1324,578538300.5765748
1325,593088000.8336633
1326,594334569.2386018
1327,741379235.1417946
1328,741356911.3082215
1329,717095790.7824053
1330,715861975.3807296
1331,659967079.1398253
1332,655676911.7315047
1333,653821761.0227705
1334,594225891.5294682
1335,593143752.289831
1336,215667302.52940786
1337,595809708.308891
1338,596523119.6462811
1339,732596954.8517389
1340,732452564.4015081
1341,732042246.1539247
1342,704757704.136557
1343,703597341.4691368
1344,659436534.343073
1345,171748169.45754474
1346,171686667.04527402
1347,732317473.4229654
1348,732179227.4183197
1349,583418153.7457716
1350,733003756.9444772
1351,732974974.1551764
1352,645908977.5830948
1353,718434483.2727222
1354,656814166.8822317
1355,645066956.2826831
1356,644788251.0810549
1357,584523812.8498669
1358,585568308.1196866
1359,111628988.0669927
1360,112766507.18432957
1361,732884351.4532967
1362,732815882.2429972
1363,718924735.4566991
1364,718712159.6851927
1365,647466786.4709656
1366,644436198.653922
1367,644232148.7293823
1368,708217857.3091109
1369,706281550.8154241
1370,706114584.562869
