ref,boot
1349,976
447,358
605,-1
-1,-1
111,118
1030,685
705,601
1217,341
358,260
1426,1093
-1,-1
608,490
193,136
428,393
1768,1154
761,595
513,315
-1,-1
1178,886
-1,1107
509,369
591,351
618,650
598,470
1481,1011
-1,-1
560,466
110,141
1406,-1
358,260
306,-1
-1,-1
1467,-1
-1,-1
148,32
1269,371
-1,-1
1332,519
-1,10
714,593
1168,632
876,635
374,275
1256,370
416,301
-1,845
666,728
-1,-1
1440,1054
-1,1078
-1,-1
-1,-1
-1,-1
221,90
1450,998
525,428
450,-1
648,489
1326,984
836,655
308,152
30,40
1485,1134
29,4
1463,1063
843,652
1232,928
1670,1239
1619,1231
883,505
972,868
-1,622
-1,-1
922,610
1642,1065
40,73
302,-1
840,620
204,182
150,87
162,123
1576,1038
1687,1224
449,-1
160,47
-1,273
420,301
424,361
954,-1
-1,-1
-1,-1
1623,1103
644,517
64,54
685,337
1391,663
1364,961
979,707
300,166
-1,-1
1759,1285
990,747
-1,-1
965,826
820,670
-1,-1
1691,1108
-1,8
675,542
1050,813
1398,999
1557,1022
687,304
801,560
386,271
382,282
1517,1164
1810,1267
1789,1255
572,485
-1,-1
1610,1034
1672,1242
55,43
1101,602
-1,-1
1427,1094
452,384
1778,1256
495,482
952,416
631,434
963,890
624,562
397,287
1232,927
1651,1180
-1,-1
56,21
23,4
579,377
-1,85
346,250
708,-1
-1,-1
1254,933
1634,1157
1375,1007
1128,340
-1,-1
-1,422
1290,808
-1,-1
1716,1279
332,207
226,235
1173,743
-1,1257
1241,898
-1,-1
23,4
-1,-1
-1,1049
1351,988
427,394
0,0
217,233
978,555
1679,1142
1034,809
1747,1235
1677,1264
826,775
68,91
1360,-1
-1,147
763,491
535,429
92,44
1135,900
1219,-1
596,535
676,543
1344,572
405,344
487,314
234,130
-1,501
846,840
-1,-1
1480,1186
1755,1155
-1,-1
1770,1188
1001,788
802,363
1694,1266
767,415
1719,1107
-1,-1
1037,532
539,339
1217,341
1430,1045
1385,1001
1510,1024
664,664
959,785
1016,767
432,343
720,620
687,304
-1,-1
348,248
286,162
627,347
393,285
157,160
1134,900
-1,-1
761,595
350,189
1485,1134
1620,1157
1600,1139
425,412
297,148
1376,573
123,-1
1744,-1
1319,966
561,467
-1,-1
-1,-1
236,256
221,90
1342,987
-1,-1
-1,-1
431,-1
-1,790
180,-1
-1,-1
934,591
-1,-1
153,124
701,667
285,163
94,42
913,802
1031,-1
-1,-1
335,239
579,377
1008,761
772,700
218,101
534,430
353,246
-1,-1
-1,-1
525,427
731,629
-1,-1
330,202
-1,-1
586,291
-1,-1
133,7
1447,1016
-1,-1
986,589
1487,1223
1282,965
1719,1107
-1,-1
113,7
27,11
-1,-1
1563,1178
1761,1167
1460,1119
-1,478
140,99
-1,-1
1695,1266
76,53
588,516
1208,914
190,-1
-1,1255
28,4
278,238
303,191
520,441
1222,735
470,378
1262,924
1427,1094
-1,-1
-1,592
228,-1
1357,985
1603,1232
1755,1155
409,321
1524,1101
461,306
882,504
521,421
-1,-1
-1,-1
799,689
-1,-1
-1,491
1443,-1
-1,-1
-1,-1
1622,1244
651,575
1696,1235
1272,917
1117,929
494,420
878,480
839,620
715,345
-1,173
-1,-1
496,440
92,44
1601,1195
163,108
-1,-1
-1,1256
-1,-1
-1,1107
1522,1185
200,176
1277,822
898,720
162,123
-1,823
682,-1
1601,1195
610,-1
589,539
384,270
250,-1
831,614
696,451
1732,1280
1118,845
20,50
661,273
677,479
-1,-1
1530,1005
619,565
1476,1207
1423,1004
-1,-1
263,-1
183,146
-1,-1
964,698
-1,-1
1090,338
79,51
525,382
519,462
1064,672
399,299
2,-1
470,378
1550,1081
883,505
-1,8
1583,1210
-1,-1
1443,1175
661,273
593,437
190,219
-1,-1
80,9
92,44
544,498
1093,-1
148,32
524,468
1410,993
737,604
55,43
1627,1248
-1,330
1105,611
351,216
107,116
1061,891
341,217
614,438
974,768
1731,1048
1033,-1
162,123
333,213
1589,1035
947,752
1000,750
646,351
944,758
933,-1
767,415
1108,686
919,525
506,487
539,339
1442,1018
821,829
-1,-1
-1,-1
1350,988
1479,1171
849,-1
491,349
1338,975
-1,736
1576,1038
-1,-1
1532,1028
903,-1
727,537
924,638
-1,-1
273,254
1219,839
1088,837
-1,557
382,282
715,345
1784,1099
666,-1
1175,641
-1,-1
-1,-1
937,383
1358,986
393,285
572,485
-1,-1
-1,-1
1739,1109
1109,711
459,445
1498,1201
1046,752
766,718
1009,762
-1,922
1448,-1
380,279
-1,-1
950,881
54,16
1332,519
364,230
1148,-1
646,386
1716,1279
1390,-1
177,138
483,-1
1063,702
1170,740
225,209
-1,-1
1015,897
-1,-1
1536,1177
1289,808
916,678
454,379
1198,742
155,110
481,391
1800,1147
-1,-1
1578,1025
485,317
1702,1243
508,328
243,192
1215,888
1076,546
119,86
895,692
375,276
1658,1117
1701,1277
939,722
787,705
1589,1035
782,523
-1,-1
1590,1067
1506,1199
8,18
92,44
383,262
1043,756
96,71
1758,1257
-1,7
740,-1
517,457
1058,955
1317,938
505,564
-1,-1
1213,661
196,122
-1,-1
1263,913
1272,917
1161,793
775,760
-1,-1
765,719
1140,833
853,858
1405,1071
1228,805
155,110
-1,25
476,360
104,13
436,326
1119,844
1271,748
712,483
1667,1110
1533,1027
287,197
1358,986
963,890
352,269
1439,1053
824,633
409,321
746,419
495,463
187,94
1244,875
517,457
504,372
1445,-1
1533,1027
-1,-1
1781,1258
1218,839
-1,-1
1721,1262
427,394
815,-1
937,383
6,2
-1,-1
546,442
703,628
1749,-1
245,144
1649,1249
624,562
1009,762
929,777
785,770
-1,-1
-1,-1
866,873
1600,1139
175,167
959,785
-1,-1
1710,1048
925,639
1041,817
1056,823
538,352
-1,1015
1185,-1
295,149
95,80
905,-1
416,301
600,693
90,36
966,892
89,37
1459,1152
678,605
907,894
-1,-1
630,354
348,248
12,6
1724,1217
1671,1240
663,-1
83,82
297,148
1209,943
1601,1195
221,90
459,-1
1809,1267
1726,1227
191,169
1469,1149
874,609
-1,308
1426,1093
379,278
-1,1127
1626,1047
1188,852
279,238
1792,1114
1412,997
788,580
1071,869
1089,877
315,229
852,857
235,130
508,328
-1,-1
547,469
835,375
103,104
656,-1
753,646
38,33
-1,-1
372,-1
1666,1033
1006,861
366,264
67,-1
1291,790
-1,-1
597,-1
238,200
618,649
1030,685
-1,-1
1772,1254
1075,547
1734,1271
185,97
924,638
-1,903
826,775
89,37
433,-1
189,-1
167,57
2,-1
-1,1117
217,233
427,394
386,271
110,-1
-1,-1
590,-1
-1,-1
-1,417
-1,-1
357,261
177,138
-1,592
-1,-1
545,499
576,365
788,580
169,103
-1,-1
150,87
-1,563
376,265
1214,887
-1,1127
1543,1222
-1,-1
1081,919
678,605
1425,1136
348,248
1716,1279
554,472
-1,-1
885,-1
1627,1248
1643,1098
1144,585
1382,1010
150,87
411,342
835,375
320,232
1228,805
132,119
671,599
1271,748
102,81
694,-1
309,-1
1138,737
1677,1264
1628,-1
1094,820
688,619
-1,-1
-1,-1
90,36
5,2
1088,837
1655,1241
1742,1213
-1,881
-1,-1
-1,-1
1117,929
1592,-1
855,729
405,344
552,486
-1,1005
1294,-1
272,175
1078,831
411,342
790,549
1796,1268
821,829
1774,1238
-1,576
-1,1078
758,273
529,410
424,361
1439,1053
1236,949
348,248
-1,-1
1284,-1
-1,-1
-1,-1
-1,-1
929,777
1672,1242
248,255
545,499
174,167
261,115
1027,584
1359,-1
1201,776
1265,726
1424,1004
-1,989
1517,1164
823,675
-1,113
-1,-1
1637,1237
1373,-1
152,125
-1,-1
1419,1087
766,718
-1,30
593,437
-1,-1
205,184
-1,-1
126,96
1030,685
-1,-1
253,158
-1,1158
-1,1256
1056,823
467,398
321,194
480,391
1008,761
1029,681
1153,878
1233,494
1739,1109
889,586
1177,886
1065,672
587,-1
-1,-1
1170,740
1261,807
1258,912
795,507
411,342
1324,981
-1,-1
-1,-1
109,107
858,671
55,43
966,892
-1,1061
315,229
1575,1023
501,448
1104,835
1020,904
323,241
1515,1019
285,163
967,893
218,101
1799,1147
-1,-1
532,-1
465,298
1789,1255
1727,1078
1532,1028
435,289
367,264
1469,1149
1021,941
775,760
1015,897
1428,1112
1674,1233
899,816
1489,1198
988,713
1442,1018
-1,-1
129,77
362,263
824,633
1596,1234
-1,-1
710,404
632,433
126,96
90,36
826,774
700,728
989,713
1085,554
1724,1217
-1,-1
1063,702
1078,831
-1,-1
-1,-1
-1,1147
1638,1251
-1,-1
798,689
1167,736
237,201
495,512
286,162
974,768
-1,850
-1,1117
1644,1098
41,15
1375,1007
1522,1185
138,65
1532,1028
1433,1003
304,190
918,556
1131,357
1473,1136
946,752
-1,-1
-1,-1
648,489
1479,1171
1310,959
1669,1259
807,755
-1,-1
847,319
1728,1078
679,-1
684,534
1701,1277
658,471
175,167
885,583
553,484
599,694
1630,1166
1635,1157
1297,925
1074,458
-1,722
1688,1224
125,100
-1,-1
1732,-1
1778,1256
-1,1063
810,571
359,259
1216,911
227,236
910,-1
867,801
507,329
153,124
39,-1
616,359
1736,1284
163,-1
1157,909
118,64
1382,1010
1657,1225
246,174
-1,1005
-1,145
501,448
1808,1191
102,81
896,615
1658,1117
705,601
1471,1150
1660,1146
406,332
295,149
181,78
467,398
95,-1
-1,-1
1050,813
1444,1132
1556,1021
1346,903
481,391
1414,1092
1581,1173
607,490
1762,1167
1620,1156
1060,732
-1,273
253,158
1777,1256
427,394
-1,1196
959,785
1068,864
814,305
1401,1046
-1,-1
-1,-1
-1,-1
1221,735
-1,-1
231,147
1402,1050
1414,1091
-1,-1
737,604
412,333
874,608
-1,-1
-1,687
1641,-1
553,484
73,48
690,597
-1,-1
389,283
640,460
246,174
709,481
-1,-1
1305,453
-1,273
433,-1
833,690
495,512
160,47
784,704
1039,847
1479,1171
1432,1002
1307,971
1780,1270
1407,1069
-1,317
1781,1258
-1,959
460,-1
-1,874
525,427
832,715
-1,1078
392,286
730,-1
907,894
1054,302
-1,-1
1586,1200
1287,874
-1,-1
1747,1235
1631,1181
437,327
239,158
292,204
527,446
491,349
163,108
933,-1
1004,859
1677,1264
339,223
303,191
-1,-1
1812,1230
1415,1086
1122,883
252,158
-1,-1
874,608
1378,1001
-1,-1
-1,-1
1329,962
562,389
473,407
661,273
-1,992
1008,761
841,723
924,638
926,558
-1,-1
502,473
962,889
-1,-1
-1,-1
1375,1007
-1,-1
572,485
-1,213
428,393
934,591
429,392
797,527
1024,506
673,600
1422,1012
1660,1146
784,704
1769,1188
1374,1006
-1,-1
934,591
1029,681
-1,-1
669,627
200,176
1094,820
62,30
632,433
521,421
1020,904
690,597
-1,-1
278,-1
1160,953
1651,1180
578,401
741,677
1364,961
75,53
748,509
757,273
655,607
-1,1056
1254,933
1652,1169
1658,1117
-1,-1
899,816
1241,898
115,39
754,376
1484,1031
1618,1183
1200,744
1308,937
757,273
560,466
871,773
1235,-1
-1,-1
529,410
1553,1042
1432,1002
1382,1010
1038,330
-1,490
375,276
427,394
1013,862
-1,-1
-1,833
1161,793
-1,-1
688,619
596,535
8,19
-1,-1
83,82
-1,500
748,509
-1,-1
1052,907
148,32
-1,-1
1347,-1
751,783
592,437
1288,836
320,232
-1,-1
269,113
-1,1103
-1,-1
-1,-1
467,398
216,233
491,349
9,5
1372,992
489,312
1325,983
1402,1050
1652,1169
564,408
368,268
1108,686
570,648
1615,1057
340,217
220,89
