ref,boot
808,567
359,271
1010,614
260,191
713,673
1032,773
898,-1
858,649
1160,1015
906,919
-1,-1
-1,-1
-1,1125
770,-1
-1,-1
288,216
1480,1055
781,651
-1,-1
412,370
1272,984
-1,-1
-1,-1
972,922
1677,1210
913,753
1495,1103
751,419
1795,-1
-1,273
-1,-1
426,425
-1,-1
935,511
1409,1105
687,401
1216,791
945,600
99,96
123,-1
808,567
131,189
-1,953
1425,1152
1384,942
-1,-1
1097,-1
1668,1082
160,95
1048,782
1061,1003
1321,-1
269,182
266,180
1535,1215
1222,925
458,465
960,-1
228,59
273,208
39,19
1405,504
-1,-1
279,233
8,16
-1,-1
1627,1274
-1,173
817,892
188,92
-1,-1
1207,854
271,242
1364,937
14,4
1066,834
-1,781
-1,-1
1322,936
1567,1157
1144,930
126,67
1196,948
1075,894
730,-1
-1,-1
-1,534
329,201
1479,1061
1560,1088
1649,1283
917,662
-1,-1
1666,1263
484,-1
104,163
1707,642
939,905
1677,1210
-1,-1
1315,605
-1,-1
1097,725
-1,-1
377,-1
1420,728
915,842
116,50
1067,835
-1,-1
-1,-1
1582,1232
649,646
199,177
903,577
475,309
286,150
1601,1160
615,312
-1,-1
928,712
250,54
835,470
1696,1211
1721,1135
40,19
1108,806
82,101
-1,113
561,514
-1,-1
766,476
-1,-1
31,12
257,43
968,695
1523,1096
256,202
1713,1017
416,316
1085,843
339,229
76,-1
524,441
676,746
409,341
-1,173
193,176
440,-1
1011,795
949,456
-1,-1
-1,-1
1243,897
1139,586
636,554
-1,43
1342,909
1464,548
188,92
-1,-1
1149,972
528,493
1026,872
-1,-1
538,525
916,661
1479,1061
1282,1042
979,988
-1,-1
1101,926
968,695
-1,143
1747,1212
248,130
985,667
996,879
96,103
575,365
719,778
1541,-1
-1,-1
582,387
1247,1022
1368,1016
242,166
702,-1
241,-1
-1,-1
1156,855
-1,651
-1,-1
952,722
-1,1158
450,350
1712,1178
1008,552
1706,690
1769,914
1083,870
1129,317
1416,1153
1551,1238
598,389
720,540
163,91
530,445
1060,978
818,920
1681,-1
224,110
1812,1224
1386,999
1189,726
1253,975
1160,1026
1509,1169
921,927
439,405
1284,1044
-1,-1
1777,1259
463,351
1020,698
-1,-1
1748,1212
1677,1210
517,410
1164,977
1414,1056
1523,1096
138,88
703,741
1518,1122
449,302
1189,726
1101,926
-1,81
-1,-1
1358,482
584,450
1613,1166
427,394
1509,1169
-1,-1
-1,-1
812,571
-1,235
642,672
593,585
218,144
374,282
-1,-1
1372,582
1165,1035
838,569
184,113
340,249
813,571
1490,911
762,596
763,597
721,541
1511,1125
463,351
739,653
618,-1
1459,1076
1168,986
82,101
522,416
-1,-1
1652,1177
376,284
271,243
368,-1
1556,1207
-1,-1
205,41
1137,987
-1,-1
1374,1029
1437,1129
79,78
-1,-1
1606,608
1007,793
849,542
-1,-1
1478,1047
704,583
192,85
758,273
1603,1054
446,318
1506,1115
1200,991
-1,-1
-1,-1
408,314
1603,1054
1141,704
1010,614
775,921
1088,876
468,327
753,516
506,376
973,747
-1,-1
495,513
1007,793
1612,1219
525,422
1207,854
-1,482
486,457
1272,984
1479,1061
554,468
1584,1175
1705,863
425,-1
1029,951
978,844
787,588
-1,925
177,167
1052,601
1801,1286
546,515
307,239
240,204
-1,855
1206,854
1798,1294
72,94
-1,122
291,221
176,23
291,221
-1,-1
-1,-1
798,670
1799,1287
969,696
1652,1177
-1,-1
1396,733
808,567
1056,787
-1,-1
1730,1247
1651,1084
1182,956
1532,1142
796,707
1098,325
355,261
497,387
1277,958
933,-1
1253,975
482,362
-1,-1
731,551
1130,385
-1,614
1312,957
-1,1037
1064,615
1029,951
1651,1084
-1,387
725,631
-1,130
-1,365
1181,878
1550,1239
504,426
423,392
881,758
614,510
557,-1
1721,1135
895,463
226,39
567,536
875,663
326,230
1490,911
1190,354
470,437
1240,1005
-1,-1
-1,438
-1,-1
-1,-1
982,766
-1,1299
-1,-1
1599,1119
118,66
1476,1039
140,117
1414,1056
525,-1
621,495
-1,-1
-1,-1
1625,1221
1093,633
306,257
646,402
-1,-1
1030,846
1316,1093
1501,1099
138,88
726,632
-1,-1
760,537
889,769
-1,-1
1600,1118
-1,-1
-1,380
1779,1257
-1,-1
-1,-1
250,54
283,223
-1,-1
1781,1151
1539,1097
-1,-1
1426,1100
504,426
-1,775
786,558
1034,850
366,263
-1,-1
535,361
1082,751
1279,543
478,442
1206,854
875,663
85,102
1096,635
707,622
-1,-1
184,113
676,746
651,693
-1,-1
69,160
404,332
1088,876
1425,1153
737,750
162,149
1349,483
1178,932
797,803
1030,846
196,-1
1149,972
176,23
454,388
833,488
267,180
1797,1295
358,270
-1,1135
703,741
1147,805
1587,822
100,96
250,54
-1,-1
1762,1149
41,51
664,823
883,760
220,146
1076,895
259,190
532,446
222,-1
-1,355
775,921
1016,893
303,251
1346,1051
871,660
941,906
156,98
1246,995
1634,1188
-1,-1
-1,-1
1484,1127
715,429
524,441
1068,743
1567,1157
579,435
1698,1195
1558,1164
-1,654
1703,940
-1,1129
-1,-1
1716,1301
1284,1044
876,757
1169,949
-1,6
485,-1
1254,604
1172,929
1502,1081
1063,833
840,539
118,66
698,825
-1,-1
44,6
1431,1049
525,344
392,291
1551,1238
1202,955
1135,982
1597,1193
-1,-1
-1,-1
-1,-1
1352,578
-1,135
1411,606
930,811
-1,-1
718,714
676,746
212,127
984,667
706,589
555,365
1350,1057
1657,1184
135,133
1060,978
-1,-1
-1,1053
997,881
1216,791
-1,821
218,144
595,438
53,62
583,449
543,481
890,771
1338,1046
25,11
1239,328
-1,1073
-1,-1
328,260
222,-1
369,269
1460,862
1148,710
1496,1103
1800,1287
1755,1202
167,82
439,-1
-1,273
1146,805
-1,-1
792,623
374,282
98,50
407,334
1414,1056
705,-1
893,849
1411,606
453,411
875,663
110,-1
519,330
995,566
1660,1266
-1,-1
1311,1131
861,868
-1,713
1457,1152
128,120
328,260
315,196
1113,511
176,23
596,345
628,453
-1,935
670,647
219,145
-1,-1
1383,976
359,271
-1,-1
1218,353
650,613
-1,-1
287,253
534,361
-1,-1
-1,-1
-1,-1
1240,1005
1482,1067
623,497
1506,1115
449,302
1745,1073
439,405
-1,-1
1450,1126
966,963
53,62
1494,1068
218,144
190,25
811,595
1212,908
560,490
1739,1116
936,534
303,251
219,145
386,267
998,779
886,802
1559,1245
380,285
1755,1202
638,-1
1792,1285
-1,-1
1744,1110
689,519
979,988
-1,-1
807,568
1774,1117
53,62
1146,805
1479,1061
171,-1
-1,674
422,-1
1414,1056
357,254
-1,46
-1,-1
517,410
1215,859
1111,-1
609,324
751,-1
557,-1
202,168
686,401
150,105
1814,1225
537,432
1570,1172
869,587
1498,1262
348,275
42,8
-1,-1
1277,958
958,-1
479,443
-1,1067
662,377
1802,1286
256,202
525,344
1376,886
513,322
1524,729
464,352
1670,1200
149,104
1569,1223
1771,1244
4,1
162,149
858,649
1316,1093
1469,1216
169,175
793,702
1066,834
1029,951
757,273
-1,1074
270,182
606,-1
515,339
1171,928
1708,1249
254,203
90,61
1621,1095
-1,-1
570,466
765,475
1076,895
339,220
1099,326
-1,273
1017,966
-1,678
334,195
-1,580
961,915
1550,1239
-1,-1
293,246
275,137
-1,124
1635,1187
1722,1135
1568,688
530,444
1585,1174
1269,479
-1,1041
580,-1
-1,-1
589,454
-1,-1
639,531
907,867
1420,728
340,249
-1,-1
1812,1224
12,7
-1,-1
-1,-1
-1,-1
1717,1292
971,650
-1,-1
287,253
1713,1017
-1,-1
208,173
132,152
808,567
778,-1
219,145
1136,923
1265,544
-1,-1
192,85
1397,732
652,555
607,474
807,568
-1,-1
74,81
708,591
593,585
1110,807
798,670
1749,912
-1,-1
748,625
428,395
-1,-1
1649,1283
1802,1286
1605,609
1015,946
203,168
-1,-1
1434,1077
871,660
741,590
675,745
1650,1283
-1,-1
285,151
1390,-1
-1,128
424,393
449,-1
1042,881
525,-1
1534,1215
-1,1240
1753,1192
-1,-1
872,-1
1275,-1
619,447
409,341
-1,-1
575,365
1776,1148
1229,967
1370,1001
1464,548
47,48
736,798
-1,713
510,458
285,151
1795,1276
1282,1042
509,431
882,759
1464,548
1533,1143
152,107
138,88
334,195
735,797
1451,-1
1136,923
-1,-1
823,836
1201,992
956,684
1377,887
948,-1
1256,434
1354,887
-1,1085
-1,1148
1383,976
1334,485
1348,1059
188,92
1414,1056
-1,-1
1040,677
-1,-1
-1,200
456,412
1370,1001
466,306
234,122
1320,409
792,623
1568,688
1801,1286
1479,1061
27,28
678,509
-1,-1
570,466
1440,1091
1196,948
-1,-1
1165,1035
138,88
1770,914
204,139
-1,-1
732,697
-1,1259
1094,633
1742,1272
1167,838
179,172
1735,1291
1771,1243
566,535
102,158
1320,409
212,127
926,770
600,628
66,69
699,826
1798,1294
-1,580
592,584
1538,1111
142,188
341,250
459,373
1675,1159
1251,775
1381,545
312,211
66,69
428,395
1615,-1
1117,881
1808,1277
-1,75
826,701
