ref,boot
624,353
79,32
1475,1106
481,333
1567,1191
1667,1088
-1,1137
-1,50
-1,277
1700,1270
214,203
312,257
68,84
76,30
1210,705
908,633
664,612
-1,-1
-1,-1
1277,872
1148,684
570,363
1568,1074
416,432
134,68
1603,1196
-1,-1
504,316
-1,-1
517,410
1450,1047
976,772
1619,1160
848,744
1812,1253
-1,842
1523,1099
883,619
-1,842
399,370
-1,-1
509,481
-1,-1
1144,524
-1,-1
-1,-1
-1,-1
623,353
1104,760
597,486
160,104
1094,846
589,798
1337,953
1199,682
-1,9
798,503
-1,-1
252,4
1632,1102
504,316
1342,935
1490,1037
-1,395
959,976
568,336
1064,658
1029,742
987,500
1480,1175
176,22
879,642
1606,1065
15,14
1209,-1
131,125
-1,-1
1263,-1
96,108
393,286
-1,430
-1,-1
1301,910
-1,-1
-1,-1
523,378
-1,-1
-1,-1
835,389
-1,122
-1,-1
1201,523
1511,1125
429,317
79,32
1705,-1
70,61
1241,902
1061,578
150,195
907,633
138,169
784,-1
334,261
832,-1
523,378
-1,-1
899,832
1209,915
818,474
159,95
-1,44
139,79
781,552
570,363
-1,45
-1,18
-1,-1
-1,-1
336,208
362,-1
1517,1165
690,796
-1,71
1587,-1
-1,-1
856,556
1702,1250
285,175
1696,-1
642,488
1499,1184
655,559
1442,1064
165,148
888,564
438,431
304,241
-1,-1
612,495
1096,922
-1,-1
1406,-1
240,183
-1,-1
313,-1
573,346
-1,-1
833,411
-1,-1
379,312
356,255
1554,-1
723,795
251,52
-1,987
-1,-1
840,830
1535,1068
590,-1
119,55
1693,1144
1040,878
1739,1116
418,429
1335,949
-1,-1
923,459
977,773
476,364
227,39
1556,1152
538,-1
68,84
96,108
686,304
1253,858
-1,-1
1131,885
-1,-1
1667,1088
1776,1200
760,780
1140,775
1685,1285
-1,-1
376,303
82,87
1408,-1
1647,1257
203,192
441,462
-1,-1
1181,936
-1,890
1564,1118
1628,-1
1688,1158
975,733
600,376
66,31
187,74
1198,650
607,654
584,400
1246,565
761,836
70,61
145,106
168,96
271,193
1016,601
160,104
-1,95
1767,1194
554,358
-1,-1
-1,-1
1557,1152
-1,-1
1595,1216
1004,555
399,370
1097,871
1800,1290
321,231
1779,1247
389,299
148,148
468,550
-1,1139
455,383
285,175
490,-1
58,36
999,837
-1,-1
1575,1149
439,448
537,511
-1,-1
597,486
8,3
1730,1203
1777,1292
1728,1025
-1,-1
1054,724
197,207
776,575
1529,-1
1060,666
1498,1183
-1,-1
-1,-1
406,291
-1,346
272,115
962,753
483,-1
592,456
1401,1044
-1,-1
453,385
713,404
-1,514
1414,1045
87,70
-1,-1
1241,902
228,103
1529,1151
1716,1273
1014,784
865,716
596,450
221,-1
515,598
903,791
613,490
309,206
1503,1159
1624,1075
707,673
600,376
842,825
1418,1059
225,136
735,714
595,452
392,286
634,440
1723,1244
925,539
361,250
96,108
18,19
704,604
-1,803
351,246
135,128
362,259
-1,867
1448,-1
1512,1124
669,610
-1,-1
-1,-1
1414,1045
1411,1004
25,24
1050,850
1657,1157
652,557
290,204
-1,-1
1758,1222
947,895
1497,1120
-1,-1
-1,-1
866,717
-1,287
874,588
-1,-1
690,796
-1,-1
1109,652
81,87
834,390
173,77
1274,943
1154,479
1728,1026
1660,1155
290,204
633,584
692,782
1208,916
1620,1114
1081,733
763,708
-1,1056
-1,-1
193,-1
649,580
1755,1198
187,74
367,264
1746,1180
1228,540
1558,1185
542,-1
1773,1215
130,66
-1,60
742,639
1713,1227
353,219
835,389
1481,986
1178,-1
1202,546
1369,972
467,596
1346,941
1370,971
-1,1256
1700,-1
-1,-1
-1,-1
227,39
1756,1247
216,211
4,0
-1,571
158,20
1654,1197
826,641
567,325
379,312
1041,861
1126,927
89,144
-1,-1
55,58
376,303
500,394
666,581
170,123
132,118
1550,1170
204,161
445,509
1376,1036
440,449
585,314
-1,-1
1013,809
801,489
59,-1
665,585
817,-1
-1,78
561,420
643,725
481,333
-1,-1
726,828
-1,-1
-1,-1
1174,542
-1,-1
864,732
1072,553
535,342
793,643
1600,1078
1680,1209
758,277
1144,524
384,282
1321,932
1273,900
1458,1119
771,634
223,177
208,201
32,21
438,431
-1,418
595,452
146,126
1016,601
82,87
303,240
962,753
90,94
738,518
702,636
416,432
1445,1079
493,-1
1771,1241
1643,1234
23,5
-1,-1
901,857
351,246
785,738
882,645
190,155
-1,-1
467,596
1660,1155
1006,577
703,608
232,160
1078,812
1076,770
1028,741
246,220
552,355
1036,348
-1,-1
181,142
129,57
1448,-1
1322,845
1211,-1
1446,1027
334,261
286,174
-1,-1
1055,724
1807,-1
1705,1187
546,437
385,285
136,129
1683,1133
1667,1088
1703,1220
1330,888
1103,760
517,410
-1,864
1396,1023
-1,-1
1531,1083
616,418
1604,1246
-1,-1
1317,942
477,302
-1,600
263,185
856,556
1320,965
-1,234
77,45
362,259
8,3
-1,-1
785,-1
218,180
-1,-1
-1,-1
828,476
531,321
535,341
218,180
977,773
340,244
182,-1
525,468
1591,1167
-1,-1
1419,1046
504,316
1406,-1
956,856
1291,848
1732,1286
1501,1136
708,589
344,245
142,151
891,525
44,34
436,412
188,119
-1,783
-1,-1
1484,1057
964,665
52,40
-1,-1
767,749
-1,-1
840,830
-1,-1
20,9
859,605
676,631
599,377
1223,755
837,822
408,464
-1,1127
1626,1205
181,142
1165,664
544,424
935,506
242,176
-1,-1
296,168
1197,649
245,111
-1,-1
683,471
399,370
-1,-1
824,757
424,293
1256,-1
1650,1267
1,1
1578,1070
-1,-1
621,354
1125,904
-1,804
-1,874
-1,-1
1710,1203
-1,-1
-1,-1
520,422
1688,1158
459,329
1446,1027
131,125
112,62
96,108
875,616
250,51
1635,1113
495,472
1551,1156
721,801
-1,-1
-1,-1
1502,1193
935,506
515,598
698,583
362,259
899,832
169,165
570,363
-1,900
-1,976
1600,1077
-1,338
1600,1077
1551,1156
348,276
-1,-1
1652,1115
577,551
371,-1
-1,479
1722,1260
1603,1196
89,143
1469,1063
1151,625
1153,479
737,614
784,719
629,-1
-1,869
1091,434
407,369
332,263
1308,865
-1,185
592,456
20,9
456,382
1800,1290
-1,-1
105,147
384,282
400,-1
279,194
1534,1068
55,58
985,623
1238,962
238,102
-1,-1
-1,704
-1,1084
-1,-1
866,717
-1,45
-1,-1
1319,1001
445,509
-1,148
-1,-1
1133,697
1229,541
1113,505
308,251
1491,1038
859,605
1772,1255
1690,1162
-1,788
1495,1071
307,252
-1,-1
1681,-1
1626,1205
219,181
22,14
681,337
1434,1069
-1,-1
1457,1080
-1,-1
459,329
1784,1283
192,60
538,-1
259,198
-1,571
1697,1259
1461,1003
673,492
347,266
1036,349
761,836
196,-1
631,629
799,504
109,99
514,-1
278,-1
1202,546
135,128
330,236
554,358
-1,-1
818,474
-1,-1
1563,1118
1144,-1
1661,1129
787,701
1419,1046
742,639
1115,-1
1358,990
20,9
1261,-1
884,620
909,-1
389,299
398,277
583,397
1565,1076
-1,-1
-1,18
1314,999
1090,435
517,409
760,780
1056,914
-1,-1
-1,331
726,828
1601,1100
969,661
-1,-1
1400,-1
-1,-1
1197,649
-1,-1
479,324
184,131
551,355
1478,1176
410,508
959,976
-1,-1
-1,-1
1534,1068
1450,1047
544,424
-1,304
357,247
-1,-1
-1,1193
1388,1017
-1,-1
887,496
1180,804
603,277
580,458
376,303
-1,708
-1,-1
961,698
346,242
1465,988
212,162
1380,1029
402,443
1621,1230
-1,314
304,241
253,4
1778,1291
-1,-1
1745,1178
616,418
-1,-1
1796,1276
82,87
70,61
441,463
150,195
1499,1184
1785,1283
589,799
-1,-1
-1,678
1169,810
770,517
-1,-1
802,388
-1,-1
-1,-1
1698,1231
551,355
-1,-1
566,326
718,803
1487,1192
1209,915
54,80
907,633
640,535
-1,-1
