ref,boot
765,521
1562,1226
87,29
-1,-1
128,212
752,675
572,590
-1,-1
886,402
379,295
1432,1039
1659,1094
185,136
987,514
1129,318
767,762
1790,1185
362,266
1479,1060
-1,1102
762,859
1396,1053
1630,1183
-1,501
989,697
469,342
605,-1
1603,1156
474,374
1443,1126
914,779
717,385
459,377
1470,1143
1789,1208
1140,780
-1,183
1613,1161
1348,1088
221,157
690,472
467,505
1000,902
676,660
1657,1197
-1,-1
1437,1082
1784,1309
641,547
51,41
274,230
255,174
964,852
-1,864
1649,1265
1221,896
-1,830
1409,1001
437,336
528,671
941,958
-1,866
212,144
848,791
802,644
-1,-1
109,91
1450,1079
139,126
1242,600
1523,1138
447,373
214,153
-1,-1
5,4
1691,1220
263,174
248,257
1591,1242
1407,1015
150,142
762,859
386,289
858,768
318,270
1148,698
545,369
1172,556
310,258
855,799
1689,1058
652,464
356,244
-1,-1
966,658
275,160
191,79
131,122
1774,1187
242,176
-1,-1
-1,-1
802,644
-1,-1
-1,361
715,468
719,957
637,417
1227,898
977,811
-1,817
472,418
829,424
1246,594
1633,-1
951,523
464,413
1513,1171
1774,1187
1452,1145
1780,1199
818,723
651,534
-1,-1
82,49
1257,-1
89,67
143,121
874,493
1632,1116
1515,1191
-1,-1
746,403
348,-1
-1,-1
1128,-1
767,762
1095,567
-1,-1
365,234
685,360
971,871
510,499
1455,1125
1774,1187
1803,1313
1378,1092
1149,809
570,512
208,16
611,652
1321,951
339,217
-1,1202
-1,-1
141,-1
919,639
-1,-1
-1,-1
250,190
452,441
1699,1304
1405,976
163,186
-1,-1
437,336
-1,-1
994,519
536,408
757,406
830,455
1236,944
669,765
29,81
834,498
1077,786
46,61
34,17
-1,1013
-1,-1
426,376
1333,-1
918,428
-1,-1
763,858
-1,1253
1758,1235
1327,940
1558,1268
-1,-1
289,-1
1006,802
1537,1159
293,251
34,17
341,225
723,473
-1,180
1796,-1
1152,-1
-1,-1
-1,145
238,37
1069,874
928,513
1706,-1
471,396
-1,-1
-1,135
-1,-1
537,409
191,79
169,169
1494,1081
476,375
1077,786
616,353
1347,1088
670,720
773,822
846,523
-1,1285
352,267
646,572
176,138
913,843
1132,-1
62,60
1396,1053
1322,940
624,622
232,133
1075,711
1376,815
746,403
732,615
-1,-1
-1,-1
410,340
746,403
256,220
1023,518
503,-1
591,501
404,331
-1,-1
181,127
440,326
-1,936
-1,1091
1060,895
286,210
1168,787
996,959
1335,948
-1,-1
166,72
1356,475
1701,1284
1227,898
614,463
631,436
254,203
1254,864
868,-1
138,125
743,681
-1,-1
490,530
1141,427
1427,1140
1698,1303
87,29
1078,785
1480,1112
1534,1210
-1,961
1208,789
-1,-1
1742,1228
41,76
1210,848
1323,951
1624,1022
-1,-1
313,-1
961,840
-1,-1
97,46
1106,456
1189,922
1519,-1
-1,-1
560,579
857,722
462,608
1535,1205
433,-1
293,252
775,657
-1,1217
64,63
535,452
5,4
1800,1315
1735,1291
1478,1075
1109,628
-1,-1
1090,606
204,132
842,882
1778,1246
1037,673
1249,877
811,917
-1,-1
47,54
1487,1099
373,293
1469,1127
-1,-1
138,125
711,400
12,10
1463,1057
568,511
162,87
55,69
355,244
753,727
-1,617
1257,-1
1674,1177
666,834
1434,1146
4,2
167,75
-1,-1
595,447
351,284
1577,1146
1768,1279
531,379
596,666
519,356
-1,-1
1790,1185
1419,1048
1438,1082
-1,-1
1217,394
277,174
-1,88
849,813
595,447
570,512
1481,1136
1204,982
1404,977
1075,711
1649,1265
1276,920
-1,-1
170,-1
1349,1030
268,140
-1,-1
-1,-1
650,719
1215,943
1721,1249
1338,1019
-1,1050
439,326
907,748
