satNo,name,line1,line2,inclination,apogee,raan,argument_of_perigee,eccentricity,mean_motion,hdbscan_labels
58891,STARLINK-31245,1 58891U 24020R   26026.62650035 -.00001589  00000-0 -41584-4 0  9993,2 58891  53.1608 116.6413 0001379 105.6213 254.4940 15.30171236113367,53.1608,483.3830439779181,116.6413,105.6213,0.0001379,15.30171236,-1
58893,STARLINK-31255,1 58893U 24020T   26026.91216414  .00000815  00000-0  39611-4 0  9993,2 58893  53.1605 156.5509 0000671 103.1876 256.9200 15.30212087111675,53.1605,482.77583755583686,156.5509,103.1876,6.71e-05,15.30212087,-1
58894,STARLINK-31243,1 58894U 24020U   26026.78470893  .00000409  00000-0  25948-4 0  9999,2 58894  53.1604 157.1773 0001081  95.0474 265.0650 15.30190789111656,53.1604,483.1204222747143,157.1773,95.0474,0.0001081,15.30190789,1396
58895,STARLINK-31218,1 58895U 24020V   26026.72256194 -.00005663  00000-0 -17924-3 0  9993,2 58895  53.1614 157.4997 0001309  53.0766 307.0355 15.30192091111646,53.1614,483.272791246512,157.4997,53.0766,0.0001309,15.30192091,-1
58897,STARLINK-31190,1 58897U 24020X   26026.79525858  .00001940  00000-0  77627-4 0  9997,2 58897  53.1597 157.2410 0001016  96.8861 263.2255 15.30194045111656,53.1597,483.06615241035263,157.241,96.8861,0.0001016,15.30194045,1397
58899,LEMUR 2 NIMBUS2000,1 58899U 24022A   26026.99627743  .00024339  00000-0  71434-3 0  9995,2 58899  97.4260 235.5591 0008561 266.5668  93.4596 15.35116819110578,97.426,473.56515224681795,235.5591,266.5668,0.0008561,15.35116819,53
58900,LEMUR 2 VALHALLA,1 58900U 24022B   26027.09949056  .00024052  00000-0  71078-3 0  9990,2 58900  97.4256 235.7123 0009098 260.8312  99.1902 15.34898478110591,97.4256,474.5815083973538,235.7123,260.8312,0.0009098,15.34898478,53
58902,LEMUR 2 OBA-NI-JESU,1 58902U 24022D   26027.13842368  .00096568  00000-0  12852-2 0  9990,2 58902  97.4128 243.2999 0003725 218.3034 141.7958 15.57829491111114,97.4128,403.5996986922445,243.2999,218.3034,0.0003725,15.57829491,-1
58903,LEMUR 2 CAEL,1 58903U 24022E   26027.08739422  .00024643  00000-0  70345-3 0  9998,2 58903  97.4244 236.4108 0007321 241.5079 118.5428 15.35996543110643,97.4244,470.1037968331836,236.4108,241.5079,0.0007321,15.35996543,53
58905,GEESAT 2-01,1 58905U 24023A   26027.24552085  .00003545  00000-0  46207-3 0  9995,2 58905  49.9942 286.6267 0004993 205.1479 154.9216 14.82699686107999,49.9942,631.4470476592118,286.6267,205.1479,0.0004993,14.82699686,382
58906,GEESAT 2-02,1 58906U 24023B   26027.29792425  .00003549  00000-0  46226-3 0  9990,2 58906  49.9981 286.4879 0015100 177.6817 182.4194 14.82685807108005,49.9981,638.5646316069345,286.4879,177.6817,0.00151,14.82685807,382
58907,GEESAT 2-03,1 58907U 24023C   26027.30966207  .00004021  00000-0  37309-3 0  9992,2 58907  50.0001 270.5939 0006127 202.1845 157.8835 14.96348848108225,50.0001,589.5883397250697,270.5939,202.1845,0.0006127,14.96348848,-1
58908,GEESAT 2-04,1 58908U 24023D   26027.22500316  .00004110  00000-0  38009-3 0  9996,2 58908  49.9915 270.2032 0006350 204.7134 155.3507 14.96426804108212,49.9915,589.5017181786085,270.2032,204.7134,0.000635,14.96426804,-1
58909,GEESAT 2-05,1 58909U 24023E   26027.26050391  .00003486  00000-0  45474-3 0  9993,2 58909  50.0042 286.6769 0010709 244.0552 115.9283 14.82699259108000,50.0042,635.4489940745682,286.6769,244.0552,0.0010709,14.82699259,382
58910,GEESAT 2-06,1 58910U 24023F   26027.20427801  .00007437  00000-0  57189-3 0  9999,2 58910  49.9871 253.6578 0006447 212.2439 147.8113 15.02542391108436,49.9871,570.6692727554142,253.6578,212.2439,0.0006447,15.02542391,-1
58911,GEESAT 2-07,1 58911U 24023G   26027.22315835  .00003545  00000-0  46186-3 0  9996,2 58911  50.0052 287.2420 0010306 239.2522 120.7401 14.82703404107992,50.0052,635.1538787466678,287.242,239.2522,0.0010306,14.82703404,382
58912,GEESAT 2-08,1 58912U 24023H   26027.20799155  .00004073  00000-0  52694-3 0  9994,2 58912  49.9889 286.0116 0003900 162.3251 197.7823 14.82687057107991,49.9889,630.7218206529059,286.0116,162.3251,0.00039,14.82687057,382
58913,GEESAT 2-09,1 58913U 24023J   26027.32045449  .00003388  00000-0  44184-3 0  9991,2 58913  50.0028 286.2478 0022279 186.5431 173.5219 14.82678069108019,50.0028,643.6136167085627,286.2478,186.5431,0.0022279,14.82678069,382
58914,GEESAT 2-10,1 58914U 24023K   26027.30563926  .00003564  00000-0  46443-3 0  9991,2 58914  49.9938 286.2573 0009988 174.6944 185.4101 14.82683967108006,49.9938,634.9925410275096,286.2573,174.6944,0.0009988,14.82683967,382
58915,GEESAT 2-11,1 58915U 24023L   26027.26795577  .00004020  00000-0  51938-3 0  9999,2 58915  49.9994 286.3560 0019679 293.1488  66.7376 14.82674785108007,49.9994,641.8042265409184,286.356,293.1488,0.0019679,14.82674785,382
58921,NEXSAT-1,1 58921U 24024E   26027.27183425  .00011584  00000-0  38408-3 0  9991,2 58921  97.3212 103.0305 0007098 256.7318 103.3132 15.31399154110319,97.3212,483.6359178581461,103.0305,256.7318,0.0007098,15.31399154,-1
58928,PACE,1 58928U 24025A   26027.27127157  .00001062  00000-0  20515-3 0  9999,2 58928  98.0875 320.7544 0002236  18.0798 342.0485 14.65413619105295,98.0875,684.4619888827344,320.7544,18.0798,0.0002236,14.65413619,64
58929,COSMOS 2575,1 58929U 24026A   26027.30741106  .00041730  00000-0  27715-3 0  9996,2 58929  96.6412 277.6080 0003435  96.7685 263.3973 15.75355549113455,96.6412,353.0655391208492,277.608,96.7685,0.0003435,15.75355549,-1
58931,STARLINK-31317,1 58931U 24027A   26026.71670026  .00000540  00000-0  30367-4 0  9998,2 58931  53.1612 144.4741 0001393  80.3298 279.7860 15.30187645110749,53.1612,483.34363655258437,144.4741,80.3298,0.0001393,15.30187645,1381
58932,STARLINK-31378,1 58932U 24027B   26026.71986470  .00000244  00000-0  20376-4 0  9992,2 58932  53.1597 144.4942 0001205  75.3586 284.7548 15.30188720110903,53.1597,483.211582655821,144.4942,75.3586,0.0001205,15.3018872,1381
58933,STARLINK-31350,1 58933U 24027C   26026.71036857 -.00000305  00000-0  18337-5 0  9992,2 58933  53.1601 144.4353 0001374  78.8626 281.2530 15.30185648110905,53.1601,483.3365787016088,144.4353,78.8626,0.0001374,15.30185648,-1
58934,STARLINK-31337,1 58934U 24027D   26026.70720362 -.00000745  00000-0 -13046-4 0  9993,2 58934  53.1598 144.4142 0001530  91.6046 268.5130 15.30183737110901,53.1598,483.44919853208773,144.4142,91.6046,0.000153,15.30183737,-1
58935,STARLINK-31362,1 58935U 24027E   26026.75468833 -.00000725  00000-0 -12346-4 0  9991,2 58935  53.1572 144.7094 0001350 100.5419 259.5734 15.30186059110907,53.1572,483.31890319729877,144.7094,100.5419,0.000135,15.30186059,1352
58936,STARLINK-31383,1 58936U 24027F   26026.75363399  .00000542  00000-0  30429-4 0  9990,2 58936  53.1594 144.7011 0001253  91.5360 268.5785 15.30189866110902,53.1594,483.24105668933225,144.7011,91.536,0.0001253,15.30189866,1352
58937,STARLINK-31390,1 58937U 24027G   26026.74941831  .00000067  00000-0  14400-4 0  9996,2 58937  53.1587 144.6723 0000953 120.7319 239.3776 15.30178111110906,53.1587,483.0705574876741,144.6723,120.7319,9.53e-05,15.30178111,1352
58938,STARLINK-31377,1 58938U 24027H   26026.68726143  .00000592  00000-0  32094-4 0  9999,2 58938  53.1610 144.9962 0000724 104.6971 255.4110 15.30191278110891,53.161,482.87429643816967,144.9962,104.6971,7.24e-05,15.30191278,1366
58939,STARLINK-31372,1 58939U 24027J   26026.74624446  .00000407  00000-0  25871-4 0  9990,2 58939  53.1584 144.6546 0001305  82.6604 277.4545 15.30189372110901,53.1584,483.27816948155964,144.6546,82.6604,0.0001305,15.30189372,1352
58940,STARLINK-31371,1 58940U 24027K   26026.74518829  .00001438  00000-0  60680-4 0  9991,2 58940  53.1582 144.6473 0000937  71.1946 288.9156 15.30194643110904,53.1582,483.01022509002405,144.6473,71.1946,9.37e-05,15.30194643,1352
58941,STARLINK-31345,1 58941U 24027L   26026.51336546 -.00000350  00000-0  30834-6 0  9994,2 58941  53.1606 145.3367 0001448  93.3664 266.7502 15.30186163110876,53.1606,483.3857558805933,145.3367,93.3664,0.0001448,15.30186163,-1
58942,STARLINK-31354,1 58942U 24027M   26026.74307728  .00001110  00000-0  49609-4 0  9992,2 58942  53.1606 144.6330 0000875  81.5531 278.5569 15.30193130110904,53.1606,482.9722521786736,144.633,81.5531,8.75e-05,15.3019313,1352
58943,STARLINK-31346,1 58943U 24027N   26026.71722501  .00000834  00000-0  40296-4 0  9995,2 58943  53.1574 142.3540 0001368  81.0823 279.0332 15.30190115110931,53.1574,483.3191270071715,142.354,81.0823,0.0001368,15.30190115,1354
58944,STARLINK-31336,1 58944U 24027P   26026.68618013  .00017251  00000-0  59516-3 0  9999,2 58944  53.1597 144.9882 0001763  92.2946 267.8257 15.30092556110888,53.1597,483.8811991407331,144.9882,92.2946,0.0001763,15.30092556,1366
58945,STARLINK-31359,1 58945U 24027Q   26026.60128015 -.00000701  00000-0 -11559-4 0  9990,2 58945  53.1609 106.6864 0001327 100.9185 259.1965 15.30175924111439,53.1609,483.33340631724053,106.6864,100.9185,0.0001327,15.30175924,1304
58946,STARLINK-31331,1 58946U 24027R   26027.31823313  .00002733  00000-0  10436-3 0  9990,2 58946  53.1574 141.8218 0002252 117.7173 242.4056 15.30205932110995,53.1574,483.87772849112,141.8218,117.7173,0.0002252,15.30205932,-1
58947,STARLINK-31116,1 58947U 24027S   26026.73358092  .00001914  00000-0  76749-4 0  9993,2 58947  53.1588 144.5718 0001110  71.7964 288.3157 15.30192983110908,53.1588,483.13374540189375,144.5718,71.7964,0.000111,15.30192983,1389
58948,STARLINK-31311,1 58948U 24027T   26026.71828409  .00000121  00000-0  16211-4 0  9993,2 58948  53.1607 142.3537 0001524 102.1472 257.9700 15.30185674110936,53.1607,483.43930198108495,142.3537,102.1472,0.0001524,15.30185674,1354
58949,STARLINK-31294,1 58949U 24027U   26026.69148186  .00000124  00000-0  16311-4 0  9992,2 58949  53.1595 145.0200 0001164  85.7737 274.3396 15.30187835110890,53.1595,483.1861265660487,145.02,85.7737,0.0001164,15.30187835,1367
58951,STARLINK-31330,1 58951U 24027W   26026.73083219  .00001428  00000-0  60349-4 0  9993,2 58951  53.1600 141.7361 0001231  95.2534 264.8607 15.30191109110941,53.16,483.22226737893374,141.7361,95.2534,0.0001231,15.30191109,1344
58952,STARLINK-31293,1 58952U 24027X   26026.72408307  .00001074  00000-0  48403-4 0  9996,2 58952  53.1580 144.5143 0001295  93.5364 266.5785 15.30190812110902,53.158,483.26701591411603,144.5143,93.5364,0.0001295,15.30190812,1388
58960,HBTSS-SV1,1 58960U 24028F   26026.78759794  .00002182  00000-0  38426-3 0  9995,2 58960  39.9868 186.3052 0010866 299.6867  60.2833 14.69150110 86134,39.9868,678.571313034649,186.3052,299.6867,0.0010866,14.6915011,-1
58965,STARLINK-31373,1 58965U 24031A   26026.66764059 -.00000379  00000-0 -67647-6 0  9999,2 58965  53.1618 131.5876 0001436  94.5118 265.6047 15.30183307110106,53.1618,483.38606067608765,131.5876,94.5118,0.0001436,15.30183307,1235
58966,STARLINK-31449,1 58966U 24031B   26027.25334813  .00005255  00000-0  18939-3 0  9990,2 58966  53.1585 128.8424 0001047  98.3649 261.7471 15.30205445110192,53.1585,483.05335593848116,128.8424,98.3649,0.0001047,15.30205445,-1
58967,STARLINK-31314,1 58967U 24031C   26026.80248635 -.00000032  00000-0  11049-4 0  9992,2 58967  53.1596 131.0059 0001001  83.6717 276.4398 15.30185696110127,53.1596,483.0808037350783,131.0059,83.6717,0.0001001,15.30185696,-1
58968,STARLINK-31356,1 58968U 24031D   26026.63231372 -.00000323  00000-0  11940-5 0  9998,2 58968  53.1601 104.1948 0000728  56.3476 303.7594 15.30187727110485,53.1601,482.8876413284512,104.1948,56.3476,7.28e-05,15.30187727,1233
58969,STARLINK-31335,1 58969U 24031E   26026.70604085 -.00000286  00000-0  24735-5 0  9996,2 58969  53.1600 128.9883 0000873  89.3909 270.7192 15.30185363110149,53.16,482.99407466235573,128.9883,89.3909,8.73e-05,15.30185363,1368
58970,STARLINK-31368,1 58970U 24031F   26026.54017707  .00004830  00000-0  17516-3 0  9994,2 58970  53.1602 132.2185 0001865  84.6313 275.4901 15.30191432110082,53.1602,483.65580697440544,132.2185,84.6313,0.0001865,15.30191432,1216
58971,STARLINK-31333,1 58971U 24031G   26026.65241878  .00000907  00000-0  42754-4 0  9999,2 58971  53.1596 119.4143 0001139  94.0578 266.0553 15.30189527110270,53.1596,483.1639404503377,119.4143,94.0578,0.0001139,15.30189527,1341
58972,STARLINK-31351,1 58972U 24031H   26026.49279638  .00001801  00000-0  72956-4 0  9998,2 58972  53.1581 132.6217 0001399  97.9188 262.1971 15.30189990110063,53.1581,483.3407457738109,132.6217,97.9188,0.0001399,15.3018999,1189
58973,STARLINK-31365,1 58973U 24031J   26026.69508051 -.00000929  00000-0 -19276-4 0  9993,2 58973  53.1603 131.7510 0001292  93.2327 266.8821 15.30173708110101,53.1603,483.3160369463358,131.751,93.2327,0.0001292,15.30173708,1266
58974,STARLINK-31361,1 58974U 24031K   26026.69190115  .00007813  00000-0  27564-3 0  9997,2 58974  53.1614 131.7361 0001349  73.5277 286.5872 15.30201201110101,53.1614,483.27300016256606,131.7361,73.5277,0.0001349,15.30201201,1266
58975,STARLINK-31369,1 58975U 24031L   26026.69823857  .00000317  00000-0  22851-4 0  9991,2 58975  53.1596 131.7697 0001485 123.8379 236.2763 15.30181085110081,53.1596,483.4262779508373,131.7697,123.8379,0.0001485,15.30181085,1266
58976,STARLINK-31324,1 58976U 24031M   26026.50545311  .00001314  00000-0  56471-4 0  9991,2 58976  53.1583 132.7003 0001073 107.6016 252.5102 15.30194723110059,53.1583,483.1031920031067,132.7003,107.6016,0.0001073,15.30194723,1189
58977,STARLINK-31358,1 58977U 24031N   26026.66868899 -.00002028  00000-0 -56400-4 0  9995,2 58977  53.1605 131.5788 0001466  80.6294 279.4873 15.30180685110084,53.1605,483.41445100245716,131.5788,80.6294,0.0001466,15.30180685,1235
58978,STARLINK-31355,1 58978U 24031P   26026.70456831 -.00001280  00000-0 -31119-4 0  9999,2 58978  53.1579 131.8081 0001507 119.4750 240.6401 15.30184496110089,53.1579,483.4311690927176,131.8081,119.475,0.0001507,15.30184496,1267
58979,STARLINK-31380,1 58979U 24031Q   26026.70773513 -.00001971  00000-0 -54469-4 0  9999,2 58979  53.1584 131.8290 0001338  65.4225 294.6915 15.30184561110089,53.1584,483.3151525528776,131.829,65.4225,0.0001338,15.30184561,1267
58980,STARLINK-31353,1 58980U 24031R   26026.70562453  .00000376  00000-0  24834-4 0  9999,2 58980  53.1611 131.8194 0001469  77.1759 282.9406 15.30192359110081,53.1611,483.3816449334426,131.8194,77.1759,0.0001469,15.30192359,1267
58981,STARLINK-31339,1 58981U 24031S   26026.51495347  .00000319  00000-0  22907-4 0  9992,2 58981  53.1613 132.7645 0001360 110.9047 249.2100 15.30191552110059,53.1613,483.3093530525565,132.7645,110.9047,0.000136,15.30191552,1189
58983,STARLINK-31384,1 58983U 24031U   26026.52128577  .00000753  00000-0  37557-4 0  9992,2 58983  53.1574 132.7983 0001040  92.2632 267.8488 15.30188851110052,53.1574,483.09811060310807,132.7983,92.2632,0.000104,15.30188851,1189
58984,STARLINK-31379,1 58984U 24031V   26026.65613773  .00000287  00000-0  21806-4 0  9996,2 58984  53.1598 132.2186 0000841  97.7667 262.3430 15.30184808110072,53.1598,482.97380109213015,132.2186,97.7667,8.41e-05,15.30184808,1216
58985,STARLINK-31385,1 58985U 24031W   26026.69664746  .00003524  00000-0  13111-3 0  9993,2 58985  53.1586 129.5949 0001016 114.1482 245.9625 15.30186900110113,53.1586,483.087488481367,129.5949,114.1482,0.0001016,15.301869,-1
58986,STARLINK-31229,1 58986U 24031X   26026.66247538 -.00002100  00000-0 -58848-4 0  9995,2 58986  53.1590 132.2563 0000764 117.3127 242.7952 15.30178874110076,53.159,482.93874949041384,132.2563,117.3127,7.64e-05,15.30178874,1216
58987,CE-SAT-IE,1 58987U 24032A   26027.16477382  .00000875  00000-0  16054-3 0  9992,2 58987  98.0190  84.8804 0003289 146.2828 213.8587 14.68135467104140,98.019,676.4808376619471,84.8804,146.2828,0.0003289,14.68135467,171
58989,TIRSAT,1 58989U 24032C   26027.15235127  .00002559  00000-0  41503-3 0  9990,2 58989  98.0178  87.6365 0003987 227.2105 132.8767 14.72053212104337,98.0178,664.4619817458829,87.6365,227.2105,0.0003987,14.72053212,-1
58992,ADRAS-J,1 58992U 24034A   26027.20481134  .00002813  00000-0  21281-3 0  9997,2 58992  98.2285  43.7091 0029921 251.1453 108.6525 15.02909934106069,98.2285,585.8192043725969,43.7091,251.1453,0.0029921,15.02909934,126
58997,AAC-AIS-SAT3,1 58997U 23174DJ  26027.30773731  .00006500  00000-0  79195-3 0  9998,2 58997  97.6453  81.9989 0007774  70.4444 289.7609 14.83692543120252,97.6453,630.2683089033366,81.9989,70.4444,0.0007774,14.83692543,-1
58998,STARLINK-31468,1 58998U 24036A   26026.40730947 -.00002839  00000-0 -83758-4 0  9993,2 58998  53.1622 274.2516 0000854  72.9027 287.2068 15.30206365108868,53.1622,482.9183393862248,274.2516,72.9027,8.54e-05,15.30206365,-1
58999,STARLINK-31440,1 58999U 24036B   26026.67071031 -.00001979  00000-0 -54712-4 0  9997,2 58999  53.1596 273.0437 0003130  91.9456 268.1904 15.30175959108080,53.1596,484.5689741175417,273.0437,91.9456,0.000313,15.30175959,1790
59000,STARLINK-31529,1 59000U 24036C   26025.70836928 -.00003789  00000-0 -11584-3 0  9998,2 59000  53.1599 275.5761 0000756 358.0100   2.0898 15.30213387108690,53.1599,482.83020893639883,275.5761,358.01,7.56e-05,15.30213387,1628
59002,STARLINK-31431,1 59002U 24036E   26026.64969114  .00006052  00000-0  21629-3 0  9993,2 59002  53.1612 273.6205 0000479 231.0361 129.0597 15.30200334108886,53.1612,482.67934767206293,273.6205,231.0361,4.79e-05,15.30200334,1796
59004,STARLINK-31435,1 59004U 24036G   26025.69201962  .00006019  00000-0  21521-3 0  9993,2 59004  53.1620 277.5991 0001080  82.0948 278.0176 15.30195916108759,53.162,483.10442687475773,277.5991,82.0948,0.000108,15.30195916,-1
59005,STARLINK-31484,1 59005U 24036H   26026.67490444  .00013218  00000-0  45817-3 0  9991,2 59005  53.1590 273.0689 0001347  58.4478 301.6654 15.30159518108899,53.159,483.39610684477725,273.0689,58.4478,0.0001347,15.30159518,1790
59006,STARLINK-31450,1 59006U 24036J   26026.68229272  .00000837  00000-0  40388-4 0  9994,2 59006  53.1590 273.1108 0001239  70.1367 289.9768 15.30198698108891,53.159,483.2050877624573,273.1108,70.1367,0.0001239,15.30198698,1790
59007,STARLINK-31456,1 59007U 24036K   26026.67807660 -.00002544  00000-0 -73853-4 0  9999,2 59007  53.1589 273.0875 0001036  81.9160 278.1958 15.30173331108894,53.1589,483.141714926783,273.0875,81.916,0.0001036,15.30173331,1790
59008,STARLINK-31460,1 59008U 24036L   26026.70762335  .00000071  00000-0  14514-4 0  9993,2 59008  53.1600 273.2745 0000734  85.4227 274.6858 15.30192913108891,53.16,482.8762676006332,273.2745,85.4227,7.34e-05,15.30192913,1809
59009,STARLINK-31488,1 59009U 24036M   26026.67384164  .00001018  00000-0  46486-4 0  9995,2 59009  53.1594 273.0602 0001293 108.2012 251.9129 15.30202669108890,53.1594,483.2302376701608,273.0602,108.2012,0.0001293,15.30202669,1790
59010,STARLINK-31528,1 59010U 24036N   26026.66273568  .00016858  00000-0  57416-3 0  9993,2 59010  53.1583 273.6982 0001885  98.2812 261.8403 15.30529979108880,53.1583,482.65865980226545,273.6982,98.2812,0.0001885,15.30529979,1796
59011,STARLINK-31491,1 59011U 24036P   26025.68474298  .00001743  00000-0  70974-4 0  9990,2 59011  53.1611 278.2610 0001877  81.0545 279.0668 15.30200806108739,53.1611,483.6360365813766,278.261,81.0545,0.0001877,15.30200806,-1
59012,STARLINK-31465,1 59012U 24036Q   26026.65918653  .00002031  00000-0  80705-4 0  9991,2 59012  53.1589 273.6775 0001642  64.5184 295.5986 15.30198510108880,53.1589,483.48183943466006,273.6775,64.5184,0.0001642,15.3019851,1796
59013,STARLINK-31389,1 59013U 24036R   26026.66236491  .00004126  00000-0  15152-3 0  9996,2 59013  53.1592 273.6941 0000409 134.2883 225.8151 15.30162498108898,53.1592,482.74435259794535,273.6941,134.2883,4.09e-05,15.30162498,1796
59014,STARLINK-31454,1 59014U 24036S   26026.65602256  .00001086  00000-0  48821-4 0  9994,2 59014  53.1579 273.6546 0002369  99.3821 260.7447 15.30193831108885,53.1579,483.99405247207824,273.6546,99.3821,0.0002369,15.30193831,1796
59015,STARLINK-31521,1 59015U 24036T   26027.24280362 -.00001647  00000-0 -43496-4 0  9999,2 59015  53.1587 270.9180 0001334  82.9372 277.1781 15.30185500108976,53.1587,483.3096070891367,270.918,82.9372,0.0001334,15.301855,-1
59016,STARLINK-31526,1 59016U 24036U   26026.98148868  .00000684  00000-0  35221-4 0  9999,2 59016  53.1584 246.5179 0001107  87.3376 272.7751 15.30193254109291,53.1584,483.13088013719675,246.5179,87.3376,0.0001107,15.30193254,1516
59017,STARLINK-31406,1 59017U 24036V   26026.65852229  .00000841  00000-0  40525-4 0  9995,2 59017  53.1607 260.1859 0001521  82.4820 277.6353 15.30195560109075,53.1607,483.40772335722113,260.1859,82.482,0.0001521,15.3019556,-1
59018,STARLINK-31527,1 59018U 24036W   26026.71078556  .00004628  00000-0  16827-3 0  9990,2 59018  53.1593 273.2928 0000728  85.1655 274.9429 15.30198305108899,53.1593,482.85605478756037,273.2928,85.1655,7.28e-05,15.30198305,1809
59019,STARLINK-31436,1 59019U 24036X   26026.66552765  .00009503  00000-0  33267-3 0  9998,2 59019  53.1615 273.7114 0001976  92.8087 267.3140 15.30190308108887,53.1615,483.73523622427695,273.7114,92.8087,0.0001976,15.30190308,1796
59023,STARLINK-30996,1 59023U 24038A   26027.01146663  .00007910  00000-0  29658-3 0  9990,2 59023  42.9996 262.4272 0001816 279.9854  80.0792 15.27588099109757,42.9996,491.4078318182165,262.4272,279.9854,0.0001816,15.27588099,882
59024,STARLINK-31006,1 59024U 24038B   26027.18839703  .00010611  00000-0  39444-3 0  9999,2 59024  42.9989 210.9833 0001944 273.3177  86.7452 15.27588347108996,42.9989,491.49491195091605,210.9833,273.3177,0.0001944,15.27588347,927
59025,STARLINK-31178,1 59025U 24038C   26027.02174650  .00000898  00000-0  42146-4 0  9996,2 59025  42.9998 262.5052 0000896 260.2617  99.8133 15.27571312108278,42.9998,490.8268757656002,262.5052,260.2617,8.96e-05,15.27571312,882
59027,STARLINK-30863,1 59027U 24038E   26026.91282226  .00002526  00000-0  10132-3 0  9993,2 59027  43.0012 263.3919 0000548 275.5477  84.5312 15.27565684108250,43.0012,490.6049589757966,263.3919,275.5477,5.48e-05,15.27565684,881
59028,STARLINK-31206,1 59028U 24038F   26026.76200391  .00004194  00000-0  16181-3 0  9993,2 59028  42.9996 198.8007 0001325 298.5248  61.5470 15.27586843109111,42.9996,491.0747101551434,198.8007,298.5248,0.0001325,15.27586843,1111
59029,STARLINK-31224,1 59029U 24038G   26026.99347037  .00002416  00000-0  97284-4 0  9997,2 59029  42.9994 262.2917 0001551 260.6633  99.4044 15.27578614108387,42.9994,491.2544168325886,262.2917,260.6633,0.0001551,15.27578614,882
59030,STARLINK-31186,1 59030U 24038H   26027.02560006  .00001265  00000-0  55513-4 0  9997,2 59030  43.0011 262.5314 0001224 278.8358  81.2355 15.27569620108388,43.0011,491.0569906523833,262.5314,278.8358,0.0001224,15.2756962,882
59031,STARLINK-31211,1 59031U 24038J   26026.98833276  .00003559  00000-0  13879-3 0  9990,2 59031  42.9995 262.2561 0001104 305.0244  55.0504 15.27580645108276,42.9995,490.9416394100729,262.2561,305.0244,0.0001104,15.27580645,882
59032,STARLINK-30862,1 59032U 24038K   26026.64358512  .00001326  00000-0  57716-4 0  9998,2 59032  42.9997 253.6272 0000605 282.7475  77.3309 15.27571725108341,42.9997,490.6259777363269,253.6272,282.7475,6.05e-05,15.27571725,-1
59033,STARLINK-31210,1 59033U 24038L   26026.68758716  .00001401  00000-0  60432-4 0  9996,2 59033  43.0009 260.8515 0000939 288.8299  71.2450 15.27569306108431,43.0009,490.862386290879,260.8515,288.8299,9.39e-05,15.27569306,-1
59034,STARLINK-31231,1 59034U 24038M   26027.01066373  .00000434  00000-0  25314-4 0  9991,2 59034  43.0070 258.9769 0002469 282.0557  78.0018 15.27575855108310,43.007,491.8925376004195,258.9769,282.0557,0.0002469,15.27575855,883
59035,STARLINK-31207,1 59035U 24038N   26027.00680542  .00001639  00000-0  69087-4 0  9994,2 59035  43.0007 258.9447 0001133 281.9176  78.1548 15.27576517108489,43.0007,490.9738989807991,258.9447,281.9176,0.0001133,15.27576517,883
59036,STARLINK-31217,1 59036U 24038P   26026.79811503 -.00001490  00000-0 -44660-4 0  9990,2 59036  43.0006 165.8021 0000794 264.5258  95.5503 15.27575009109539,43.0006,490.7458202924933,165.8021,264.5258,7.94e-05,15.27575009,518
59037,STARLINK-31208,1 59037U 24038Q   26026.65512188 -.00003584  00000-0 -12086-3 0  9995,2 59037  43.0031 264.8803 0001816 285.4587  74.6064 15.27558585108381,43.0031,491.4962240429241,264.8803,285.4587,0.0001816,15.27558585,708
59038,STARLINK-31235,1 59038U 24038R   26027.00423815  .00002544  00000-0  10193-3 0  9994,2 59038  42.9987 258.9231 0001105 256.3026 103.7703 15.27575323108423,42.9987,490.9582633070499,258.9231,256.3026,0.0001105,15.27575323,883
59039,STARLINK-31220,1 59039U 24038S   26027.00632016 -.00000161  00000-0  36678-5 0  9992,2 59039  42.9992 262.3850 0001228 269.2324  90.8387 15.27576585108386,42.9992,491.03887670555616,262.385,269.2324,0.0001228,15.27576585,882
59040,STARLINK-31225,1 59040U 24038T   26026.99008883 -.00000681  00000-0 -15193-4 0  9996,2 59040  43.0022 258.7804 0002673 282.9948  77.0605 15.27576606108318,43.0022,492.03025667546035,258.7804,282.9948,0.0002673,15.27576606,883
59041,STARLINK-31240,1 59041U 24038U   26027.02866668 -.00000670  00000-0 -14828-4 0  9997,2 59041  43.0020 259.1120 0001103 254.6473 105.4256 15.27560907108426,43.002,491.0000630782628,259.112,254.6473,0.0001103,15.27560907,883
59042,STARLINK-31202,1 59042U 24038V   26025.92078520 -.00001160  00000-0 -32582-4 0  9999,2 59042  43.0035 264.5656 0002001 279.4490  80.6135 15.27605326108323,43.0035,491.4831700958023,264.5656,279.449,0.0002001,15.27605326,708
59043,STARLINK-31234,1 59043U 24038W   26026.95684408  .00001710  00000-0  71645-4 0  9994,2 59043  43.0010 259.4302 0000886 274.9843  85.0908 15.27572616108309,43.001,490.8161095281886,259.4302,274.9843,8.86e-05,15.27572616,883
59044,STARLINK-31153,1 59044U 24038X   26027.00038446  .00001184  00000-0  52554-4 0  9990,2 59044  43.0001 258.8933 0000860 277.3347  82.7407 15.27573658108317,43.0001,490.7951499722991,258.8933,277.3347,8.6e-05,15.27573658,883
59045,STARLINK-31241,1 59045U 24038Y   26027.02608185  .00003832  00000-0  14875-3 0  9991,2 59045  43.0032 259.0898 0001208 270.0784  89.9930 15.27569960108486,43.0032,491.04499448825885,259.0898,270.0784,0.0001208,15.2756996,883
