satNo,name,line1,line2,inclination,apogee,raan,argument_of_perigee,eccentricity,mean_motion,hdbscan_labels
00022,EXPLORER 7,1 00022U 59009A   26027.27445156  .00021743  00000-0  78169-3 0  9999,2 00022  50.2413  75.2831 0084749 277.7031  81.4311 15.25149211778816,50.2413,555.6840522083723,75.2831,277.7031,0.0084749,15.25149211,352
00029,TIROS 1,1 00029U 60002B   26026.97187789  .00001512  00000-0  23291-3 0  9990,2 00029  48.3799 335.6603 0022260  19.1881 340.9866 14.78534523521230,48.3799,656.699667846051,335.6603,19.1881,0.002226,14.78534523,-1
00369,FTV 3502,1 00369U 62039A   26027.25230889  .00002970  00000-0  28444-3 0  9995,2 00369  98.4702 101.2650 0078909 226.4132 133.0518 14.91751406394597,98.4702,654.6157739287614,101.265,226.4132,0.0078909,14.91751406,-1
00397,TIROS 6,1 00397U 62047A   26027.29620605  .00002470  00000-0  24138-3 0  9999,2 00397  58.3032  88.6422 0007999  28.7127 331.4360 14.95569726391246,58.3032,593.3082340625422,88.6422,28.7127,0.0007999,14.95569726,-1
00716,TIROS 8,1 00716U 63054A   26027.20221828  .00001180  00000-0  21094-3 0  9993,2 00716  58.4924 198.5325 0028627  82.0253 278.4033 14.72989336294943,58.4924,678.8019770143806,198.5325,82.0253,0.0028627,14.72989336,-1
01814,FR 1,1 01814U 65101A   26027.01614389  .00001430  00000-0  23361-3 0  9992,2 01814  75.8633 234.5888 0004887  96.5563 263.6175 14.71404877 35334,75.8633,667.1616132578347,234.5888,96.5563,0.0004887,14.71404877,-1
02826,OPS 5712 (P/L 160),1 02826U 67053A   26027.28507336  .00016156  00000-0  23860-2 0  9990,2 02826  69.9187  23.0601 0006676 266.4679  93.5704 14.75304798 45439,69.9187,656.008998761463,23.0601,266.4679,0.0006676,14.75304798,-1
03229,COSMOS 220,1 03229U 68040A   26027.27830944  .00001409  00000-0  18648-3 0  9992,2 03229  74.0255  99.1509 0033409  36.4816 323.8627 14.80593648 69533,74.0255,657.9928712778799,99.1509,36.4816,0.0033409,14.80593648,-1
04221,AZUR (GRS A),1 04221U 69097A   26027.26701136  .00051557  00000-0  87328-3 0  9997,2 04221 102.6692  72.7271 0261600 246.4866 110.8666 15.21466309703896,102.6692,688.5230915129818,72.7271,246.4866,0.02616,15.21466309,-1
04922,COSMOS 394,1 04922U 71010A   26027.28061880  .00008949  00000-0  18032-3 0  9993,2 04922  65.8210  13.1738 0020193 269.1935  90.6901 15.46895095 36213,65.821,446.6916172232134,13.1738,269.1935,0.0020193,15.46895095,-1
06217,OPS 8180 (STP RADSAT),1 06217U 72076B   26027.21385199  .00001528  00000-0  25914-3 0  9993,2 06217  98.6352   2.6772 0010395 105.5064 254.7289 14.70789881818067,98.6352,672.9992401090767,2.6772,105.5064,0.0010395,14.70789881,-1
06350,COSMOS 546,1 06350U 73005A   26026.69970529  .00004265  00000-0  15901-3 0  9998,2 06350  50.6337 137.1084 0014746  97.0017 263.2627 15.29467465921560,50.6337,494.6493393312879,137.1084,97.0017,0.0014746,15.29467465,-1
07003,AUREOLE 2,1 07003U 73107A   26027.33148543  .00065826  00000-0  69163-3 0  9991,2 07003  73.8967 134.0725 0135952 107.0772 254.5386 15.53263292682471,73.8967,506.59081991865673,134.0725,107.0772,0.0135952,15.53263292,-1
08688,COSMOS 803,1 08688U 76014A   26027.31940284  .00015200  00000-0  18846-3 0  9994,2 08688  65.8370  90.2219 0006543 206.6989 153.3831 15.60207187769858,65.837,398.62156096782905,90.2219,206.6989,0.0006543,15.60207187,-1
10095,COSMOS 921,1 10095U 77055A   26027.23438003  .00001613  00000-0  14211-3 0  9992,2 10095  75.8307  81.4896 0036140 345.8075  14.2101 14.96491151633315,75.8307,610.0237709545037,81.4896,345.8075,0.003614,14.96491151,-1
12987,COSMOS 1328,1 12987U 81117A   26026.52075477  .00014450  00000-0  45553-3 0  9997,2 12987  82.4904  33.3357 0010139 341.5401  18.5472 15.32712488407595,82.4904,481.80150071761756,33.3357,341.5401,0.0010139,15.32712488,14
13172,OPS 6553,1 13172U 82041C   26027.30204365  .00007586  00000-0  53795-3 0  9997,2 13172  95.9854 172.5205 0011129  67.4455 292.7952 15.04908979 94464,95.9854,566.6344054353182,172.5205,67.4455,0.0011129,15.04908979,-1
14064,COSMOS 1461,1 14064U 83044A   26026.79485616  .00036506  00000-0  10880-2 0  9995,2 14064  64.9883 158.2758 0059644 240.8658 118.6499 15.32714185195428,64.9883,515.6868498031208,158.2758,240.8658,0.0059644,15.32714185,-1
14147,COSMOS 1470,1 14147U 83061A   26026.82175600  .00023277  00000-0  53758-3 0  9992,2 14147  82.4703 160.4834 0008387 152.6269 207.5421 15.42355207 81279,82.4703,452.01504299965876,160.4834,152.6269,0.0008387,15.42355207,13
14699,COSMOS 1536,1 14699U 84013A   26026.75110629  .00010107  00000-0  42426-3 0  9992,2 14699  82.5468 149.5065 0015666  72.4275 287.8672 15.23219580266230,82.5468,514.0431368115526,149.5065,72.4275,0.0015666,15.2321958,13
14780,LANDSAT 5,1 14780U 84021A   26027.25943444  .00003829  00000-0  27046-3 0  9991,2 14780  98.0719 300.3387 0068522 228.5165 131.0165 15.03693603770201,98.0719,610.1665090629095,300.3387,228.5165,0.0068522,15.03693603,91
14781,OSCAR 11 (UOSAT 2),1 14781U 84021B   26026.84764129  .00003138  00000-0  32829-3 0  9995,2 14781  97.7873 354.1972 0006206 298.1762  61.8829 14.90336000236072,97.7873,608.3528104088316,354.1972,298.1762,0.0006206,14.90336,58
15071,USA 3,1 15071U 84065C   26027.26246455  .00010721  00000-0  61641-3 0  9990,2 15071  95.9023 288.2720 0006235 102.7708 257.4224 15.12575708 93801,95.9023,539.7915251453248,288.272,102.7708,0.0006235,15.12575708,-1
15331,COSMOS 1602,1 15331U 84105A   26027.16062392  .00110798  00000-0  78441-3 0  9990,2 15331  82.5154  81.4597 0005266 100.1402 260.0456 15.73607807259992,82.5154,359.2750462592328,81.4597,100.1402,0.0005266,15.73607807,-1
16262,COSMOS 1703,1 16262U 85108A   26026.89799368  .00032838  00000-0  62233-3 0  9997,2 16262  82.4603   5.2823 0007556 127.0475 233.1467 15.48152266195552,82.4603,434.40676500776317,5.2823,127.0475,0.0007556,15.48152266,7
16326,COSMOS 1707,1 16326U 85113A   26027.26992907  .00065905  00000-0  74426-3 0  9998,2 16326  82.4923 317.8523 0007119  89.1524 271.0550 15.62205786195348,82.4923,393.2358876625728,317.8523,89.1524,0.0007119,15.62205786,1
16719,COSMOS 1743,1 16719U 86034A   26027.31780561  .00047316  00000-0  68997-3 0  9996,2 16719  82.5355 117.1439 0005482  87.0109 273.1772 15.55477875173817,82.5355,411.6170548270233,117.1439,87.0109,0.0005482,15.55477875,-1
16791,COSMOS 1758,1 16791U 86046A   26026.88416015  .00009937  00000-0  39511-3 0  9997,2 16791  82.4597 185.6719 0015253 118.2275 242.0505 15.25043955159697,82.4597,508.2674145912789,185.6719,118.2275,0.0015253,15.25043955,-1
16881,COSMOS 1766,1 16881U 86055A   26027.33179436  .00035280  00000-0  66410-3 0  9999,2 16881  82.4912 151.8565 0006773 329.5993  30.4864 15.48347630137205,82.4912,433.301884977432,151.8565,329.5993,0.0006773,15.4834763,13
16986,COSMOS 1782,1 16986U 86074A   26027.16455841  .00015821  00000-0  50503-3 0  9999,2 16986  82.5265 280.3634 0006759  11.9729 348.1672 15.32342274124946,82.5265,480.59094097001014,280.3634,11.9729,0.0006759,15.32342274,-1
17191,COSMOS 1805,1 17191U 86097A   26027.32561865  .00028248  00000-0  57788-3 0  9994,2 17191  82.4613 138.3903 0001455 282.3339  77.7747 15.45974151140733,82.4613,436.64459355008603,138.3903,282.3339,0.0001455,15.45974151,-1
17295,COSMOS 1812,1 17295U 87003A   26027.04062140  .00234121  00000-0  81766-3 0  9990,2 17295  82.4801 242.5496 0000997  33.2832 326.8502 15.88724515137819,82.4801,313.66129620811716,242.5496,33.2832,9.97e-05,15.88724515,-1
17911,COSMOS 1842,1 17911U 87038A   26027.25245194  .00038997  00000-0  70325-3 0  9990,2 17911  82.5089 322.1895 0008277  83.5960 276.6233 15.49553307118896,82.5089,430.7940417834017,322.1895,83.596,0.0008277,15.49553307,1
18152,COSMOS 1862,1 18152U 87055A   26027.15428640  .00010331  00000-0  35647-3 0  9995,2 18152  82.4857  89.4660 0010077 153.9666 206.2083 15.29786991 83488,82.4857,490.49288310624564,89.466,153.9666,0.0010077,15.29786991,42
18214,COSMOS 1869,1 18214U 87062A   26026.99765745  .00015238  00000-0  45637-3 0  9994,2 18214  82.5096 244.1672 0017438 205.7265 154.3112 15.34237331 82890,82.5096,482.2536698631877,244.1672,205.7265,0.0017438,15.34237331,-1
18748,COSMOS 1908,1 18748U 88001A   26027.28032925  .00151049  00000-0  86429-3 0  9995,2 18748  82.4466 147.1446 0002507 355.4066   4.7177 15.78402110 84344,82.4466,343.7874506504573,147.1446,355.4066,0.0002507,15.7840211,13
18958,COSMOS 1933,1 18958U 88020A   26027.12425210  .00006502  00000-0  32199-3 0  9993,2 18958  82.5145 292.0283 0004424   8.7172 351.4138 15.17605002 43923,82.5145,523.2669866780843,292.0283,8.7172,0.0004424,15.17605002,-1
19210,COSMOS 1953,1 19210U 88050A   26026.91283497  .00011424  00000-0  42113-3 0  9999,2 19210  82.5074 200.2302 0010348 272.3508  87.6546 15.27629198 31407,82.5074,497.13858641558795,200.2302,272.3508,0.0010348,15.27629198,2
19274,OKEAN 1,1 19274U 88056A   26027.26069519  .00016071  00000-0  53828-3 0  9999,2 19274  82.4720 305.0252 0012324 330.4277  29.6265 15.30743080 28745,82.472,489.17508315621876,305.0252,330.4277,0.0012324,15.3074308,3
19573,COSMOS 1975,1 19573U 88093A   26027.32880257  .00012818  00000-0  47757-3 0  9998,2 19573  82.5213 159.1654 0010750 320.7517  39.2941 15.27279993 13092,82.5213,498.4613128868779,159.1654,320.7517,0.001075,15.27279993,13
20465,COSMOS 2058,1 20465U 90010A   26027.12965254  .00005490  00000-0  32723-3 0  9996,2 20465  82.4651  88.3700 0011686 113.1720 247.0742 15.10936573935966,82.4651,548.5561702577891,88.37,113.172,0.0011686,15.10936573,42
20510,OKEAN 2,1 20510U 90018A   26027.33808782  .00008057  00000-0  42837-3 0  9999,2 20510  82.4988  12.6712 0008603  79.5269  44.6152 15.15104795932726,82.4988,533.7324651498394,12.6712,79.5269,0.0008603,15.15104795,7
20547,USA 55,1 20547U 90028B   26027.07814957  .00008095  00000-0  17748-3 0  9997,2 20547  94.0928  64.0702 0055483 318.5266  41.1784 15.42468706980125,94.0928,483.7855037184721,64.0702,318.5266,0.0055483,15.42468706,-1
20560,USA 56,1 20560U 90031A   26027.14578566  .00001489  00000-0  20016-3 0  9999,2 20560  89.8551 263.5685 0063403  52.4339 308.2618 14.77402252 91875,89.8551,689.1544467150401,263.5685,52.4339,0.0063403,14.77402252,-1
20562,USA 58,1 20562U 90031C   26027.17589384  .00001386  00000-0  19103-3 0  9995,2 20562  89.8533 265.8606 0065549  85.9601 274.9110 14.76201493 92848,89.8533,694.488847293729,265.8606,85.9601,0.0065549,14.76201493,-1
20580,HST,1 20580U 90037B   26026.91231931  .00011225  00000-0  38166-3 0  9997,2 20580  28.4682 324.8514 0001799  15.4500 344.6150 15.28781740766910,28.4682,487.823692014982,324.8514,15.45,0.0001799,15.2878174,101
20608,MACSAT 2 (M 2),1 20608U 90043B   26027.12742606  .00001632  00000-0  20038-3 0  9995,2 20608  89.7423 249.6588 0080203 316.6423  42.8508 14.80384135917529,89.7423,691.4410872491486,249.6588,316.6423,0.0080203,14.80384135,18
20663,COSMOS 2084,1 20663U 90055A   26026.67766955  .00004619  00000-0  33268-3 0  9998,2 20663  62.7902 118.8371 0023939 181.5629 178.5400 15.05364750929991,62.7902,574.1094601483373,118.8371,181.5629,0.0023939,15.0536475,-1
21397,OKEAN 3,1 21397U 91039A   26027.24767818  .00006040  00000-0  42878-3 0  9996,2 21397  82.5171  16.9803 0015902 108.9822 251.3129 15.04463269858804,82.5171,571.3128648631322,16.9803,108.9822,0.0015902,15.04463269,-1
21422,COSMOS 2151,1 21422U 91042A   26027.32467844  .00003705  00000-0  29605-3 0  9992,2 21422  82.4975 123.5712 0012193 192.5623 167.5299 14.99928041856996,82.4975,582.7238190399157,123.5712,192.5623,0.0012193,14.99928041,-1
22236,COSMOS 2221,1 22236U 92080A   26027.30455829  .00003613  00000-0  31934-3 0  9993,2 22236  82.5063 318.7101 0013895 338.8327  21.2318 14.96014175774601,82.5063,596.0308822056046,318.7101,338.8327,0.0013895,14.96014175,1
22286,COSMOS 2228,1 22286U 92094A   26027.28109055  .00003462  00000-0  29766-3 0  9999,2 22286  82.5175 276.9586 0019651  81.6262 278.7187 14.96991402769861,82.5175,597.0014437750345,276.9586,81.6262,0.0019651,14.96991402,-1
22626,COSMOS 2242,1 22626U 93024A   26027.24581048  .00004174  00000-0  36541-3 0  9993,2 22626  82.5206 306.3490 0018078  84.5684 275.7600 14.96357359774194,82.5206,597.8754199356399,306.349,84.5684,0.0018078,14.96357359,3
23105,STEP 2,1 23105U 94029A   26027.31217936  .00007584  00000-0  73834-3 0  9996,2 23105  81.9404 317.5898 0084457   3.0225 357.1483 14.89701205698900,81.9404,664.9311404838282,317.5898,3.0225,0.0084457,14.89701205,1
23317,OKEAN 4,1 23317U 94066A   26027.07416087  .00004145  00000-0  36044-3 0  9995,2 23317  82.5331  29.7444 0017517  34.5133 325.7223 14.96632802694228,82.5331,596.6301502354844,29.7444,34.5133,0.0017517,14.96632802,14
23342,RESURS O1,1 23342U 94074A   26027.04669923  .00001380  00000-0  16842-3 0  9990,2 23342  97.6741  50.8078 0001525 113.0723 247.0653 14.84856542682985,97.6741,622.2394961132444,50.8078,113.0723,0.0001525,14.84856542,-1
23545,ORBCOMM FM 1,1 23545U 95017A   26027.02951098  .00010019  00000-0  94767-3 0  9999,2 23545  69.9602 234.4926 0005531 302.0971  57.9648 14.93888198645899,69.9602,596.8145881543458,234.4926,302.0971,0.0005531,14.93888198,-1
23546,ORBCOMM FM 2,1 23546U 95017B   26027.05252159  .00013293  00000-0  11954-2 0  9998,2 23546  69.9616 252.7665 0006692 308.6111  51.4446 14.95768237645578,69.9616,591.7826141875154,252.7665,308.6111,0.0006692,14.95768237,84
23547,ORBVIEW 1 (MICROLAB),1 23547U 95017C   26027.18078666  .00003202  00000-0  58235-3 0  9995,2 23547  69.9750 203.7548 0009886 191.8987 168.1924 14.67019169637609,69.975,684.7055265033348,203.7548,191.8987,0.0009886,14.67019169,-1
23605,HELIOS 1A,1 23605U 95033A   26027.21997518  .00005873  00000-0  41915-3 0  9991,2 23605  98.2151 268.6686 0012916 139.9324 220.2855 15.04894363646953,98.2151,567.9177107615806,268.6686,139.9324,0.0012916,15.04894363,-1
23606,CERISE,1 23606U 95033B   26027.27368212  .00026095  00000-0  88860-3 0  9990,2 23606  98.3261 226.7403 0006775   9.3444 350.7919 15.30372911658309,98.3261,486.47863323140797,226.7403,9.3444,0.0006775,15.30372911,41
23607,UPM/LBSAT,1 23607U 95033C   26027.24616585  .00002575  00000-0  31316-3 0  9998,2 23607  98.2880 352.9955 0003969 251.3758 108.7024 14.84410689645069,98.288,625.348967164564,352.9955,251.3758,0.0003969,14.84410689,58
23657,SICH 1,1 23657U 95046A   26026.90383397  .00003644  00000-0  33692-3 0  9998,2 23657  82.5241 176.5811 0019897  78.7304 281.6152 14.94160831644881,82.5241,605.9701832232931,176.5811,78.7304,0.0019897,14.94160831,-1
23937,USA 124,1 23937U 96029F   26026.83037075  .00193160  16769-4  77979-3 0  9994,2 23937  63.2670 174.2963 0234453  82.6134 280.1571 15.55145780 92957,63.267,567.8218879438853,174.2963,82.6134,0.0234453,15.5514578,-1
24795,IRIDIUM 5,1 24795U 97020D   26027.31965917  .00010312  00000-0  79580-3 0  9992,2 24795  86.3903 340.1637 0105741  53.2256 307.8622 14.97031856518964,86.3903,656.7447088135611,340.1637,53.2256,0.0105741,14.97031856,11
24925,DUMMY MASS 1,1 24925U 97048A   26027.02113904  .00000716  00000-0  76331-4 0  9995,2 24925  86.3322  31.7390 0008988  77.1157 283.1072 14.87229482538390,86.3322,620.011542680189,31.739,77.1157,0.0008988,14.87229482,14
24926,DUMMY MASS 2,1 24926U 97048B   26027.02071138  .00000704  00000-0  75440-4 0  9995,2 24926  86.3319  33.3882 0009815  85.9307 274.3039 14.86979604538162,86.3319,621.3724212917276,33.3882,85.9307,0.0009815,14.86979604,14
25104,IRIDIUM 45,1 25104U 97082A   26027.24284996  .00034759  00000-0  91066-3 0  9992,2 25104  86.3542 298.2050 0090672 203.9210 155.7818 15.34350790486245,86.3542,532.0150994594637,298.205,203.921,0.0090672,15.3435079,3
25157,GFO,1 25157U 98007A   26027.31811901  .00075228  00000-0  85769-3 0  9997,2 25157 108.0132 163.3604 0060906 274.4494  84.9754 15.59624807504389,108.0132,437.09347209532655,163.3604,274.4494,0.0060906,15.59624807,-1
25262,IRIDIUM 51,1 25262U 98018A   26027.22155262  .00263797  00000-0  16012-2 0  9991,2 25262  86.3690 302.6891 0044558  91.9711 268.6666 15.75401644481778,86.369,380.5757184808226,302.6891,91.9711,0.0044558,15.75401644,3
25467,IRIDIUM 82,1 25467U 98051A   26026.42375972  .00065191  00000-0  10294-2 0  9992,2 25467  86.3604 358.5315 0057894 154.6064 205.8062 15.51304392458319,86.3604,459.3697524760859,358.5315,154.6064,0.0057894,15.51304392,7
25520,PAN SAT,1 25520U 98064B   26026.95910190  .00057580  00000-0  38528-3 0  9995,2 25520  28.4322 261.7876 0002490  13.9962 346.0713 15.73815386518172,28.4322,356.81606158619,261.7876,13.9962,0.000249,15.73815386,32
25544,ISS (ZARYA),1 25544U 98067A   26027.14328214  .00011252  00000-0  21756-3 0  9997,2 25544  51.6321 277.7306 0011150  34.3982 325.7726 15.48216781549899,51.6321,436.66165572709497,277.7306,34.3982,0.001115,15.48216781,959
25560,SWAS,1 25560U 98071A   26027.29465902  .00005002  00000-0  32681-3 0  9997,2 25560  69.8944 230.5564 0003245 140.1557 219.9845 15.08463229476018,69.8944,550.2774928507637,230.5564,140.1557,0.0003245,15.08463229,147
25682,LANDSAT 7,1 25682U 99020A   26027.28783230  .00000942  00000-0  18917-3 0  9997,2 25682  97.8596  37.3870 0001462 102.3866 268.3133 14.63765216425239,97.8596,689.2115683299387,37.387,102.3866,0.0001462,14.63765216,294
25693,OSCAR 36 (UOSAT 12),1 25693U 99021A   26026.73917076  .00001273  00000-0  16802-3 0  9995,2 25693  64.5548 138.6746 0038972 238.7333 120.9955 14.84082409445859,64.5548,650.8638745828877,138.6746,238.7333,0.0038972,14.84082409,-1
25860,OKEAN O,1 25860U 99039A   26027.14864502  .00001243  00000-0  17016-3 0  9996,2 25860  97.9531  87.4438 0001883  96.7967 263.3460 14.80261343428241,97.9531,636.9556729035247,87.4438,96.7967,0.0001883,14.80261343,-1
25919,IKONOS 2,1 25919U 99051A   26027.26005624  .00003786  00000-0  33659-3 0  9995,2 25919  98.1531 270.3420 0005609 318.1228  41.9562 14.96743878417835,98.1531,588.0032902313023,270.342,318.1228,0.0005609,14.96743878,-1
25977,HELIOS 1B,1 25977U 99064A   26027.27988016  .00003501  00000-0  39244-3 0  9990,2 25977  98.1735 288.2988 0001424 130.5633 229.5706 14.87514990679104,98.1735,613.8343853654405,288.2988,130.5633,0.0001424,14.8751499,-1
25978,CLEMENTINE,1 25978U 99064B   26027.16735118  .00031846  00000-0  98706-3 0  9993,2 25978  98.1561 106.2834 0001809 286.0904  74.0137 15.33372993686898,98.1561,474.13248553432527,106.2834,286.0904,0.0001809,15.33372993,-1
25994,TERRA,1 25994U 99068A   26027.28087340  .00000824  00000-0  17730-3 0  9995,2 25994  97.9680  82.2793 0001484 345.9187  78.5472 14.60966195389038,97.968,698.2418720813123,82.2793,345.9187,0.0001484,14.60966195,302
26032,KOMPSAT,1 26032U 99070A   26026.94817465  .00002594  00000-0  38179-3 0  9999,2 26032  98.2868 194.8336 0003945  12.5627 347.5680 14.76314487673019,98.2868,650.8877454173528,194.8336,12.5627,0.0003945,14.76314487,65
26086,DUMSAT,1 26086U 00009A   26026.74890740  .00000600  00000-0  65717-4 0  9992,2 26086  64.8520 148.9676 0023717 265.5703  94.2703 14.97103121417060,64.852,599.4822807238772,148.9676,265.5703,0.0023717,14.97103121,-1
26365,SIMSAT 1,1 26365U 00026A   26026.92858045  .00004093  00000-0  15117-3 0  9991,2 26365  86.3444 201.0427 0009611 141.6253 218.5679 15.27377713420825,86.3444,497.3867511193929,201.0427,141.6253,0.0009611,15.27377713,2
26366,SIMSAT 2,1 26366U 00026B   26026.50314769  .00004072  00000-0  14436-3 0  9996,2 26366  86.3465 197.2306 0008685  83.9543 276.2694 15.28728733421564,86.3465,492.70448488615455,197.2306,83.9543,0.0008685,15.28728733,2
26384,NADEZHDA 6,1 26384U 00033A   26026.89843996  .00001606  00000-0  26859-3 0  9997,2 26384  97.8259   7.4604 0014637  86.1290 274.1591 14.71081531367414,97.8259,675.0527687038258,7.4604,86.129,0.0014637,14.71081531,-1
26385,TZINGHUA 1,1 26385U 00033B   26027.18685797  .00001395  00000-0  25113-3 0  9991,2 26385  97.8639   5.9240 0014277 185.3758 174.7297 14.68016021366197,97.8639,684.6047598978402,5.924,185.3758,0.0014277,14.68016021,173
26386,SNAP 1,1 26386U 00033C   26027.26142882  .00002630  00000-0  40237-3 0  9991,2 26386  97.7466  19.9576 0010262  11.0207 349.1225 14.74499926627685,97.7466,661.0850668501714,19.9576,11.0207,0.0010262,14.74499926,156
26545,SAUDISAT 1A,1 26545U 00057A   26027.27500130  .00003541  00000-0  35404-3 0  9991,2 26545  64.5535  20.2551 0032276 320.4261  39.4494 14.92686678371994,64.5535,619.1883037529578,20.2551,320.4261,0.0032276,14.92686678,-1
26546,MEGSAT 1,1 26546U 00057B   26026.81120570  .00006351  00000-0  45843-3 0  9997,2 26546  64.5499 161.8241 0035752 298.4921  61.2597 15.04443221376385,64.5499,585.1332739082528,161.8241,298.4921,0.0035752,15.04443221,197
26547,UNISAT,1 26547U 00057C   26026.93440583  .00008434  00000-0  54573-3 0  9994,2 26547  64.5434 207.7934 0032271 316.9321  42.9272 15.08333371375201,64.5434,570.7590751389376,207.7934,316.9321,0.0032271,15.08333371,95
26548,TIUNGSAT 1,1 26548U 00057D   26027.20882165  .00004390  00000-0  35344-3 0  9994,2 26548  64.5461 214.5958 0033735 306.0930  53.7062 15.00823817375068,64.5461,594.9121437848984,214.5958,306.093,0.0033735,15.00823817,-1
26549,SAUDISAT 1B,1 26549U 00057E   26027.31382533  .00002554  00000-0  27303-3 0  9997,2 26549  64.5496  76.6336 0030078 330.6873  29.2547 14.90722404370609,64.5496,623.7945989269922,76.6336,330.6873,0.0030078,14.90722404,-1
26619,EO 1,1 26619U 00075A   26026.80218752  .00001571  00000-0  27659-3 0  9991,2 26619  98.0991 344.7268 0008182 209.0204 151.0548 14.68947659625839,98.0991,677.3287899317108,344.7268,209.0204,0.0008182,14.68947659,66
26620,SAC C,1 26620U 00075B   26026.96573673  .00001098  00000-0  22542-3 0  9996,2 26620  98.5002  34.6274 0001527  90.9356 269.2020 14.62733118340177,98.5002,692.5781867858283,34.6274,90.9356,0.0001527,14.62733118,-1
26702,ODIN,1 26702U 01007A   26027.32921219  .00050981  00000-0  76351-3 0  9999,2 26702  97.4162  61.7832 0002270 343.0432  17.0745 15.54809756367409,97.4162,411.3819528796077,61.7832,343.0432,0.000227,15.54809756,185
26958,PROBA 1,1 26958U 01049B   26027.25557269  .00002909  00000-0  19377-3 0  9992,2 26958  97.9623  30.9265 0054156 238.3342 121.2596 15.06783842322398,97.9623,590.6709352160217,30.9265,238.3342,0.0054156,15.06783842,296
26998,TIMED,1 26998U 01055B   26026.82080799  .00002812  00000-0  26154-3 0  9998,2 26998  74.0687 159.5772 0001640 321.4915  38.6152 14.94865353309690,74.0687,591.0693062568176,159.5772,321.4915,0.000164,14.94865353,-1
27424,AQUA,1 27424U 02022A   26027.29059822  .00001896  00000-0  38917-3 0  9994,2 27424  98.4102 353.9260 0001850  63.9098  72.6772 14.61866390262681,98.4102,695.5980763425966,353.926,63.9098,0.000185,14.6186639,58
27559,ALSAT 1,1 27559U 02054A   26027.26088016  .00001830  00000-0  26108-3 0  9999,2 27559  98.2417 208.5732 0020227  16.0120 344.1725 14.77905371242436,98.2417,657.2680492860097,208.5732,16.012,0.0020227,14.77905371,-1
27605,RUBIN 2,1 27605U 02058A   26027.18415980  .00001380  00000-0  19588-3 0  9994,2 27605  64.5517 204.2138 0077120 289.3562  69.9216 14.79203592243725,64.5517,693.0370715661552,204.2138,289.3562,0.007712,14.79203592,95
27607,SAUDISAT 1C,1 27607U 02058C   26027.20418054  .00002678  00000-0  33458-3 0  9997,2 27607  64.5516 205.0558 0073974 288.1574  71.1487 14.82605442243554,64.5516,680.0253117470247,205.0558,288.1574,0.0073974,14.82605442,95
27608,UNISAT 2,1 27608U 02058D   26027.31537162  .00002441  00000-0  30046-3 0  9990,2 27608  64.5529  98.0467 0063280 276.1757  83.2143 14.83945869245889,64.5529,668.2981234166315,98.0467,276.1757,0.006328,14.83945869,-1
27609,TRAILBLAZER 2,1 27609U 02058E   26027.31497843  .00000923  00000-0  13423-3 0  9995,2 27609  64.5549  51.3616 0053874 264.4646  95.0313 14.81193975246821,64.5549,670.426573539514,51.3616,264.4646,0.0053874,14.81193975,-1
27612,LATINSAT A,1 27612U 02058H   26027.30433747  .00002458  00000-0  29574-3 0  9990,2 27612  64.5558  39.0194 0057200 269.1998  90.2555 14.85131643246708,64.5558,660.2999827221762,39.0194,269.1998,0.00572,14.85131643,-1
27643,CHIPSAT,1 27643U 03002B   26027.11671294  .00026418  00000-0  60047-3 0  9996,2 27643  94.0385 264.2247 0006808 353.6506   6.4662 15.42917269265407,94.0385,449.28173674467206,264.2247,353.6506,0.0006808,15.42917269,-1
27651,SORCE,1 27651U 03004A   26026.17168928  .00006573  00000-0  49311-3 0  9998,2 27651  39.9927 351.3830 0015403 113.4707 246.7708 15.02713859250520,39.9927,576.3536882380293,351.383,113.4707,0.0015403,15.02713859,-1
27783,GALEX,1 27783U 03017A   26027.03339848  .00001318  00000-0  21725-3 0  9996,2 27783  28.9974 283.4372 0003422 141.5770 218.5063 14.65860890216486,28.9974,683.8631372436126,283.4372,141.577,0.0003422,14.6586089,-1
27858,SCISAT 1,1 27858U 03036A   26027.28231788  .00001379  00000-0  18164-3 0  9991,2 27858  73.9298  91.2670 0007493 199.2992 160.7901 14.81228465210580,73.9298,637.8339350734744,91.267,199.2992,0.0007493,14.81228465,-1
27939,MOZHAYETS 4,1 27939U 03042A   26027.29711089  .00000960  00000-0  15734-3 0  9991,2 27939  98.3398 207.7192 0011320   1.7117 100.8471 14.73122750194809,98.3398,666.2107956645042,207.7192,1.7117,0.001132,14.7312275,-1
27940,RUBIN 4/SL-8,1 27940U 03042B   26026.94991894  .00001343  00000-0  23609-3 0  9994,2 27940  98.3755 201.2228 0014170  82.6911 277.5904 14.69290141193822,98.3755,680.4499010809222,201.2228,82.6911,0.001417,14.69290141,-1
27941,NIGERIASAT 1,1 27941U 03042C   26027.06464093  .00003079  00000-0  32106-3 0  9995,2 27941  98.0035 217.0337 0043371  35.2136 325.1934 14.89849657202812,98.0035,635.799928296715,217.0337,35.2136,0.0043371,14.89849657,139
27942,UK-DMC,1 27942U 03042D   26027.10586117  .00002462  00000-0  27738-3 0  9993,2 27942  98.0780 213.8538 0053056 305.2480  54.3776 14.86594044201807,98.078,652.7926802315684,213.8538,305.248,0.0053056,14.86594044,-1
