N,best_real_cost,optimized_cost,success,label,error
2,0.004182384432185461,0.0005252792728909656,True,434,
5,0.010260802350747287,0.005953588613237327,True,435,
7,5.035410102706032e-05,5.0155758356640956e-05,True,436,
6,3.972528723999972e-05,3.0504036572414274e-05,True,437,
7,0.004597349006143175,0.0021942516127088315,True,438,
11,2.691717458130926e-05,2.6872849571931617e-05,True,439,
3,5.897003294062948e-07,2.944343339905151e-07,True,440,
17,0.00031248413460914753,0.00029919211755880025,True,441,
4,0.00039970275024854736,0.000380755793053803,True,442,
3,1.4426714292996506e-08,1.0472071290978193e-08,True,443,
7,3.189876817836896e-05,3.093795071035019e-05,True,444,
12,0.0010407105448504087,0.0009478369787628208,True,445,
2,0.007983604211718582,0.0009996817065787273,True,446,
14,0.46995847229476156,0.2904143070573298,True,447,
3,0.0013590426801142607,0.001261920583677831,True,448,
5,0.0011360896585964953,0.00032700032864490055,True,449,
5,28.813639976803767,28.743509291202862,True,450,
4,8.547961848812226e-07,6.668727071423967e-07,True,451,
14,5.69916967009331e-05,5.6101954547651754e-05,True,452,
4,2.9933669982955304e-05,1.1807505171266993e-05,True,453,
4,2.4109809872007797e-05,2.3238779368030247e-05,True,454,
4,0.00014298742112899793,0.00013839066287336192,True,455,
6,0.00015719352185841705,0.00014524290375570356,True,456,
5,4.2099139459972194e-05,3.656541345519569e-05,True,457,
3,5.180409488599743e-07,4.6874989369831333e-07,True,458,
12,0.1462370632277624,0.14380606511239816,True,459,
3,2.2410183292917432e-08,1.2350399352944165e-08,True,460,
5,2.350028104967921e-08,1.7072036790301338e-08,True,461,
3,3.367487944734799,2.6570822769188687,True,462,
7,9.16031390080174e-06,9.059594881619934e-06,True,463,
3,7.099866048379312e-07,5.086647379721919e-07,True,464,
4,3.483112376356094e-06,2.940147745857653e-06,True,465,
5,4.408552810956295e-05,3.555674190191099e-05,True,466,
9,1.580721941040039e-05,1.564311369371831e-05,True,467,
5,0.00017523807593999727,4.712475041277921e-05,True,468,
3,4.5706966100769703e-07,4.497734895661121e-07,True,469,
11,0.001133797098583512,0.001128735278944574,True,470,
5,0.0032553323095292977,0.0023234542607263506,True,471,
7,0.04781592020098412,0.037278939530941795,True,472,
5,0.046317990847132465,0.011676545212832987,True,473,
6,0.049820489411502245,0.04611520498105403,True,474,
4,0.002025910578863726,0.0009439759586756023,True,475,
8,0.03057355119947616,0.03046074778130497,True,476,
3,7.991707223463101e-06,5.460158891402374e-06,True,477,
4,3.7615698967443557e-07,3.521107346981923e-07,True,478,
4,1.748908044508028e-07,2.6235414996370037e-08,True,479,
3,0.00022486775830616657,8.099075994180613e-05,True,480,
10,0.0004348212832035784,0.00039622572234966765,True,481,
3,1.130543022999114e-05,3.1026452280799886e-06,True,482,
6,77.29221292449367,59.19156236400988,True,483,
3,2.9904040814949396e-06,2.3578557715260025e-06,True,484,
3,4.883082740486068e-08,1.4687584252245618e-08,True,485,
3,2.4567169942200026e-07,1.1231357490917549e-07,True,486,
4,2.319195571058947e-06,2.213534504903013e-06,True,487,
2,6.612345853972276e-07,8.26751918258094e-08,True,488,
4,4.108926265550194e-06,2.999344037756242e-06,True,489,
3,2.544517183559062e-07,1.7811949908913716e-07,True,490,
5,2.564408400795342e-05,2.4334428677803325e-05,True,491,
2,6.139613579962112e-05,7.676173294861272e-06,True,492,
3,0.02517482044790939,0.023597835645819246,True,493,
8,9.518777330525801e-05,8.924163822179919e-05,True,494,
22,9.237482116257146e-06,9.200360205050285e-06,True,495,
7,5.6851393468124725e-06,5.672172989549765e-06,True,496,
3,2.85248803514879e-06,1.0654122561422393e-06,True,497,
4,0.00022171240820417773,0.00021591768562006226,True,498,
3,6.720694800507122e-05,5.6469981688357494e-05,True,499,
10,0.017166343186571724,0.01665174796382957,True,500,
3,2.448683050187058e-07,2.139020028095088e-07,True,501,
5,3.932578121038336e-06,3.4825871831482834e-06,True,502,
3,8.891183753183383e-07,6.604305309306289e-07,True,503,
9,2.0006031116878362e-05,1.8402364000937167e-05,True,504,
6,7.456372931207296e-06,3.497425609221738e-06,True,505,
3,1.7990836627197939e-06,1.0577345218615263e-06,True,506,
5,1.1734623598985033e-07,7.9894128010169e-08,True,507,
8,6.550356882369282e-08,5.4628330212931394e-08,True,508,
8,1.4995524303828067e-05,1.3748350056095738e-05,True,509,
9,2.1559117622704513e-06,2.1047313900475585e-06,True,510,
2,2.1803391679883486e-07,2.7279443998045622e-08,True,511,
3,3.179867519776801e-07,2.871320762697276e-07,True,512,
5,1.5440206637174786e-05,1.3800523645569565e-05,True,513,
4,6.878736892583433e-06,5.439518732153518e-06,True,514,
4,1.316415978185526e-06,1.282930713250399e-06,True,515,
3,6.296398365952759e-08,1.5733249505644407e-08,True,516,
10,0.5876556650140902,0.49672553959710636,True,517,
3,4.271622477836678e-06,1.0823097990591094e-06,True,518,
13,0.00019247415837054087,0.00018939629296898467,True,519,
6,4.638862356840733e-05,4.38365398164244e-05,True,520,
8,0.00019632592959941683,0.00016369688406147186,True,521,
4,0.0021442092013649458,0.00041653570121924044,True,522,
3,0.0012631274061313158,0.0005317719199606671,True,523,
7,1.1496312777126523e-06,1.0945388480608885e-06,True,524,
29,4.506148311436609e-06,4.4963974130391165e-06,True,525,
2,2.3636228073312694e-08,2.975739762410421e-09,True,526,
3,2.8502719648345094e-08,2.577222524538694e-08,True,527,
6,2.216347186999536e-06,1.977111917850529e-06,True,528,
7,0.0001213985088124982,0.00012009527075550015,True,529,
8,4.444909468594107e-06,3.953044162453567e-06,True,530,
4,1.2027670931382537e-06,7.97039493230131e-07,True,531,
3,1.0306946983075483e-07,5.6640610515233035e-08,True,532,
3,3.9450423159577816e-05,1.548205633857404e-05,True,533,
3,1.4167116015148685e-06,2.99556783512913e-07,True,534,
10,0.001209463908222064,0.001190761546143153,True,535,
3,6.181204778422432e-07,3.804479674628438e-07,True,536,
8,5.44852421888612e-05,4.607410768236107e-05,True,537,
21,0.000825806331933464,0.0008169131331332114,True,538,
3,9.617854986568767e-08,6.346195752084094e-08,True,539,
2,6.990641027710816,0.873845564483769,True,540,
2,3.5414278198956435,0.4427102343823926,True,541,
2,6.87718388105429e-08,8.604400179588072e-09,True,542,
10,3.3659268619295946e-05,3.364853061815952e-05,True,543,
9,0.047545996724687414,0.04056874578791979,True,544,
5,0.002009203459331104,0.0005193616159623713,True,545,
6,6.192311583225534e-06,4.506399133996335e-06,True,546,
4,0.001218576722279513,0.00019594760484869072,True,547,
8,4.5763548952321915e-05,4.55674525016697e-05,True,548,
2,0.0003705559339030842,4.6334605902958686e-05,True,549,
2,1.7243867552094234e-05,2.1560388979156495e-06,True,550,
3,1.592640323440939e-06,1.0399803134167538e-06,True,551,
9,9.628170589046183e-05,9.519132947752594e-05,True,552,
6,1.5288760383618296e-07,1.0433640797614768e-07,True,553,
11,0.0005647374301111558,0.00048036011815350325,True,554,
2,,,False,555,Each lower bound must be strictly less than each upper bound.
5,0.001041263397673822,0.0006973055353654155,True,556,
3,1.2354146225912375e-08,3.171284998955558e-09,True,557,
5,0.0011413251964485086,0.0010983485326152651,True,558,
4,9.325142734240099e-05,6.73581913388704e-05,True,559,
4,3.3119941086137953e-06,1.8566786170301717e-06,True,560,
5,4.492710231091186e-06,3.4863702514638504e-06,True,561,
4,4.020176773826875e-06,3.1624171947312223e-06,True,562,
2,2.877596021259526e-05,3.599491319669603e-06,True,563,
3,5.902601160450679e-07,3.382831595394904e-07,True,564,
4,5.156465173679689e-06,4.3809476768834465e-06,True,565,
7,1.4027987528009335e-06,1.3065257888874327e-06,True,566,
8,2.1362362729999976e-06,1.852481122851853e-06,True,567,
3,2.5875372283353287e-10,2.587534821538623e-10,True,568,
2,1.8702711782745694e-09,1.8702574946303245e-09,True,569,
13,1.565405372021192e-05,1.5346424440664644e-05,True,570,
3,2.575495913618949e-07,2.0024833303582515e-07,True,571,
9,1.0426376136610006e-05,1.0297191913811536e-05,True,572,
2,4.8597224484903486e-08,6.105029435204438e-09,True,573,
6,0.0008164259466307742,0.0007173259176759747,True,574,
6,1.110416596217315e-06,9.781265387057984e-07,True,575,
2,1.0569836123262109e-06,1.321529108595496e-07,True,576,
4,5.389461149507065e-08,4.143310608531931e-08,True,577,
5,1.2447907165911422e-08,1.2035765360996734e-08,True,578,
7,2.810979522727688e-06,2.773489380881871e-06,True,579,
3,0.012410061005650222,0.0032262267869203423,True,580,
3,3.4993789687267257e-06,1.347165450682236e-06,True,581,
4,4.078265132684704e-07,2.406274689035906e-07,True,582,
9,6.797939911366143e-07,5.874401064161635e-07,True,583,
7,1.4548555625861894e-06,1.177572648377975e-06,True,584,
4,5.547062512719988e-05,4.436717070480839e-05,True,585,
4,0.0021627630253258203,0.0005284336175584602,True,586,
7,0.0006704579108611896,0.0003953354257073844,True,587,
4,0.08829852264711018,0.025346141757926755,True,588,
12,0.03411885392010755,0.02585282861959251,True,589,
3,0.0011265842182056921,0.00035657155521877154,True,590,
6,2.140268345387532e-06,2.1062047414084664e-06,True,591,
5,0.0550854566966836,0.02359000137758464,True,592,
6,0.009133073644222715,0.0033365613207988446,True,593,
8,1.648567773570665e-05,1.5038167658520777e-05,True,594,
3,2.1169884882796475e-06,1.3894277534126285e-06,True,595,
11,2.4646261455053614e-06,2.346043586154757e-06,True,596,
5,8.38062452773594e-07,7.375434292807637e-07,True,597,
4,1.159136600932169e-07,1.001143852893878e-07,True,598,
7,1.7368869376547886e-06,1.230302362304321e-06,True,599,
7,5.033622346299272e-07,4.852892072707945e-07,True,600,
5,6.651178358408458e-06,4.571980901996776e-06,True,601,
5,3.490480264155325e-05,3.1160511998029646e-05,True,602,
6,3.205964688073568e-08,2.30011297125966e-08,True,603,
4,4.059479162336934e-09,1.2810616078474838e-09,True,604,
3,0.0015000508988358679,0.0007968820416460287,True,605,
4,0.0028755864011840403,0.000476057509758347,True,606,
8,0.00040383025270682073,0.0002686492575213423,True,607,
2,0.07214269834820732,0.00904542745603485,True,608,
5,0.6485301983389028,0.10241860692658997,True,609,
5,0.047402798273489866,0.029409251703822727,True,610,
3,0.0023202775007916585,0.0020643870104345026,True,611,
6,9.690087746855496e-06,7.2659019618104665e-06,True,612,
2,0.0011272101072314486,0.00014094444045362547,True,613,
10,0.011821035470393435,0.010442418522016014,True,614,
9,5.038490093751521e-05,4.486579838063477e-05,True,615,
3,1.8289811406175901e-06,1.3502654236036184e-06,True,616,
4,1.425070259334813e-07,1.0735532167772556e-07,True,617,
5,1.3913504295748211e-06,1.2145609841744148e-06,True,618,
8,1.2852566708041781e-06,9.380226899046681e-07,True,619,
3,9.225851035521083e-08,3.328793647495255e-08,True,620,
3,8.016183114613548e-08,1.931409617553992e-08,True,621,
3,6.368437140757303e-09,2.267049700999677e-09,True,622,
6,6.7124014210335555e-06,5.815787743470774e-06,True,623,
6,2.075644261759469e-06,1.7350455121824327e-06,True,624,
3,2.3236625612121993e-09,9.680978170344872e-10,True,625,
2,3.189104127604023e-07,4.0706840698592975e-08,True,626,
3,4.043574886515935e-05,2.0472087752673336e-05,True,627,
4,4.517730723303585e-05,8.923293342139732e-06,True,628,
2,,,False,629,Each lower bound must be strictly less than each upper bound.
4,0.0002945877233990748,5.4139939184177116e-05,True,630,
5,1.4191773853935462e-07,1.2025761492978883e-07,True,631,
8,2.7292698194948233e-07,2.526160692835339e-07,True,632,
4,7.363138018777237e-06,5.69409446633828e-06,True,633,
5,0.082162106071927,0.057510130176075855,True,634,
5,0.0220659228080327,0.00563884184221336,True,635,
4,2.824910689128327e-06,1.8747650506897685e-06,True,636,
5,1.9690981947645787e-05,1.924116526132224e-05,True,637,
4,0.14409998951543862,0.037764612492001026,True,638,
5,0.00036812710590486766,0.0003661264791401049,True,639,
5,9.077806377174445e-05,7.164662496120937e-05,True,640,
3,0.001258091305754284,0.0006525510727152712,True,641,
4,8.79357121834674e-06,5.987061863083735e-06,True,642,
5,7.800474425191872e-07,7.658612803969966e-07,True,643,
4,6.154012860054624e-07,5.159619841932858e-07,True,644,
7,2.4999529394024687e-05,1.900097126019223e-05,True,645,
11,1.3299032604079871e-05,1.3105304384384774e-05,True,646,
5,1.1076683234762112e-07,9.274692336725173e-08,True,647,
6,2.6448612291654545e-06,2.5699248519917674e-06,True,648,
4,0.03628421246996798,0.030685260948141165,True,649,
7,0.01041588525820412,0.009863003519172419,True,650,
5,0.0199322658494842,0.019099044281709658,True,651,
4,0.005842651323646543,0.0027941773448705793,True,652,
3,1.0027121467555038e-05,1.924233126075515e-06,True,653,
4,0.025271092262084474,0.0036902871333479963,True,654,
4,0.021902757111677558,0.01165423398303252,True,655,
2,1.3382467711465922,0.16729652242444806,True,656,
4,1.3346118945690412e-05,1.1968830295508828e-05,True,657,
3,2.847969125717942e-08,2.456511759102901e-08,True,658,
3,5.965645129462238e-08,4.95057886150435e-08,True,659,
4,4.634138704410065e-09,2.117925567261667e-09,True,660,
8,8.148067268010052e-08,5.7313194210935e-08,True,661,
6,0.037195747730377725,0.023092754395290505,True,662,
3,0.00044509965001468093,0.00012370890674085028,True,663,
15,5.898873621851146e-05,5.631456835042054e-05,True,664,
8,7.08612056247828e-05,6.707488011775517e-05,True,665,
4,3.683028112583706e-06,3.6387265613220547e-06,True,666,
5,0.00044695588050264873,0.00016753654147451733,True,667,
4,0.0022204220841296877,0.0015761626542207976,True,668,
5,2.841546020235074e-06,2.084491939782126e-06,True,669,
8,0.06463989771832236,0.0343618560009703,True,670,
8,0.0478725661877002,0.020085850684486033,True,671,
3,7.300084642191934e-05,4.470492746713341e-05,True,672,
4,0.00821871824723745,0.0025440364697685105,True,673,
3,0.004449636269692595,0.0011598537459349175,True,674,
8,0.00960649042157826,0.006135587189615243,True,675,
9,0.0004330724273279633,0.0003694286420313165,True,676,
6,0.273685272005729,0.2734270673355982,True,677,
10,0.010867142428287686,0.01059812656089329,True,678,
4,5.4824777693013554e-06,3.893915037676354e-06,True,679,
3,0.008465987484057863,0.0017010359751662792,True,680,
4,0.007055701797325601,0.002235624297221726,True,681,
5,0.008151649213545928,0.005119949154046513,True,682,
5,1.6869634903858049e-06,1.6379063282887746e-06,True,683,
3,3.4513965096962825e-08,1.8146815478483195e-08,True,684,
5,6.39744282205516e-05,5.4588846248291006e-05,True,685,
4,0.0001728839885379225,5.306822551307133e-05,True,686,
6,0.0002034419872338597,0.00011914109172734285,True,687,
5,0.09016977238331138,0.07099418790278786,True,688,
6,1.0482992587035365e-05,1.0393851284081569e-05,True,689,
9,0.0016126631610426025,0.0008731609880364468,True,690,
3,0.008422694239483445,0.0015268314681956077,True,691,
7,1.3822338869965106e-05,1.3666266330096566e-05,True,692,
4,8.488150947876814e-05,5.2313466924438925e-05,True,693,
4,3.3719400262902846,2.3993252096178717,True,694,
3,1.1915243884019414e-08,2.6214799586136893e-09,True,695,
4,1.5187162796968864e-08,1.1898115148069593e-08,True,696,
3,7.809936724324356e-09,6.106410043249413e-09,True,697,
3,5.272439571323467e-06,3.0176381367705827e-06,True,698,
4,5.155638824293264e-05,5.094181782536846e-05,True,699,
3,4.779945033524846e-06,1.407102917459357e-06,True,700,
9,1.5023819263613557e-05,1.4820484842679719e-05,True,701,
8,9.07219288282287e-06,8.815800391582225e-06,True,702,
7,0.016594160649187555,0.011229935463539596,True,703,
4,7.512007259718223e-05,6.37592200560922e-05,True,704,
5,0.0017585990949592436,0.0014168549827430744,True,705,
6,0.016456695476047837,0.013519536611007707,True,706,
3,6.677747951308781e-05,1.7037111792589044e-05,True,707,
4,0.005726486738031519,0.0025783595648202293,True,708,
8,0.14839756412596544,0.12027457443921293,True,709,
9,0.03322403021331441,0.03302712487400108,True,710,
9,0.09224498926535173,0.05916900628839042,True,711,
5,2.1057079035603313e-06,2.0549016657630107e-06,True,712,
9,1.0355720850726673e-07,6.779317504931454e-08,True,713,
7,2.2665797690158317e-08,1.1096498030686026e-08,True,714,
6,9.464833077903066e-05,6.683174412189756e-05,True,715,
4,0.0002869797611509159,0.0001703983557867612,True,716,
3,2.6650296522851223e-05,5.525047322079566e-06,True,717,
3,2.838879654376606e-06,2.213558507717882e-06,True,718,
4,0.00010796023583291589,2.480478119549878e-05,True,719,
6,0.0028831288230107906,0.0018745909637865367,True,720,
4,6.0884176237607145e-06,5.2131954664368706e-06,True,721,
3,,,False,722,Each lower bound must be strictly less than each upper bound.
6,0.00029279754197210144,0.0002900841360396915,True,723,
3,1.0288992783275012e-06,4.247765882018836e-07,True,724,
3,0.00015555089390862972,0.0001434588012341199,True,725,
12,0.02021170921867318,0.02018225905912326,True,726,
5,2.99595332397174e-08,1.9715902080926125e-08,True,727,
2,1.4033036161324185e-07,1.7691074610561485e-08,True,728,
4,3.936320577657933e-06,3.894600083655172e-06,True,729,
3,9.480419457078301e-06,3.683850555811479e-06,True,730,
8,0.011223138300176731,0.01078881990514525,True,731,
6,0.05238777488394194,0.03877270994308037,True,732,
3,0.00040483221219353194,0.00013571544022927646,True,733,
3,6.814293811767137e-05,1.3854947206601126e-05,True,734,
8,0.00026534312978524676,0.000237642124705622,True,735,
3,0.00960838044193116,0.002008321640550798,True,736,
9,0.1450176782240194,0.1411392688676589,True,737,
7,0.0005678450088263259,0.0005615879610715066,True,738,
4,0.00012189847692842324,4.717451573061025e-05,True,739,
3,5.16198855075344e-08,2.1094152224061006e-08,True,740,
3,1.9720045244796266e-05,1.2163235044341131e-05,True,741,
7,0.00039954943551537677,0.00038474289617089697,True,742,
4,3.21182327210904e-07,2.519044714399828e-07,True,743,
4,0.007329813021828782,0.0031148647612149116,True,744,
3,1.536678247957295e-05,2.9801932958741717e-06,True,745,
5,0.0001228345203869172,0.0001157626095119744,True,746,
7,0.005191371878068084,0.0041929181951735894,True,747,
4,0.0031894976853044208,0.0015656034699289482,True,748,
3,0.0007049196753403179,0.00014454158847280178,True,749,
4,0.0008042049128360803,0.0006623330987961498,True,750,
5,0.001580128963213032,0.0015793743524629728,True,751,
5,0.00045600081134753915,0.0003184755990155086,True,752,
6,1.026566391718283e-06,7.463636258930038e-07,True,753,
5,1.2019345860046601e-06,5.799999506345459e-07,True,754,
3,5.560095399874845e-10,5.56005250162156e-10,True,755,
5,1.6470439543982332e-08,1.3292450612680881e-08,True,756,
6,9.92335148801444e-09,5.496801778725153e-09,True,757,
6,8.502946711986226e-09,3.7173398975685327e-09,True,758,
4,1.6454790411864055e-06,1.6246192559020534e-06,True,759,
3,5.517995041404408e-06,1.0224311839196966e-06,True,760,
8,4.929194982255577e-06,3.7414714042555982e-06,True,761,
3,8.05579862253774e-08,7.219701572926345e-08,True,762,
4,1.0933935139352022e-06,9.517555374123029e-07,True,763,
4,0.0037776385221175964,0.0017996849468137946,True,764,
11,0.00022051537848892476,0.00021770054133143238,True,765,
4,1.7606080158511198e-06,9.86579551488995e-07,True,766,
10,8.407098594192976e-06,6.511329634555682e-06,True,767,
6,0.15538232439547583,0.08164149003222755,True,768,
4,1.1320682935983318e-07,7.87150164702962e-08,True,769,
5,0.003544725840095612,0.0034525527618706046,True,770,
10,0.23923216572435652,0.2180093867632107,True,771,
5,0.006193218537679396,0.003392466086402331,True,772,
5,2.6246120697924663e-05,1.9690535012490486e-05,True,773,
5,0.00013920138102476416,7.986766368466231e-05,True,774,
9,0.008996237959957002,0.008898398433970901,True,775,
3,3.23311313529696e-05,3.1773583627495306e-05,True,776,
3,0.08681965822037686,0.01702554124344881,True,777,
5,0.049220996687701996,0.028117174076351704,True,778,
3,3.94486490453255e-06,1.9863114622403513e-06,True,779,
3,1.4120225091894246e-05,2.8490946031391633e-06,True,780,
2,2.6667033204661146e-06,3.338015128967167e-07,True,781,
6,0.0273829376363014,0.007654832447291682,True,782,
5,0.045922881951550025,0.021987708750135875,True,783,
8,0.03650265116285723,0.029922023113211068,True,784,
16,0.0025414403783702248,0.0024544576664894974,True,785,
3,1.228041986630461e-06,8.759186630702348e-07,True,786,
9,8.790444178952615e-05,8.713560250338923e-05,True,787,
4,4.767613285285993e-06,4.602128485362267e-06,True,788,
3,1.2528020974743839e-05,1.0856764253141564e-05,True,789,
2,2.4014426532111708e-05,3.0045812071439894e-06,True,790,
4,8.897045228514987e-07,7.892437467240041e-07,True,791,
4,0.005206133306972306,0.0014999370355808046,True,792,
8,0.0009673624192760775,0.0009626376775245095,True,793,
3,5.9511103982631764e-08,5.045563225791838e-08,True,794,
5,1.426862445438139e-06,1.2896841220553772e-06,True,795,
3,2.291941449316332e-06,5.735606840599573e-07,True,796,
4,1.1114354795774925e-05,7.553356692872638e-06,True,797,
7,0.0006428398687932811,0.0006257790920941559,True,798,
3,0.00027480289520649844,0.0001676962063366499,True,799,
4,1.3047753976258965e-07,4.688021673746682e-08,True,800,
2,1.7015386267788735e-07,2.1288708688892855e-08,True,801,
5,2.2834537552308595e-07,1.573974131205397e-07,True,802,
5,6.219340534523972e-06,4.925806080702076e-06,True,803,
3,2.9691482841589373e-07,2.1800224672202906e-07,True,804,
4,6.019143232684583e-07,4.582679896350496e-07,True,805,
3,1.8999232981018204e-07,1.8300597750409944e-07,True,806,
4,0.013236871975860804,0.002669225868760958,True,807,
12,7.76931495138015e-05,7.569516561647926e-05,True,808,
4,0.000944679603174427,0.00031002434441197875,True,809,
3,5.275944541134262e-10,5.275919377228498e-10,True,810,
3,8.487953361524491e-09,2.845499804017129e-09,True,811,
4,2.668287765983554e-07,2.6078146766541035e-07,True,812,
3,2.909030629397668e-06,1.722995246858858e-06,True,813,
4,0.0001675496905822577,4.848077479655115e-05,True,814,
5,2.2576166504893087e-05,2.230685561317968e-05,True,815,
3,2.109938928358105e-08,1.2179208925055148e-08,True,816,
6,0.001481411051648962,0.0014703311164210055,True,817,
10,0.021401175811476575,0.012263643941263214,True,818,
3,8.105248241289297e-07,7.620854462206184e-07,True,819,
6,6.614572283536998e-06,4.92272461055381e-06,True,820,
3,1.7701566923406005e-07,1.3541283320293356e-07,True,821,
3,3.879335028316165e-07,1.1547336388388125e-07,True,822,
10,0.004425463906107931,0.003943724808020841,True,823,
10,0.0002896687007802454,0.0002870225030813144,True,824,
3,0.001250220052620492,0.0003085729491854344,True,825,
18,0.0011863126029119206,0.0011848791091252837,True,826,
4,2.0398228452870865e-07,1.9473548061565629e-07,True,827,
5,0.012015186168817117,0.00574550789471007,True,828,
7,0.011531308345612497,0.007310242485211475,True,829,
6,0.005149022182531636,0.004334607214005457,True,830,
3,0.0002642746567407208,0.00013608793792095942,True,831,
5,8.629035321919157e-06,7.924091413458518e-06,True,832,
7,8.481477729760828e-06,7.518692029731602e-06,True,833,
5,1.4548331779860428e-05,9.06095775443696e-06,True,834,
5,1.5948848251987975e-05,7.299282988467726e-06,True,835,
4,3.61358444405883e-07,3.405491973446583e-07,True,836,
3,5.359477738232712e-06,3.300973252816078e-06,True,837,
4,3.135878474399938e-06,2.7662416574659466e-06,True,838,
7,0.00015267848282325098,0.00010923052997059033,True,839,
4,0.000547345483217075,0.0002496350311877524,True,840,
4,4.176174628388779e-07,3.238751457207157e-07,True,841,
2,2.4737809093892982e-08,3.094980187820534e-09,True,842,
5,2.33272011571289e-08,1.0356713757856628e-08,True,843,
2,0.00011506675605672504,1.4415661227023627e-05,True,844,
7,0.0008955932897019974,0.0008550491938958564,True,845,
3,2.8866376774904586e-06,1.0598882970013606e-06,True,846,
5,3.3428528079706373e-06,2.9533028477446623e-06,True,847,
3,3.363900179266929e-07,2.908615142714199e-07,True,848,
5,0.073291876421074,0.03969738038485351,True,849,
4,1.123421733139433e-06,8.681462590262121e-07,True,850,
3,3.261482672391703e-07,2.9218849043816946e-07,True,851,
5,2.487737120432311e-08,1.7696890995687197e-08,True,852,
3,2.3071589246819184e-07,2.0836331588076633e-07,True,853,
3,2.2891899043388498e-07,7.622183139205888e-08,True,854,
5,3.710995374884742e-05,3.685798856034615e-05,True,855,
8,0.004009988402450433,0.0025624761549262612,True,856,
2,0.06051122654882558,0.007564999142341081,True,857,
11,0.0026766518691640788,0.0026650723896256643,True,858,
4,0.011290374562164964,0.0030706011102116654,True,859,
2,0.0105067384667684,0.0013133564560795482,True,860,
7,0.005079538748006477,0.003064933664246319,True,861,
4,2.830006220575807e-05,2.253475471120145e-05,True,862,
3,6.988066355082666e-05,1.2604833651291468e-05,True,863,
7,0.006439217214257049,0.0019982464646800964,True,864,
5,0.00017839632883658073,0.00014388057494616442,True,865,
7,1.8680921591641346e-05,1.6881428991135692e-05,True,866,
4,0.00013451983754735001,0.00010729565264977764,True,867,
4,0.0008304860448722294,0.000189964281317933,True,868,
5,0.0024672925893634338,0.0010374815372703023,True,869,
5,4.765776401809937e-06,2.9670851786632227e-06,True,870,
6,1.2843284098066299e-06,1.1805166800512727e-06,True,871,
5,0.0014240744823929975,0.0010927192303852563,True,872,
6,7.3028600137066284e-06,5.982128009807289e-06,True,873,
7,0.0017354874612068613,0.001535526113115387,True,874,
10,0.0015875082532816553,0.0015430094699224167,True,875,
8,0.00013688931650442993,8.013296528292301e-05,True,876,
4,4.631792207923016e-06,4.326963868146087e-06,True,877,
3,0.00034858719022051054,0.00033528229049043103,True,878,
4,0.0001538282486778412,0.0001395669860501124,True,879,
3,0.0012801834855982316,0.000254918334044411,True,880,
6,0.0028207000006833017,0.0014048239345084068,True,881,
7,0.0006840915985958574,0.0004029874744648191,True,882,
11,0.012634679877496911,0.012550015416934346,True,883,
3,0.0008552033200639868,0.00020227216731095145,True,884,
5,1.249451892386316e-06,8.475450091260315e-07,True,885,
5,1.0029880140042114e-05,9.919029419274511e-06,True,886,
5,2.4107308060093337e-06,2.3841086220179443e-06,True,887,
4,0.028716731288857864,0.011787066521650822,True,888,
6,0.0006090464367160944,0.0005335470439484468,True,889,
5,0.007386800167445445,0.005517268736358957,True,890,
4,6.2280199227841284e-06,4.081319973842414e-06,True,891,
4,1.1668889584568392e-05,8.620039178137336e-06,True,892,
5,4.601469432409805e-07,3.495514207740709e-07,True,893,
5,4.290765263511639e-05,3.967143889257936e-05,True,894,
5,1.8018285906682897e-06,1.4468501302382733e-06,True,895,
4,1.0487800535771712e-06,8.990402341294828e-07,True,896,
3,5.11270724416397e-08,1.3828996800425512e-08,True,897,
3,0.006854403711029637,0.001242034270624854,True,898,
11,0.002022678724328174,0.0010694632460310314,True,899,
6,7.637468128111874e-07,6.708291078968167e-07,True,900,
3,0.01715172134511148,0.004276281101493626,True,901,
3,0.0008963963205081352,0.00021609140458010462,True,902,
9,0.26465417924666096,0.24314209728171501,True,903,
2,0.9641171687919344,0.12052223002725268,True,904,
3,1.2504059526514829e-07,6.536386597901899e-08,True,905,
10,0.0011075586932752814,0.0008836699087862848,True,906,
9,0.0008502226350936346,0.0006290562361101569,True,907,
3,0.00026015259259166285,6.99974795302469e-05,True,908,
4,3.095688359625986e-05,1.3814399441928905e-05,True,909,
4,0.023416884111583127,0.010192102227284939,True,910,
5,5.549612896557765e-06,4.9032304490036945e-06,True,911,
4,2.634275759847277e-06,1.6182416197602217e-06,True,912,
6,5.101411940753088e-05,3.935576626529858e-05,True,913,
4,2.5839063129655333e-06,2.0617054617367432e-06,True,914,
4,4.34464748341631e-06,1.4248852153608186e-06,True,915,
4,5.66449672800795e-07,2.9137562961784206e-07,True,916,
6,1.0557219155455257e-05,7.808251848129705e-06,True,917,
12,0.0005741418860777844,0.0005684402043548473,True,918,
8,9.980000912571368e-07,9.508324316940471e-07,True,919,
4,5.2957171371487284e-08,3.349342607712045e-08,True,920,
4,1.5292523158521849e-06,1.4564385776907772e-06,True,921,
5,4.781641789296277e-05,3.6426018823583236e-05,True,922,
4,0.00024484710625111204,0.00014960280845998164,True,923,
10,1.8727165117789344e-05,1.7663107550667242e-05,True,924,
5,0.002725024939326813,0.002701985831576358,True,925,
7,0.04566201299871691,0.03969750161404867,True,926,
8,0.009528306731895515,0.008765865659681484,True,927,
