N,best_real_cost,optimized_cost,success,label,error
5,3.2727230529790115e-06,2.7060064901254795e-06,True,69,
5,0.0007158383727809685,0.000671330370523262,True,70,
3,1.137595707489311e-06,5.758472630497549e-07,True,71,
6,6.678066299828825e-05,6.232865356192937e-05,True,72,
3,1.4885145769074103e-07,1.3382955157985595e-07,True,73,
8,6.8569155262283645e-06,5.965971925090369e-06,True,74,
3,1.1065735099386098,0.3117325659116268,True,75,
4,4.452338036092439,2.5495424560312094,True,76,
3,0.9275069507204491,0.4026999827892763,True,77,
6,2.9982449710266117,1.7015730878529223,True,78,
8,0.8911510178477329,0.5031388471771154,True,79,
5,0.08501689091760627,0.05380999586165983,True,80,
3,1.0047549706788119e-05,2.940218205966385e-06,True,81,
8,0.003536955404799559,0.002988860328170314,True,82,
4,0.12597446608271984,0.02855842151239777,True,83,
5,0.6831629409715281,0.5172821666216052,True,84,
7,4.645748538533298e-05,4.286039854029616e-05,True,85,
3,9.387826295717419e-07,8.4797279231638e-07,True,86,
3,1.0810439209665461e-05,1.0563188462869881e-05,True,87,
4,4.665980324205648e-06,1.3065288515088862e-06,True,88,
12,7.691752184906898e-06,7.553189009614588e-06,True,89,
11,2.3191890319443903e-07,2.0280574906612896e-07,True,90,
3,9.518248771518156,2.1383715125749863,True,91,
11,1.56791898634791e-06,1.5306315642846252e-06,True,92,
4,2.3259115484479036,1.6882198193732774,True,93,
2,2.476144796232632,0.3117836202545671,True,94,
6,1416.4602767009471,1350.117768813919,True,95,
13,8.297545224517277e-06,8.145382148554562e-06,True,96,
12,1.3146360471385455e-05,1.2656689804484868e-05,True,97,
3,20.49910432730979,5.176382490757713,True,98,
3,6.436018697146479e-08,1.6528601247600834e-08,True,99,
3,7.850888552961492e-09,4.044407863916408e-09,True,100,
3,894.4388014113229,340.52855776893847,True,101,
11,0.00020523743472450643,0.0001957101884993785,True,102,
4,3.5479305415345226e-05,3.327801932267126e-05,True,103,
6,2.6887746255152774e-06,2.128849600058828e-06,True,104,
10,3.0833153246664274e-05,2.5098659534905425e-05,True,105,
4,0.038648118162885575,0.015402250299698193,True,106,
10,490.9134229158266,489.858325361398,True,107,
3,0.16584664935306334,0.030104676250547843,True,108,
9,7.177337618201398e-05,7.146668331767566e-05,True,109,
16,0.08259351521963522,0.0804347040038122,True,110,
3,3.521029512064749e-05,1.665260137328081e-05,True,111,
4,3.436015275674469e-05,1.420196209300291e-05,True,112,
2,1.1412459874683273e-06,1.4268527520176007e-07,True,113,
5,2.5810718184322257,0.8896883031026498,True,114,
4,0.3727206531336047,0.10241645937123525,True,115,
4,2.758399131181796,1.4891649744714044,True,116,
3,0.012558297050875957,0.0031315191693722217,True,117,
6,0.023628663311160508,0.010597134399767666,True,118,
6,14.37538249315481,10.158258441322246,True,119,
4,2.7282078364578943,2.6956682843630544,True,120,
3,2.992115109201209e-06,8.929375788388739e-07,True,121,
3,8.010283415216778e-10,8.01024384791588e-10,True,122,
3,2.0621308785883916,0.36202860606799875,True,123,
4,5.310205030133737e-08,3.9544841271277356e-08,True,124,
4,4.197047792216858,1.1411121108681483,True,125,
8,15.347623974369947,10.501735719540866,True,126,
6,1.8294454966477078,1.8101935630778778,True,127,
11,105.33377148036702,96.59431403574209,True,128,
3,0.690043899090888,0.29056273014090084,True,129,
5,0.25232542424092386,0.17559912004408723,True,130,
9,0.006509539468870091,0.006506127154713309,True,131,
7,0.029792587785832762,0.020151898540866315,True,132,
3,2.9603355812440702e-08,7.107031356620145e-09,True,133,
4,2.767407100505956e-08,1.496070589331662e-08,True,134,
5,4.0444081065167516e-08,3.5639555325199553e-08,True,135,
4,7.646302360638479e-08,5.035944780531163e-08,True,136,
3,3.2250568230467807e-09,2.0395320868272155e-09,True,137,
14,1.6025129423246602e-06,1.451268805614232e-06,True,138,
12,10.357640670375174,7.960225001139428,True,139,
7,4.787203327194178,2.9350042252938526,True,140,
2,1.1344550785911873,0.14265631773313395,True,141,
4,6.944442799739905e-06,6.823389735729338e-06,True,142,
3,0.00016343518926479752,3.926658354804248e-05,True,143,
4,2.0100599179407175e-05,1.7321787555480783e-05,True,144,
5,2.224684768839692e-05,2.0398186497421612e-05,True,145,
4,0.001270765601483298,0.00026783964421493874,True,146,
5,0.004579609390669544,0.002740488141780926,True,147,
5,7.885990861989559e-05,1.8294268219912255e-05,True,148,
7,1.010844508440701e-07,6.978380219378574e-08,True,149,
15,1.7393339422239959e-06,1.622637952035956e-06,True,150,
2,0.6603410072036469,0.08350820370838506,True,151,
11,16.50513742946541,12.85836040324181,True,152,
3,1.6049478893701756,0.5779209051642527,True,153,
8,1.2735637406362739,0.94204462926182,True,154,
4,0.019657748347390293,0.006005832117187797,True,155,
5,2.8506018520108243,1.4944093831747551,True,156,
8,3.7707562577719532e-06,3.7081550277665177e-06,True,157,
7,5.298174827662802e-07,2.1867304065133184e-07,True,158,
2,1.4435373696140951e-08,3.041946787661178e-09,True,159,
6,1.9464713390379125,1.1465414091265795,True,160,
3,0.0219364649774114,0.006235842933299557,True,161,
10,21.502977972815348,20.352136241310877,True,162,
11,12.9793059121444,11.700882731913374,True,163,
3,8.006790585645434e-06,4.4823347136750364e-06,True,164,
6,2.1373569632140837e-06,2.0522017488093675e-06,True,165,
3,1.6002290707319663e-07,1.4555793539399223e-07,True,166,
5,3.329082625346325e-08,1.893709718614165e-08,True,167,
4,4.1730184110432e-09,1.5869527113670269e-09,True,168,
5,0.07119981057868609,0.030827284931581468,True,169,
2,0.000470615067674729,6.223485452721707e-05,True,170,
4,1.1775288323831798,0.5200262068771054,True,171,
6,0.05106660332907345,0.029354377598159082,True,172,
3,0.5688846627408591,0.14330050058833563,True,173,
3,0.005971652279877189,0.004985334315428053,True,174,
2,8.459436416661497,1.0574400210499335,True,175,
6,161.95288786200283,90.49341657725857,True,176,
9,0.0006235273273364697,0.0005378269628715381,True,177,
2,0.0005456558103299489,6.821104296804561e-05,True,178,
5,1.0614485356137204e-06,7.076477416123929e-07,True,179,
3,0.07020299102516218,0.017670957838649397,True,180,
7,0.15067568053588934,0.047990927466451415,True,181,
9,3.2489532623747515,1.9829176165974463,True,182,
3,0.17803467084844207,0.046351991790734896,True,183,
11,15.35874272781549,11.981188190230467,True,184,
5,3.614785052851166,2.5844110527615043,True,185,
3,0.719741642406906,0.13944197756759746,True,186,
2,4.50115546064453,0.5644150237995199,True,187,
10,18.277217112373666,14.32547973934432,True,188,
5,551.0312376696577,352.1323066923334,True,189,
18,5.969127912617268,3.1653901200989845,True,190,
3,0.000619818638118563,0.0004410935058326121,True,191,
6,0.02070841042273011,0.010499279858277628,True,192,
4,0.19810941038252064,0.15062962201117275,True,193,
4,0.00035847428065765186,0.00014141813786819929,True,194,
4,0.014008017326457647,0.009118576095593864,True,195,
4,0.6799325386172882,0.31231002631991145,True,196,
2,526.0967627524263,65.77470475500186,True,197,
3,0.00013727305487171707,4.312711199442898e-05,True,198,
3,0.003568278801489716,0.003455852467640578,True,199,
11,0.00018773640369491542,0.00017934328932237565,True,200,
7,4.947985933381892e-06,4.897274603236998e-06,True,201,
2,6.062966099156304e-06,7.854051590082324e-07,True,202,
5,1.9346461604188635e-06,1.7432733111641784e-06,True,203,
11,9.688113642242277e-05,8.982856981673021e-05,True,204,
9,6.870079490552854e-06,6.654499319765083e-06,True,205,
3,4.2305483416729694e-08,8.513899651598298e-09,True,206,
2,8.48669738153055e-07,1.217847335289248e-07,True,207,
5,3.953912127594025e-06,1.64055477697263e-06,True,208,
5,0.09656290169256966,0.09611957845077197,True,209,
6,0.004307806563120757,0.001676073099618733,True,210,
3,0.08641880240349474,0.05606942010009738,True,211,
6,6.8285258616119e-05,4.292593556745401e-05,True,212,
3,0.010484116558652756,0.004646093765387931,True,213,
5,0.1966390474755027,0.05857559495220725,True,214,
4,687.4718574010502,171.31043537893922,True,215,
4,20.243134614186737,8.903740270137806,True,216,
7,67.79266538226668,63.40380965440354,True,217,
11,3.4700758903645045e-07,3.1210359911400886e-07,True,218,
13,1.3917569691288393e-05,1.3510635637747023e-05,True,219,
10,1.4554694833433007e-07,1.340769981734183e-07,True,220,
14,2.788128933205018e-06,2.736340850238156e-06,True,221,
3,0.07075416589824209,0.014021388695637066,True,222,
4,1.5912851854383375e-05,4.157462224341746e-06,True,223,
5,0.0011987814473791163,0.0008356288651657443,True,224,
4,0.0016075940778314992,0.0006992796990158784,True,225,
6,4.694924319249436e-06,4.6866522178431495e-06,True,226,
9,8.862008987853307e-05,8.775823535115443e-05,True,227,
13,4.814078132225655e-05,3.004606625753625e-05,True,228,
5,2.3544704159322504e-06,2.3483755457468175e-06,True,229,
3,0.3803097005319809,0.07618828016617434,True,230,
4,2.867631854207107e-07,1.1963950324597106e-07,True,231,
6,1.6808472384973937e-06,1.054077133978589e-06,True,232,
2,0.5974078866620023,0.07498066408474977,True,233,
5,0.0005387268265928997,0.0003476735004081428,True,234,
3,0.002982267010038698,0.00057393406395086,True,235,
5,0.0012955660099567175,0.0007453992844770398,True,236,
3,1.6551213471812772e-06,3.420270164180264e-07,True,237,
9,1.3985787472234245e-05,1.181411108019558e-05,True,238,
3,7.160530747470907e-08,1.3302902831193713e-08,True,239,
3,3.168408999903777e-08,1.1744149476046984e-08,True,240,
2,9.147190377416313e-06,1.1680762331576662e-06,True,241,
7,3.9689215260449994e-05,2.236365369007851e-05,True,242,
3,0.0842137002263635,0.016166332618134046,True,243,
5,0.014838342817155004,0.0062332288124310785,True,244,
5,0.766248319085287,0.559426187990588,True,245,
11,75.99221815374769,62.53347939058579,True,246,
3,33.57194325215855,6.704177137621663,True,247,
7,7.200661801447117e-05,7.131426933180679e-05,True,248,
3,5.119196552232282e-05,1.6527446678264102e-05,True,249,
13,0.00023510125612995214,0.0002063684219488665,True,250,
9,3.254046792771566e-05,2.4199080616785203e-05,True,251,
3,8.494017707517003e-08,1.815694619714022e-08,True,252,
4,4.746646411434644e-07,1.163377163816471e-07,True,253,
6,2.1795159946195172e-07,1.7693793480584538e-07,True,254,
5,0.1340050436795414,0.04430712887992836,True,255,
6,28.68239044106073,14.77628273421208,True,256,
3,4.099616181915195e-06,1.5289165697291803e-06,True,257,
5,3.3631011301889685e-05,1.1853256202539198e-05,True,258,
9,5.243936741466621e-07,3.6796025591526017e-07,True,259,
7,9.686909169467072e-08,6.41117487085658e-08,True,260,
3,0.001131060198557326,0.0009425255175546919,True,261,
3,0.7211877711839542,0.3313836752215536,True,262,
4,0.2960744876459434,0.25975445879724635,True,263,
3,0.014725133792544086,0.00688494693835533,True,264,
3,0.003991251859667223,0.0008030208759738005,True,265,
4,5.6708352130594706e-08,2.563925211525631e-08,True,266,
2,1.3474750756454374e-08,3.0317653497434507e-09,True,267,
8,2.275446358036738,1.667750164324968,True,268,
3,0.0014913724306813106,0.0002862923139087469,True,269,
2,0.0738147990852552,0.009511311363293591,True,270,
10,0.003646245555267072,0.0028185768542388265,True,271,
6,147.9548648649141,139.40106740938938,True,272,
7,84.59551694944263,56.74777701156523,True,273,
5,266.482641642259,100.3922475516807,True,274,
4,1.1444200432115705,0.5363938144505643,True,275,
3,0.007361579696121251,0.002260506318903701,True,276,
3,0.048543127574708106,0.010219673386254192,True,277,
4,0.031254249334353605,0.02283256633108425,True,278,
7,0.04368686140847126,0.020916352640362894,True,279,
2,0.40186305113443394,0.05050475541113085,True,280,
3,0.049810344740609254,0.02285237316087463,True,281,
7,0.1313858238320009,0.0801701554592321,True,282,
6,0.00028072850639810086,0.00024364495982973056,True,283,
6,0.09079530143653564,0.0792588248056088,True,284,
9,0.04672071862653438,0.044644514694076126,True,285,
6,0.02195733015870185,0.00891769954706305,True,286,
10,9.279370166153706,5.962702742514699,True,287,
3,0.08169854654731877,0.07389854772544749,True,288,
2,0.017006159210425784,0.0021260586233751125,True,289,
5,0.056162364447224646,0.044910226796504416,True,290,
4,0.020724529324029885,0.012037807040633949,True,291,
5,5.1612422757064186e-08,4.8079714094190096e-08,True,292,
16,1.7681334265995032e-06,1.6735243605411914e-06,True,293,
3,0.004705352927055313,0.00117597679668769,True,294,
6,0.02426226282758782,0.006790937607568933,True,295,
3,0.2210868563591124,0.039331709195861875,True,296,
6,1.2575576073473902e-05,1.0661641788942408e-05,True,297,
4,0.04192256837809179,0.03462607696148157,True,298,
5,0.019326764017475666,0.0056433550544763515,True,299,
3,2.2708652588768415e-07,1.449507989851888e-07,True,300,
4,0.04892322741583839,0.01508145983837287,True,301,
4,0.0286027067063213,0.0266716586149516,True,302,
14,5.892887208695861e-07,5.568988122960392e-07,True,303,
8,5.7098834325863184e-08,5.2278920461133335e-08,True,304,
4,19.927571879851236,6.898919524761356,True,305,
3,28.76053393301123,5.135285750709179,True,306,
10,4.057100874381852e-06,3.3231775872605447e-06,True,307,
4,1.9064770979698267e-07,6.363448036796066e-08,True,308,
3,0.030498895743464167,0.009372060355704865,True,309,
4,0.015420044815327818,0.006964813611758654,True,310,
3,0.00037307016926049373,0.00012254630966971445,True,311,
7,0.018937538387230696,0.016118455079882427,True,312,
3,0.0102785120198716,0.002750741255570047,True,313,
3,5.245089776245472e-07,2.772894244399153e-07,True,314,
3,0.01543999975110294,0.002741260121114872,True,315,
2,0.017472150621655656,0.002186469098196392,True,316,
3,0.0001098208698414089,9.445772910550551e-05,True,317,
5,0.0189204786985518,0.014004419203077729,True,318,
3,0.0037768010987539874,0.0006794637610989286,True,319,
5,0.0006318800765062338,0.0003299628440327295,True,320,
6,2.3175751390690706e-06,1.54334054720605e-06,True,321,
3,1.1119103347922593e-08,8.376980178038816e-09,True,322,
4,0.003015567491462243,0.0015683792875687888,True,323,
4,0.0027427407640930913,0.0013568701882134525,True,324,
4,6.405349418553221e-05,6.147200759675832e-05,True,325,
6,0.052095301349014085,0.02554199362636581,True,326,
3,0.0005605154439033311,0.00024177463827006898,True,327,
7,0.061614011342249565,0.02788577312387094,True,328,
5,7.87538251125838e-07,2.9061502142234564e-07,True,329,
6,5.483181640288467e-06,5.350903573238987e-06,True,330,
6,0.07715191660475361,0.06413958567698387,True,331,
4,0.0050502301484271,0.0013425203754532822,True,332,
5,0.03218852932129831,0.019504446438650225,True,333,
6,0.014085794919530492,0.009103835674070452,True,334,
3,0.008814713833976194,0.001775224303094517,True,335,
5,0.006348553366075721,0.004626027466036695,True,336,
5,0.06127243012452379,0.03972758210373242,True,337,
4,2.8703227357889174e-05,9.601376934088615e-06,True,338,
15,0.009095718070371564,0.00852548790029617,True,339,
20,5.284487190243443e-06,5.103618800038628e-06,True,340,
4,3.330419684175147e-09,3.1576638273951916e-09,True,341,
12,5.28705823171585e-05,4.004675262849965e-05,True,342,
3,0.000255403195522163,5.547118772269546e-05,True,343,
7,2.8850620113391794e-08,1.949146056456504e-08,True,344,
2,0.03898425502823476,0.004928350088404695,True,345,
6,0.005742860140340926,0.004507817647472785,True,346,
4,0.011765961401277987,0.0027353134705171197,True,347,
27,0.019776681434955142,0.013217043214880543,True,348,
4,3.0506174207675968e-09,2.6743039099734512e-09,True,349,
2,1.2505900593399316e-07,1.564803862993462e-08,True,350,
3,3.2596886204983646e-07,6.272133042514208e-08,True,351,
5,31.631476448333167,11.019797761912585,True,352,
3,1.5424571784769045e-05,1.2553931990245377e-05,True,353,
7,0.004832855845148058,0.004801445656185365,True,354,
6,5.5422707507895734e-08,1.7552437765641503e-08,True,355,
9,1.8437725752015514e-07,1.4918031757992823e-07,True,356,
11,0.10508578758978775,0.09027209905338451,True,357,
8,1.1850519138644299e-07,7.603718067751865e-08,True,358,
15,7.222005880067107e-07,6.90505704241718e-07,True,359,
3,2.979248699243565e-08,1.0376925014738997e-08,True,360,
4,7.64301680479672e-09,2.912692827694302e-09,True,361,
11,2.2657727425845264e-07,2.208054373738807e-07,True,362,
4,3.589533954775302e-08,1.4378239049801987e-08,True,363,
4,3.2866122309008496e-05,2.5020020177480974e-05,True,364,
3,3.42854913560569e-05,2.6284264618486646e-05,True,365,
4,1.0158442114652635e-07,8.748409279963388e-08,True,366,
4,6.28351247021551e-09,2.9583056629263024e-09,True,367,
9,1.3417284512410792e-07,1.0643558663313038e-07,True,368,
5,2.4857115210586186e-09,2.0439329471563045e-09,True,369,
3,9.039360059067546,3.395117261306042,True,370,
3,1.4555914312570843e-07,6.260463354105254e-08,True,371,
3,0.02421147438100696,0.006049524850648855,True,372,
9,0.1011550938922975,0.09512928157149539,True,373,
6,0.0004310134156062532,0.0002508980064843184,True,374,
4,0.00010473171726906836,0.00010019666127312387,True,375,
10,0.24978709322660086,0.15098201929226782,True,376,
3,3.830540953508771,0.7237739847940935,True,377,
9,0.019593111270097628,0.01759990287950875,True,378,
6,0.03188691864118636,0.01670021663697371,True,379,
4,0.25892069549298574,0.1745430538286437,True,380,
7,0.294302008251862,0.16861005683102132,True,381,
9,0.059887583967309546,0.0577203212427791,True,382,
3,0.00279705205700354,0.0005328336279019434,True,383,
9,5.095791216719043,3.8901079236830234,True,384,
3,1.8562988823029232e-06,3.476853854029601e-07,True,385,
5,0.0004929479952107898,0.0004735853910759185,True,386,
3,4.5032388996997824e-07,9.194001610382293e-08,True,387,
5,0.0008379087260354263,0.0005724869479464285,True,388,
7,0.0023205204492472604,0.0014867848144356293,True,389,
4,0.0762127859610778,0.07516203869893677,True,390,
4,0.8152636901818351,0.5459245743939677,True,391,
9,0.011932474142286447,0.009745109087710695,True,392,
5,0.0028724183751260507,0.0011950558377173102,True,393,
6,0.004800285416565267,0.002112311430077138,True,394,
6,0.001472831966837302,0.0007107309951330519,True,395,
3,0.0010985760323207873,0.000301704592642914,True,396,
6,0.0017970507279649215,0.001623412129774466,True,397,
3,3.414957564515825e-08,3.207729234868879e-08,True,398,
16,0.09122730816323077,0.05073028876990904,True,399,
3,0.014950996098946545,0.0028902095645957355,True,400,
4,0.004301872909515278,0.000860809190562159,True,401,
4,2.0397186661453656e-05,6.205013114056225e-06,True,402,
3,2.029500686843964e-05,1.1060157028719825e-05,True,403,
5,8.770394948411466e-05,5.9120474281011433e-05,True,404,
5,0.00028360689823627523,0.000278314786440417,True,405,
7,3.1492991602399695e-05,2.9970032299686024e-05,True,406,
7,0.7544565083518956,0.2666200490361025,True,407,
7,0.0016211248347832343,0.0014347901447858032,True,408,
6,2.57622626680545e-05,2.5496580860544886e-05,True,409,
6,4.687564548359381e-05,2.7427751059524547e-05,True,410,
7,1.5745921089703363,0.4227837194691682,True,411,
9,2.3352719148254787e-05,1.9703203208335125e-05,True,412,
6,0.0007121352986491175,0.00046943298643410377,True,413,
3,0.0012484088756364246,0.00024225374692321525,True,414,
2,0.0004394460077384962,5.759056992527936e-05,True,415,
7,0.00028987898406280615,0.0002695780281706884,True,416,
3,2.3334447544164303e-05,1.2373065314648784e-05,True,417,
4,0.06871859089338705,0.036504482304886655,True,418,
3,1.1107897842513524e-05,6.975668769712467e-06,True,419,
3,6.938418814629535e-05,5.173486153236453e-05,True,420,
9,4.447036754000738e-05,4.143516351763765e-05,True,421,
2,0.00252308919699892,0.0003154601854689586,True,422,
2,3.8157089043795045e-06,4.777479242517158e-07,True,423,
10,0.00010335794981935779,0.00010244474659957159,True,424,
7,7.910657137798033e-06,7.565946787453333e-06,True,425,
4,2.1409258341584494e-06,7.157371778347623e-07,True,426,
8,1.7012858684128232e-06,1.2310651426308919e-06,True,427,
10,3.485649551635972e-05,3.439113170940086e-05,True,428,
6,0.026633729489506593,0.026587784416854148,True,429,
3,0.00011058824791419715,4.648056445126646e-05,True,430,
3,1.493617925404339e-05,9.197368967208581e-06,True,431,
6,1.3208592758703964e-05,1.3029063481640651e-05,True,432,
3,0.03202049021949976,0.006474529726216347,True,433,
