ref,boot
1284,-1
266,213
14,7
771,726
481,346
25,34
634,442
1739,1212
887,546
283,117
1472,1134
961,797
-1,-1
784,800
1674,1209
1120,983
-1,81
1349,489
1781,1257
1804,-1
747,383
1131,456
1787,1304
372,277
1015,641
1615,1215
254,189
1790,1282
487,-1
1403,1030
-1,-1
1677,1231
1604,1241
614,414
767,877
1531,1086
1583,1105
566,400
-1,-1
492,425
1491,1049
447,381
1179,986
1567,1123
-1,-1
1246,586
1754,1266
242,141
1189,949
397,286
-1,-1
425,351
1528,677
-1,77
1496,1098
1160,1002
987,552
1418,1043
441,492
1362,1022
580,382
1317,962
1618,1128
875,615
393,-1
826,764
783,-1
1155,956
512,568
3,2
663,507
188,75
1094,1003
246,156
894,334
1794,1298
675,570
298,244
-1,416
41,-1
748,418
66,20
1614,1076
-1,-1
525,320
1684,1181
798,555
1055,716
-1,805
1795,1305
1443,-1
-1,335
317,218
-1,-1
1080,892
1557,1162
1179,986
-1,-1
357,242
1082,893
1656,1254
751,312
1393,853
8,11
814,747
888,583
738,609
-1,951
1773,-1
558,356
651,-1
1528,677
576,393
97,-1
1461,1023
206,241
317,218
1168,656
31,66
787,822
105,157
1300,883
1122,1008
1129,369
1099,374
759,900
-1,-1
1539,1055
246,156
866,820
359,253
522,505
1385,1071
1549,739
632,565
334,185
193,79
1203,849
1258,969
814,747
-1,-1
713,795
438,495
304,254
-1,1010
750,311
408,432
13,1
119,31
-1,951
1196,682
765,954
-1,779
149,165
785,872
584,385
1391,876
1221,815
654,-1
307,143
-1,-1
1105,548
-1,448
198,169
417,-1
1551,1164
916,663
1261,825
1301,939
190,-1
-1,-1
1564,1131
1037,319
853,655
340,276
1083,847
193,79
20,-1
1713,1192
1668,1155
-1,-1
136,152
589,812
938,833
961,797
58,39
212,163
514,-1
-1,-1
5,3
43,64
928,827
1502,1127
-1,-1
95,145
321,107
960,942
785,873
1668,1155
248,118
109,149
40,46
1012,684
412,339
1003,716
150,166
1018,576
173,-1
740,694
16,8
1516,-1
132,147
221,190
1431,1046
1343,1011
-1,-1
1038,748
269,167
1768,1289
508,315
476,307
1798,1299
483,745
833,560
205,241
13,1
1372,678
11,-1
-1,-1
31,66
619,422
1395,-1
1798,1299
326,233
1785,1270
1250,672
702,602
1670,1211
-1,-1
1293,1038
-1,1044
365,174
-1,1094
1634,1153
-1,310
1665,1219
1414,1066
1723,1206
-1,-1
978,667
1638,1255
855,651
348,219
939,833
114,115
1523,1081
1046,-1
-1,331
-1,1151
1624,1079
411,370
1394,-1
307,143
616,305
451,461
-1,577
-1,859
373,273
