ref,boot
861,564
221,156
829,500
683,686
561,439
1401,1025
369,244
1736,1258
917,786
1627,1195
1058,846
1473,1060
1338,982
1004,738
749,-1
1762,1193
465,286
1480,1101
1490,514
359,242
-1,388
1012,734
272,175
1280,911
295,220
-1,460
1675,1077
376,262
293,248
1704,1150
362,264
943,802
1409,1023
371,267
1038,405
1271,947
-1,-1
-1,-1
260,198
1538,1070
1277,-1
-1,469
1320,963
1254,907
685,324
1544,1100
-1,1048
-1,-1
409,304
250,181
1160,964
1735,1259
72,45
1546,1118
700,-1
1105,504
525,571
411,325
-1,1106
965,-1
1131,337
-1,281
342,227
1446,451
504,393
1209,885
-1,1257
571,640
-1,1096
305,167
1229,791
953,555
294,-1
-1,-1
934,599
-1,-1
1495,1037
-1,1067
1068,811
1588,1171
526,421
1431,1026
929,-1
1015,613
-1,-1
-1,-1
1703,1150
-1,-1
1460,478
537,349
190,50
731,468
128,131
221,156
301,219
662,479
190,50
1562,1210
201,52
616,-1
650,690
363,244
1665,1115
1694,1273
1502,1201
-1,-1
-1,951
525,411
782,742
956,730
1450,1093
253,106
-1,880
176,44
1224,848
234,189
850,693
-1,-1
1249,922
1760,1267
671,541
1719,1031
735,694
1697,1207
1565,1103
-1,1170
-1,-1
-1,-1
736,-1
711,448
872,853
-1,48
498,370
1248,591
552,681
-1,62
-1,-1
703,436
710,583
939,729
150,160
-1,-1
768,612
1190,938
-1,733
-1,-1
1691,1121
1092,725
200,51
-1,-1
783,665
1407,-1
352,217
1799,1276
1624,1134
779,566
1739,1181
461,312
-1,1253
384,247
1135,654
285,224
-1,366
-1,866
1440,1074
816,-1
1628,1122
1036,716
457,354
529,450
1780,1236
710,583
1515,1091
408,296
459,509
221,156
-1,-1
1663,1168
1263,881
706,624
1670,1261
727,644
771,447
1468,1169
641,638
1359,512
1307,-1
-1,-1
-1,-1
493,-1
12,10
276,121
165,42
1720,1147
340,237
43,37
-1,-1
421,293
1379,941
1308,-1
1217,339
1562,1210
1445,1090
1025,751
537,349
14,3
-1,1087
665,662
-1,-1
-1,-1
-1,-1
1487,1189
-1,-1
1774,1215
-1,-1
1794,1269
-1,-1
43,37
1540,-1
818,540
417,358
1647,1202
976,-1
342,227
1111,598
-1,388
1667,1164
883,702
-1,561
-1,114
-1,410
505,552
320,187
188,173
770,740
1118,728
9,7
298,192
-1,-1
487,320
198,99
190,50
1620,1178
1744,1182
830,597
212,111
907,493
926,634
1047,827
304,249
1640,-1
-1,-1
815,741
946,766
923,587
163,148
1533,1111
1691,1121
362,264
57,65
1701,-1
1523,1102
191,79
1293,684
911,878
873,748
1698,-1
389,289
405,328
619,604
1394,-1
500,409
1277,904
753,469
-1,-1
1302,966
251,182
1221,615
109,101
489,319
664,663
1241,973
-1,852
1538,1070
67,103
1233,903
1770,1152
146,117
418,-1
1107,594
1741,1153
342,227
181,159
-1,696
-1,124
380,272
-1,-1
1353,997
839,480
-1,1051
-1,176
1574,1073
-1,-1
800,736
1357,1003
709,625
348,233
-1,-1
1812,1243
1189,867
-1,-1
53,113
59,86
943,802
1420,374
1281,911
89,95
-1,125
-1,-1
414,363
1157,957
-1,291
268,125
669,780
1386,-1
1387,908
163,-1
-1,751
140,90
-1,-1
64,49
726,764
1557,1043
1394,1005
8,-1
1163,893
1338,982
-1,-1
237,73
102,100
-1,1107
1780,1236
1605,1054
179,64
645,-1
323,-1
226,168
1008,568
590,429
1277,904
-1,-1
1090,404
-1,-1
32,22
1382,1018
47,93
1778,1254
670,542
604,360
1197,752
-1,-1
1335,1004
525,411
1333,486
1514,1092
1554,1116
1226,974
1464,424
107,78
454,340
-1,620
1016,614
65,59
525,411
83,40
542,426
47,93
978,858
1672,1213
623,642
-1,-1
1391,908
1301,961
1181,683
110,-1
439,282
360,228
1777,1255
797,502
-1,-1
628,367
0,0
933,599
431,420
1084,857
344,218
-1,-1
523,-1
513,321
-1,395
-1,695
1719,1031
321,216
1498,1125
1294,684
1755,-1
1240,869
-1,1192
630,428
222,-1
1643,1197
1176,592
