ref,boot
1291,898
1415,1047
-1,-1
891,507
-1,-1
160,136
228,114
242,178
290,-1
-1,719
1555,1064
768,757
1778,1272
63,118
174,77
-1,-1
1378,984
-1,-1
213,187
-1,-1
68,67
-1,-1
96,80
-1,1122
874,609
794,615
-1,-1
1030,577
-1,-1
1254,885
667,646
168,141
1532,1054
74,30
1332,1015
399,298
1023,527
959,972
266,250
1113,536
1414,1057
129,131
694,-1
1184,871
-1,-1
1223,494
983,-1
-1,-1
803,672
633,-1
-1,-1
602,510
1100,977
1270,980
1717,1229
1638,1251
1456,1107
152,162
918,661
735,567
259,215
69,51
505,546
1606,1122
730,493
354,193
-1,967
329,282
1347,987
265,265
-1,-1
1679,1144
605,-1
956,913
752,540
293,268
1202,622
64,72
-1,36
-1,581
-1,-1
1024,573
538,-1
122,165
1373,993
607,450
876,612
1427,1096
780,-1
376,275
0,-1
1012,687
1450,1026
1721,1289
-1,-1
968,744
641,-1
623,483
670,597
149,182
890,507
1527,793
622,638
452,412
786,802
-1,1109
-1,849
459,381
170,125
253,116
592,374
-1,-1
1456,1107
502,480
1471,1118
899,848
897,729
929,-1
-1,1086
1276,-1
175,77
330,282
1671,1275
-1,74
497,397
1010,685
648,515
1410,990
1448,-1
1523,1220
428,380
346,254
1181,880
1559,1141
212,175
1508,-1
1395,1068
334,239
333,248
467,337
-1,-1
150,181
21,43
153,161
3,4
95,65
1070,875
1510,1037
-1,898
-1,23
787,774
264,207
668,647
-1,-1
801,633
1792,1181
1011,687
494,417
-1,-1
-1,-1
-1,176
1656,1254
1097,952
269,226
818,561
397,308
970,686
-1,-1
90,126
1356,1004
222,190
1132,-1
325,240
181,148
-1,1073
1661,1034
-1,-1
1733,1183
1361,1014
204,159
1245,621
587,426
4,1
366,-1
668,647
398,320
669,648
1606,1122
1535,1163
1353,953
928,727
-1,15
500,423
1012,687
1388,1041
1271,981
1126,-1
1698,1116
-1,-1
68,67
1101,773
1814,1293
639,462
493,416
150,181
-1,-1
614,461
-1,-1
428,380
234,132
-1,-1
856,650
1634,1189
1688,1194
827,717
-1,-1
1668,1226
-1,-1
437,332
1475,1175
321,260
459,381
1668,1226
482,-1
1268,967
1329,953
271,208
425,401
1476,1157
-1,595
-1,698
1673,1248
1143,-1
109,63
290,249
246,55
807,825
1208,555
255,213
-1,1195
1,0
-1,-1
542,359
39,52
411,322
1078,606
929,-1
-1,-1
689,313
177,73
363,254
765,427
1153,753
1476,1157
160,136
1468,1007
1191,-1
548,473
-1,-1
-1,-1
1562,1258
1399,1048
-1,160
226,111
619,587
1149,841
785,836
1433,998
80,24
1562,1257
674,563
-1,1119
1536,1186
-1,-1
1391,1071
917,571
122,165
628,321
1576,1038
467,337
1715,1197
582,397
220,191
-1,-1
-1,-1
1549,1079
-1,519
-1,510
918,661
1620,1188
1015,772
-1,-1
409,316
423,399
452,411
