ref,boot
1233,940
-1,10
934,548
-1,-1
-1,9
1775,1178
1570,1050
871,881
407,339
1009,805
92,122
1631,1087
1131,949
67,112
13,25
-1,-1
686,306
1241,875
796,568
-1,-1
882,595
599,580
1714,1265
45,56
723,727
-1,-1
1550,1071
-1,-1
1319,974
-1,79
-1,56
1477,1116
94,71
1260,830
1267,963
1758,1263
79,51
1454,1078
1487,1102
453,368
-1,880
203,188
1557,1123
484,-1
574,496
177,187
340,257
200,19
74,64
1706,1251
957,917
743,674
624,722
169,165
563,374
1169,708
15,12
-1,1036
-1,-1
470,356
218,109
817,733
1609,1043
41,29
494,334
1341,982
588,556
1427,1066
707,-1
1414,1057
1160,897
-1,-1
-1,-1
-1,-1
-1,-1
509,456
-1,1124
823,591
519,362
20,26
1330,-1
1639,1181
491,395
463,338
1334,965
-1,-1
248,88
1529,1122
762,455
-1,-1
284,218
91,-1
1078,533
-1,-1
496,407
773,802
513,417
138,128
1327,972
519,362
10,12
1106,511
376,283
1292,759
-1,-1
-1,-1
589,520
1124,588
611,525
409,-1
237,39
1666,1106
-1,281
1171,569
1154,692
-1,-1
250,23
110,210
800,489
396,299
-1,-1
1101,-1
1811,1301
809,728
-1,-1
737,404
-1,1029
1798,1254
159,45
456,348
1308,843
174,65
77,35
131,158
-1,-1
-1,-1
251,24
399,309
782,479
1186,934
1222,671
741,673
-1,-1
1404,1027
1360,-1
1110,543
1765,1272
639,480
592,499
1161,938
961,776
-1,-1
304,253
1575,1144
888,481
1175,685
1749,1297
1812,1299
182,214
1608,1043
-1,-1
792,676
983,-1
-1,657
942,838
1713,1181
-1,-1
1070,739
-1,-1
-1,-1
-1,12
386,261
1298,961
259,169
1144,636
1173,683
-1,-1
720,754
994,352
452,454
1609,1043
1798,1254
70,115
131,158
360,267
397,300
335,-1
1189,945
284,218
-1,-1
633,560
772,801
-1,-1
353,216
924,570
-1,-1
1060,819
-1,-1
668,617
1436,1022
5,2
949,613
1702,-1
1058,776
1612,1146
354,216
1098,931
68,113
1722,1285
873,745
1294,911
1610,1106
991,575
1458,1150
118,94
303,252
1554,1106
1186,934
-1,-1
-1,-1
935,647
1222,671
164,188
-1,204
238,-1
1264,921
138,128
977,877
1578,1036
711,405
1098,931
201,20
274,209
-1,-1
828,537
1606,1196
678,709
1482,1029
1270,959
-1,-1
894,-1
-1,-1
990,575
-1,-1
756,310
1455,1131
425,391
40,54
5,2
1618,1172
103,144
1272,886
45,56
858,821
473,359
803,332
109,175
371,-1
1209,895
1094,811
96,118
1261,790
1625,1161
583,606
1636,1204
-1,-1
281,181
-1,-1
283,221
-1,-1
-1,-1
570,650
-1,1105
1608,1043
-1,-1
1161,938
13,25
1205,797
-1,806
1560,1085
196,182
-1,-1
416,342
268,166
1334,965
1786,-1
1094,811
745,536
1245,749
1236,954
244,150
1021,909
1251,643
867,808
93,71
354,216
607,473
1092,797
48,86
783,446
221,106
1442,1041
1729,1174
-1,-1
554,655
140,104
-1,-1
25,47
977,877
1764,1272
1168,780
1043,813
1224,626
733,562
1260,830
427,412
889,512
1112,644
-1,-1
413,313
1199,684
930,574
1023,744
412,432
1614,1063
1587,1159
948,-1
1561,1085
525,375
474,372
1063,772
1012,666
673,702
1031,484
1,0
-1,-1
-1,-1
128,-1
-1,753
952,475
1714,1265
293,243
-1,-1
1329,983
466,327
1158,859
164,188
-1,139
439,335
1487,1102
1130,948
880,677
-1,1024
-1,425
311,256
1721,1284
298,212
477,465
1002,497
1054,927
1651,1098
772,801
1629,1067
-1,1272
-1,-1
762,455
1763,1264
-1,-1
496,407
182,214
-1,-1
632,478
-1,-1
1793,1255
750,471
934,548
126,70
1240,845
682,-1
430,434
1730,1198
-1,-1
628,289
1689,1244
197,-1
861,590
105,132
1003,928
559,445
102,142
1778,1278
1026,600
695,495
589,520
172,134
1229,-1
1029,680
598,449
934,548
-1,-1
1667,1137
1700,1256
1579,1166
1558,1108
1319,974
1068,823
877,-1
912,849
-1,-1
418,353
-1,-1
1523,1099
-1,10
858,820
-1,586
1176,748
-1,609
616,360
1409,1019
32,30
-1,-1
637,354
285,231
141,-1
756,310
-1,-1
-1,-1
872,831
495,406
669,618
1654,1231
1616,1164
1685,1243
1450,1052
1174,685
191,200
1742,-1
-1,-1
986,485
736,502
1224,626
-1,207
-1,1029
1034,640
-1,-1
711,405
-1,-1
-1,1019
525,375
624,722
89,52
-1,-1
1461,1030
1384,1013
1248,716
579,437
504,435
1648,1186
1773,1240
-1,-1
296,199
1808,1222
1233,932
214,93
-1,-1
1246,750
-1,-1
139,96
967,867
1622,1215
-1,298
184,159
248,88
603,295
1712,1229
-1,-1
929,717
-1,-1
1254,-1
891,483
-1,-1
389,298
-1,-1
719,758
261,85
8,14
1694,1201
1244,713
755,311
1100,946
1643,1175
399,309
1721,1284
49,-1
383,-1
1320,969
-1,-1
1724,1181
1734,1292
221,106
437,385
481,491
97,119
1742,1208
966,866
145,143
934,548
1279,937
314,236
-1,-1
1183,842
1389,997
1058,776
-1,-1
-1,-1
-1,-1
808,757
80,-1
463,338
1498,1136
-1,-1
911,889
321,236
596,463
-1,-1
1046,731
917,784
-1,1053
675,-1
1533,1127
-1,-1
-1,-1
855,767
-1,1181
1413,-1
1404,1027
-1,360
231,196
105,132
1225,781
-1,1221
582,409
516,383
-1,-1
250,23
668,617
-1,1153
830,572
1661,1141
-1,-1
65,80
-1,-1
-1,-1
1651,1098
1013,871
1651,1098
1186,934
1549,1093
1042,796
1456,1132
-1,-1
695,495
1132,967
435,290
8,14
746,536
459,453
157,9
1054,927
1173,683
-1,-1
1456,1132
-1,-1
-1,-1
1755,1249
1380,1017
619,605
1546,1104
1624,1183
-1,-1
920,787
135,148
1150,689
700,766
424,377
44,-1
24,46
1117,796
500,389
1466,1072
-1,117
494,334
458,-1
1183,842
1537,1110
-1,380
-1,-1
838,695
1433,1075
783,-1
968,868
-1,-1
1039,855
981,539
1486,1095
541,-1
-1,1171
1138,630
459,453
1520,1110
-1,-1
-1,25
484,-1
903,920
1504,1090
1388,1000
734,565
1401,1023
1620,1079
1070,739
520,408
632,478
-1,-1
-1,-1
1804,1223
535,469
1046,731
-1,622
606,656
-1,-1
-1,-1
447,350
238,40
1141,634
-1,-1
253,33
1778,1278
-1,1029
-1,-1
596,463
1484,-1
317,-1
382,293
1152,690
1727,1138
1437,1033
1631,1087
1512,1053
1480,1069
770,700
1499,1135
413,313
-1,-1
-1,181
-1,-1
1775,1178
1414,1057
1147,511
413,313
-1,-1
1070,739
314,236
441,402
1790,1247
1374,1009
-1,-1
1715,1266
1738,-1
107,140
671,662
1061,899
339,180
13,25
1414,1058
950,614
701,659
1277,-1
-1,1006
302,239
548,429
612,526
1013,870
1630,1067
442,337
970,666
1110,543
-1,45
474,372
-1,-1
-1,-1
-1,-1
1727,1138
445,365
-1,-1
-1,-1
1481,1044
-1,188
1181,922
592,499
1338,873
534,469
907,804
-1,625
1380,1017
498,370
1490,1091
1742,1208
1580,1167
-1,987
-1,-1
458,466
749,-1
1623,1182
460,-1
1056,929
471,357
1111,639
776,770
1142,634
500,389
1441,-1
-1,-1
603,295
868,850
126,69
134,177
492,396
1379,1016
782,479
426,411
737,404
1458,1150
701,659
-1,207
701,659
395,291
1333,996
1362,990
1101,629
1719,1153
348,251
368,278
-1,-1
1783,1270
1043,813
1099,931
856,734
1353,993
1224,626
-1,-1
1179,858
1254,953
-1,-1
-1,-1
-1,-1
177,187
540,-1
161,164
1383,1012
1705,1250
563,374
535,469
739,504
309,240
845,658
-1,274
1782,1269
132,173
970,666
-1,-1
1060,819
876,785
1737,1177
1603,-1
610,529
89,52
29,10
-1,1192
866,879
1224,626
933,547
1389,997
1687,1179
1693,1171
-1,-1
487,418
123,105
242,137
457,349
23,10
1253,943
348,251
1620,1079
868,850
537,457
251,24
148,147
907,804
1580,1167
547,-1
771,663
97,119
1401,1023
394,302
20,26
366,269
1796,1257
623,722
782,479
716,307
836,840
1569,1043
-1,747
1334,965
721,755
1190,970
538,401
723,727
-1,2
910,423
-1,814
162,133
1310,827
1809,1273
-1,1268
1812,1299
-1,-1
1122,841
1106,511
692,612
860,668
-1,-1
-1,-1
114,61
852,622
820,703
313,-1
-1,383
692,612
529,451
1787,1255
1052,497
35,49
593,500
568,578
525,375
1586,-1
-1,-1
350,247
228,27
1008,806
-1,387
579,437
949,613
-1,-1
393,315
557,414
1506,1155
-1,933
285,231
1076,628
338,180
337,189
2,1
227,21
1207,883
932,546
183,151
150,156
391,321
701,659
1600,1152
699,615
835,326
382,292
1782,1269
845,658
605,-1
341,238
340,257
-1,1063
1235,-1
596,463
1368,1008
188,135
1160,897
413,313
868,850
573,610
1144,636
1666,1106
116,59
1221,671
-1,-1
1097,935
1457,1097
1788,1239
1164,863
604,294
-1,10
1399,1024
603,-1
1707,1251
1426,1065
399,309
402,382
771,663
1270,959
1411,1031
930,574
1208,896
1662,1141
1262,836
582,409
447,350
731,735
441,402
1283,901
282,213
-1,59
1146,511
126,69
770,700
986,485
-1,-1
-1,-1
457,349
858,820
-1,-1
611,525
1270,959
-1,906
-1,-1
1352,984
-1,-1
260,168
-1,-1
359,266
472,358
-1,-1
959,952
1771,1237
1197,681
598,449
1721,1284
-1,1299
823,591
1225,781
307,233
381,288
323,203
1700,1256
-1,1267
968,869
1185,861
1214,941
301,202
701,659
1740,1226
987,485
339,180
1657,1158
1389,997
696,495
-1,480
-1,-1
-1,-1
729,672
596,463
1600,1152
588,556
188,135
759,657
1689,1244
1110,543
676,563
1415,1042
-1,-1
162,133
339,180
1114,646
293,243
17,-1
1509,1073
189,11
-1,-1
319,205
1558,1108
1729,1174
796,568
1408,1026
1425,-1
602,723
1802,1290
-1,-1
199,170
-1,-1
-1,625
359,266
339,180
765,438
1540,1059
1450,1052
706,673
799,486
267,184
1234,-1
1500,1149
1320,969
27,12
1049,-1
606,656
330,255
789,675
-1,1105
1458,1150
51,91
1420,1039
714,720
1371,1010
929,752
670,661
589,520
487,418
297,234
-1,85
-1,-1
18,-1
1259,830
877,-1
483,-1
348,251
-1,-1
934,548
1553,1162
1606,1196
861,590
14,7
1665,1106
1499,1135
343,207
1709,1124
-1,-1
1801,1289
-1,415
-1,-1
1699,1128
1165,907
709,508
523,-1
1790,1247
-1,1071
1376,1015
-1,-1
-1,578
1638,1236
208,117
990,575
122,45
1720,1227
1131,949
485,415
903,920
1030,541
-1,-1
624,722
1654,1231
-1,1153
306,171
1149,688
678,709
1137,779
-1,-1
1506,1155
1402,1037
110,-1
990,575
74,64
507,331
-1,-1
1103,892
-1,-1
1739,1225
1190,970
993,517
1388,1000
-1,782
-1,-1
1160,898
1512,1053
1113,576
990,575
1652,1192
1659,1105
566,577
630,439
999,-1
1246,750
798,486
618,581
886,601
1614,1063
112,145
79,51
-1,-1
156,153
1753,1241
1348,981
594,369
1006,864
538,401
706,673
777,665
155,124
83,100
753,518
-1,1206
961,776
1469,1083
908,804
1250,643
1468,1142
1590,-1
232,197
90,53
888,481
68,113
272,230
37,-1
625,609
1559,-1
1312,968
165,146
1587,1159
-1,-1
992,517
16,16
-1,-1
-1,731
1407,-1
-1,-1
-1,1029
407,339
-1,408
-1,-1
42,8
312,256
538,401
1551,1071
-1,671
1098,931
1213,944
57,66
298,212
-1,679
231,196
139,62
-1,-1
1103,892
456,348
-1,1200
112,145
1407,-1
832,-1
1524,1070
-1,170
840,793
1084,711
293,243
-1,-1
-1,-1
664,-1
494,334
1743,1209
-1,-1
305,171
503,467
184,159
421,344
251,24
826,894
-1,-1
1619,1202
1574,1144
869,851
1188,-1
775,769
-1,-1
109,175
1440,1032
787,852
-1,697
246,223
-1,-1
70,115
379,286
1434,1036
1643,1175
227,21
1250,643
1705,1250
94,71
-1,-1
1276,-1
18,-1
-1,-1
110,211
642,428
138,128
881,594
504,435
1025,597
773,802
882,595
262,85
1064,736
619,605
-1,-1
1287,713
-1,1239
1747,1260
711,405
1006,864
549,452
-1,607
65,80
-1,-1
820,703
1250,643
353,216
28,10
-1,64
165,146
1263,810
1759,1294
655,-1
-1,489
1357,976
570,650
734,565
352,275
596,463
97,119
1086,569
234,228
108,158
389,298
378,282
295,227
1772,1238
84,-1
730,-1
860,-1
641,392
-1,-1
788,674
1634,1113
1549,1093
596,463
282,-1
89,52
571,652
92,122
404,351
-1,71
1658,1105
69,114
1506,1155
138,129
-1,1181
1368,1008
1391,1014
1308,843
539,387
1611,1220
495,406
925,509
-1,-1
439,335
131,158
-1,-1
132,173
168,45
548,429
-1,206
1315,988
938,815
-1,-1
1028,679
1209,895
1129,930
690,693
346,264
312,256
-1,1084
833,488
1669,1193
1280,-1
21,38
1064,736
916,783
-1,839
318,204
1002,497
252,34
1764,1272
1710,-1
1640,1121
-1,-1
-1,-1
-1,-1
1396,1003
1325,872
645,523
1164,863
-1,-1
340,-1
219,108
525,375
21,38
1536,1190
