Satellite 	COSPAR 	Date 	LS 		Launch Vehicle 	Remarks
Starlink v1.5 G3-4-17 (Starlink 4471) 	2022-105S 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-18 (Starlink 4334) 	2022-105T 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-19 (Starlink 4449) 	2022-105U 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-20 (Starlink 4406) 	2022-105V 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-21 (Starlink 4458) 	2022-105W 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-22 (Starlink 4464) 	2022-105X 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-23 (Starlink 4459) 	2022-105Y 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-24 (Starlink 4440) 	2022-105Z 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-25 (Starlink 4428) 	2022-105AA 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-26 (Starlink 4456) 	2022-105AB 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-27 (Starlink 4620) 	2022-105AC 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-28 (Starlink 4617) 	2022-105AD 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-29 (Starlink 4621) 	2022-105AE 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-30 (Starlink 4579) 	2022-105AF 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-31 (Starlink 4418) 	2022-105AG 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-32 (Starlink 4632) 	2022-105AH 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-33 (Starlink 4630) 	2022-105AJ 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-34 (Starlink 4424) 	2022-105AK 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-35 (Starlink 4438) 	2022-105AL 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-36 (Starlink 4625) 	2022-105AM 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-37 (Starlink 4624) 	2022-105AN 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-38 (Starlink 4626) 	2022-105AP 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-39 (Starlink 4467) 	2022-105AQ 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-40 (Starlink 4569) 	2022-105AR 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-41 (Starlink 4571) 	2022-105AS 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-42 (Starlink 4562) 	2022-105AT 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-43 (Starlink 4570) 	2022-105AU 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-44 (Starlink 4560) 	2022-105AV 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-45 (Starlink 4572) 	2022-105AW 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-4-46 (Starlink 4566) 	2022-105AX 	31.08.2022 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-4-1, …, G3-4-46
Starlink v1.5 G3-5-1 (Starlink 6038) 	2023-058A 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-2 (Starlink 5954) 	2023-058B 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-3 (Starlink 6039) 	2023-058C 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-4 (Starlink 5988) 	2023-058D 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-5 (Starlink 5876) 	2023-058E 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-6 (Starlink 6033) 	2023-058F 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-7 (Starlink 6035) 	2023-058G 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-8 (Starlink 6034) 	2023-058H 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-9 (Starlink 5981) 	2023-058J 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-10 (Starlink 5980) 	2023-058K 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-11 (Starlink 5997) 	2023-058L 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-12 (Starlink 5992) 	2023-058M 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-13 (Starlink 5984) 	2023-058N 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-14 (Starlink 5967) 	2023-058P 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-15 (Starlink 5991) 	2023-058Q 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-16 (Starlink 5093) 	2023-058R 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-17 (Starlink 5553) 	2023-058S 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-18 (Starlink 5548) 	2023-058T 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-19 (Starlink 5559) 	2023-058U 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-20 (Starlink 5562) 	2023-058V 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-21 (Starlink 5561) 	2023-058W 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-22 (Starlink 5554) 	2023-058X 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-23 (Starlink 5552) 	2023-058Y 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-24 (Starlink 5540) 	2023-058Z 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-25 (Starlink 5543) 	2023-058AA 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-26 (Starlink 5955) 	2023-058AB 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-27 (Starlink 5976) 	2023-058AC 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-28 (Starlink 5974) 	2023-058AD 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-29 (Starlink 5979) 	2023-058AE 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-30 (Starlink 5837) 	2023-058AF 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-31 (Starlink 5829) 	2023-058AG 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-32 (Starlink 5888) 	2023-058AH 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-33 (Starlink 5887) 	2023-058AJ 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-34 (Starlink 5886) 	2023-058AK 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-35 (Starlink 5891) 	2023-058AL 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-36 (Starlink 5885) 	2023-058AM 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-37 (Starlink 5874) 	2023-058AN 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-38 (Starlink 5877) 	2023-058AP 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-39 (Starlink 5533) 	2023-058AQ 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-40 (Starlink 5535) 	2023-058AR 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-41 (Starlink 5538) 	2023-058AS 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-42 (Starlink 5482) 	2023-058AT 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-43 (Starlink 5551) 	2023-058AU 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-44 (Starlink 5549) 	2023-058AV 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-45 (Starlink 5550) 	2023-058AW 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G3-5-46 (Starlink 5972) 	2023-058AX 	27.04.2023 	Va SLC-4E 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G3-5-1, …, G3-5-46
Starlink v1.5 G4-1-1 (Starlink 3151) 	2021-104A 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-2 (Starlink 3075) 	2021-104B 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-3 (Starlink 3147) 	2021-104C 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-4 (Starlink 3162) 	2021-104D 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-5 (Starlink 3144) 	2021-104E 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-6 (Starlink 3157) 	2021-104F 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-7 (Starlink 3146) 	2021-104G 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-8 (Starlink 3159) 	2021-104H 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-9 (Starlink 3133) 	2021-104J 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-10 (Starlink 3154) 	2021-104K 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-11 (Starlink 3111) 	2021-104L 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-12 (Starlink 3120) 	2021-104M 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-13 (Starlink 3110) 	2021-104N 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-14 (Starlink 3112) 	2021-104P 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-15 (Starlink 3161) 	2021-104Q 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-16 (Starlink 3149) 	2021-104R 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-17 (Starlink 3135) 	2021-104S 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-18 (Starlink 3139) 	2021-104T 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-19 (Starlink 3114) 	2021-104U 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-20 (Starlink 3131) 	2021-104V 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-21 (Starlink 3121) 	2021-104W 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-22 (Starlink 3123) 	2021-104X 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-23 (Starlink 3138) 	2021-104Y 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-24 (Starlink 3153) 	2021-104Z 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-25 (Starlink 3158) 	2021-104AA 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-26 (Starlink 3079) 	2021-104AB 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-27 (Starlink 3134) 	2021-104AC 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-28 (Starlink 3117) 	2021-104AD 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-29 (Starlink 3049) 	2021-104AE 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-30 (Starlink 3130) 	2021-104AF 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-31 (Starlink 3044) 	2021-104AG 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-32 (Starlink 3108) 	2021-104AH 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-33 (Starlink 3105) 	2021-104AJ 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-34 (Starlink 3128) 	2021-104AK 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-35 (Starlink 3098) 	2021-104AL 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-36 (Starlink 3136) 	2021-104AM 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-37 (Starlink 3126) 	2021-104AN 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-38 (Starlink 3122) 	2021-104AP 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-39 (Starlink 3099) 	2021-104AQ 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-40 (Starlink 3115) 	2021-104AR 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-41 (Starlink 3097) 	2021-104AS 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-42 (Starlink 3137) 	2021-104AT 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-43 (Starlink 3127) 	2021-104AU 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-44 (Starlink 3125) 	2021-104AV 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-45 (Starlink 3150) 	2021-104AW 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-46 (Starlink 3129) 	2021-104AX 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-47 (Starlink 3160) 	2021-104AY 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-48 (Starlink 3145) 	2021-104AZ 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-49 (Starlink 3124) 	2021-104BA 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-50 (Starlink 3132) 	2021-104BB 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-51 (Starlink 3156) 	2021-104BC 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-52 (Starlink 3141) 	2021-104BD 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-1-53 (Starlink 3140) 	2021-104BE 	13.11.2021 	CC SLC-40 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-1-1, …, G4-1-53
Starlink v1.5 G4-2-1 (Starlink 4718) 	2022-111A 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-2 (Starlink 4719) 	2022-111B 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-3 (Starlink 4722) 	2022-111C 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-4 (Starlink 4708) 	2022-111D 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-5 (Starlink 4664) 	2022-111E 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-6 (Starlink 4709) 	2022-111F 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-7 (Starlink 4706) 	2022-111G 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-8 (Starlink 4678) 	2022-111H 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-9 (Starlink 4462) 	2022-111J 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-10 (Starlink 4679) 	2022-111K 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-11 (Starlink 4536) 	2022-111L 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
Starlink v1.5 G4-2-12 (Starlink 4687) 	2022-111M 	11.09.2022 	CCK LC-39A 		Falcon-9 v1.2 (Block 5) 	with Starlink v1.5 G4-2-1, …, G4-2-34, BlueWalker 3
