ref,boot
767,-1
579,507
152,169
1408,1007
548,452
1456,1220
1660,1268
-1,192
368,294
909,768
856,658
355,278
220,-1
196,-1
1583,1078
233,-1
684,451
160,136
1651,1026
1112,590
1629,1015
-1,240
1414,1103
16,18
1446,1034
-1,-1
770,683
444,369
624,381
736,408
353,271
1317,733
1112,590
1347,-1
-1,1275
450,318
1578,1046
1614,1169
-1,215
1497,1261
517,418
238,102
300,-1
1145,558
687,788
-1,-1
1730,1170
-1,1286
533,-1
949,473
-1,-1
597,482
477,454
-1,-1
-1,-1
208,14
149,165
1520,1073
188,-1
-1,-1
335,253
1481,1231
514,391
578,540
-1,-1
149,165
1028,694
-1,-1
-1,770
-1,-1
1700,1285
391,303
326,266
1396,1011
1654,1201
-1,-1
167,87
-1,-1
385,299
683,617
-1,-1
-1,-1
355,278
102,92
1168,637
-1,-1
1003,826
384,297
1524,1038
1009,744
1152,-1
124,134
1472,1221
-1,-1
1490,1033
1727,1132
96,83
738,502
805,823
425,330
307,234
548,452
1480,1114
-1,-1
-1,-1
1767,1174
-1,1247
474,376
912,704
-1,-1
824,467
0,-1
-1,988
1644,1183
1630,1016
1485,1222
649,545
1013,808
-1,-1
360,248
-1,-1
1456,1220
1556,1069
1487,1144
509,506
920,631
1814,1240
845,790
66,36
1622,1244
-1,-1
1538,1074
713,718
1703,1206
1415,1071
1704,1207
839,824
358,236
1739,1075
-1,1040
939,846
421,368
-1,-1
795,561
123,152
216,170
-1,-1
664,583
-1,720
532,399
-1,-1
-1,-1
133,46
1074,410
-1,-1
-1,-1
545,478
1241,673
772,709
1295,976
78,73
989,555
-1,-1
809,676
218,176
-1,-1
1743,1277
1560,1022
524,426
1622,1244
525,516
894,623
-1,738
1106,463
472,396
-1,630
922,697
-1,-1
394,326
8,16
1608,1274
1755,1175
394,326
505,358
1615,1129
530,429
1272,925
-1,1055
-1,-1
404,322
340,222
1765,1279
416,345
669,642
-1,-1
-1,317
1324,940
1567,1079
459,-1
-1,-1
1404,1000
1667,1049
1268,949
359,237
-1,-1
-1,-1
101,-1
1044,738
-1,-1
1087,463
880,665
1473,1194
1633,-1
1179,895
93,66
978,754
80,15
-1,-1
95,75
395,301
1483,1150
1444,1219
-1,1004
-1,153
738,503
1087,463
-1,-1
-1,1235
858,765
929,461
-1,-1
447,356
986,350
593,419
1384,982
1171,630
291,-1
778,690
1514,1139
676,747
-1,-1
-1,-1
927,491
1220,-1
8,16
1344,1018
820,714
711,385
1402,1029
425,330
402,306
-1,244
545,478
436,387
-1,365
1332,-1
690,657
65,97
531,430
771,711
-1,-1
260,210
-1,-1
139,98
-1,325
1294,933
1170,664
952,652
1806,1198
200,26
-1,133
-1,-1
525,515
361,249
-1,-1
1303,927
1688,1254
316,-1
1585,1205
-1,-1
-1,-1
10,5
758,570
-1,-1
1347,-1
417,379
330,231
128,143
439,316
1249,751
1270,961
323,254
-1,-1
322,262
211,175
1772,1238
1141,602
219,177
1783,1283
956,862
123,152
-1,-1
612,543
436,387
907,783
397,315
31,22
116,110
982,529
356,277
205,123
1781,1171
281,-1
415,444
-1,-1
449,-1
499,394
-1,-1
1550,1123
-1,399
1297,969
-1,-1
-1,-1
1074,410
761,822
-1,104
251,205
500,425
678,535
-1,1265
656,-1
1246,645
1706,1162
-1,389
-1,-1
906,782
762,613
747,560
-1,233
1172,630
665,546
165,55
164,157
1325,910
671,643
548,452
1523,1076
935,337
96,83
1672,1226
1766,-1
-1,979
833,359
1157,839
1521,997
1352,968
321,269
1562,1106
1182,817
1479,1077
221,183
726,735
1787,1289
1187,902
596,482
1301,906
-1,-1
-1,-1
-1,-1
1150,595
1804,1258
-1,458
1490,1033
286,199
1301,906
1325,910
498,394
428,310
190,101
-1,-1
809,676
1225,705
1690,-1
-1,-1
679,534
226,186
-1,442
1701,1242
1668,1050
1630,1016
256,111
