ref,boot
55,87
408,290
813,522
1530,1020
757,371
259,134
-1,-1
1170,640
1223,394
-1,-1
309,222
443,302
404,299
861,839
1096,952
906,755
-1,536
173,-1
-1,-1
1636,1237
1218,1009
-1,-1
107,97
-1,-1
365,229
1404,516
-1,-1
1043,704
1172,607
1768,1242
833,503
1009,762
1229,886
320,235
-1,-1
1772,1297
1114,648
1190,1010
1297,383
701,753
-1,1056
1599,1152
757,371
-1,-1
820,630
1175,612
494,309
-1,-1
-1,-1
790,636
1497,1139
1549,1091
177,166
154,114
571,480
962,869
1107,821
1021,881
1550,1090
72,65
116,153
-1,-1
1528,1069
1002,916
-1,-1
1495,1051
456,399
55,87
521,467
1660,1068
-1,-1
1630,1161
1616,1083
650,710
1739,1212
697,-1
519,315
1105,613
934,617
452,548
-1,-1
62,20
82,85
754,905
971,899
361,211
1727,1015
1137,665
1672,1268
-1,-1
-1,-1
727,888
363,-1
968,929
220,132
1618,1137
-1,-1
-1,438
344,263
410,387
1430,1095
1689,1198
-1,-1
465,287
-1,-1
661,-1
1640,1105
1790,1307
1644,1204
1259,810
554,425
1562,1172
983,641
1402,1024
899,702
1481,1028
1511,1034
-1,-1
-1,-1
1649,1227
207,60
-1,-1
1407,1019
96,41
1791,1294
870,670
885,769
1760,1245
1082,882
255,223
1365,831
-1,1193
-1,-1
1160,832
1588,1053
1533,1066
1167,904
-1,-1
869,720
1168,666
78,93
552,382
-1,520
1695,1282
1400,1017
-1,107
1070,963
1589,1104
1270,385
285,175
-1,-1
749,502
1236,946
1697,1292
1028,567
1531,1020
292,213
692,521
-1,-1
1138,634
609,416
17,13
149,146
924,608
612,593
-1,-1
1560,1062
864,532
1324,1005
16,19
-1,371
-1,-1
250,81
-1,-1
1180,920
654,533
616,652
747,441
-1,-1
746,498
1397,739
269,183
1484,1039
961,867
-1,539
1338,985
1782,1302
1368,995
858,714
-1,295
1466,1089
422,388
126,75
1509,1027
860,804
-1,-1
-1,-1
259,134
348,244
118,89
1047,860
1164,896
1780,1290
-1,-1
329,216
-1,6
1402,1024
569,367
-1,262
204,126
506,382
208,60
-1,-1
955,750
-1,-1
994,828
423,313
580,-1
182,-1
-1,-1
1414,1044
712,632
1093,590
714,536
-1,-1
760,-1
1368,995
-1,117
513,294
1241,878
-1,-1
1719,1218
500,422
55,87
648,850
505,423
505,423
-1,475
363,-1
426,359
696,697
474,405
693,362
145,121
1209,865
1173,774
1050,858
523,473
1812,1283
-1,-1
996,863
243,205
-1,-1
-1,289
1029,568
1646,1192
1674,1250
1251,781
1160,832
543,550
1117,908
221,133
520,421
525,505
1305,452
1667,1171
1148,-1
408,290
1643,1205
1144,572
1453,1130
542,549
913,842
309,-1
1717,1255
39,-1
1304,910
196,-1
-1,-1
538,340
364,229
739,438
992,784
1368,995
662,743
-1,767
1558,1082
112,139
651,663
1608,1134
-1,-1
1146,819
-1,-1
-1,-1
182,125
1034,778
392,322
1000,859
1667,1171
203,190
1488,1117
1677,1267
1595,1195
531,381
-1,46
303,227
720,484
452,548
1282,980
1765,1298
954,-1
-1,1231
-1,-1
977,841
-1,499
-1,-1
857,871
1345,807
1705,1247
1806,1309
599,-1
1656,1259
-1,1095
1106,775
1805,1278
-1,203
1121,917
348,244
776,758
127,76
1247,680
578,353
-1,-1
468,-1
547,537
-1,-1
1642,-1
885,769
501,378
-1,-1
630,392
-1,-1
103,123
1753,1226
1246,682
20,15
995,828
510,355
807,588
929,645
-1,394
508,621
676,806
1376,742
1781,1295
1224,394
-1,-1
-1,-1
785,669
1293,587
742,673
919,815
1181,587
937,827
1621,1238
130,154
408,290
1308,983
24,42
190,34
227,55
-1,1302
770,712
176,26
1046,745
217,173
939,555
1660,1068
126,75
1109,776
565,407
-1,-1
624,424
101,-1
1436,695
1540,-1
872,811
310,222
563,504
-1,619
-1,-1
586,545
1426,1050
303,227
1241,878
478,342
1232,918
449,-1
1584,1234
163,116
600,478
754,905
416,303
649,709
745,497
1005,927
153,157
138,130
1448,-1
414,428
55,87
201,23
-1,804
-1,746
521,467
1666,1144
992,784
1694,1282
1100,339
58,70
1626,1191
1296,389
-1,600
162,143
1646,1192
1339,999
1262,825
1103,883
1069,932
953,431
342,210
399,332
1401,1094
501,378
130,154
1391,700
-1,156
396,346
304,215
57,66
182,125
1535,1098
-1,1059
1285,977
-1,466
997,-1
1601,1119
-1,569
762,455
538,340
699,752
1503,-1
1088,779
1421,653
-1,32
1094,590
1448,-1
676,806
807,588
66,71
-1,-1
1030,731
985,643
677,364
112,139
940,659
-1,-1
-1,-1
678,565
823,933
169,181
1075,525
439,286
-1,-1
1101,527
381,260
-1,211
798,535
1209,864
731,759
724,455
409,386
883,605
-1,-1
-1,142
1757,1304
367,255
-1,543
-1,98
961,-1
1599,1152
800,633
646,391
690,459
1039,626
441,323
38,51
277,224
1351,993
8,10
847,591
1506,1200
65,115
-1,-1
1762,1285
1555,1052
-1,-1
383,311
1687,1193
125,128
92,88
881,677
946,744
1529,1101
1272,976
824,492
840,557
765,789
710,469
-1,-1
1412,-1
488,307
1481,1028
500,422
900,627
109,63
-1,524
150,145
926,732
1311,809
470,341
1463,696
917,600
1792,1230
1609,1115
1197,772
1295,415
661,329
595,435
1106,775
92,88
412,325
-1,-1
1558,1082
-1,-1
433,361
1372,520
-1,1213
1294,587
-1,-1
702,754
-1,-1
1251,781
1342,996
1675,1236
-1,-1
200,24
1701,1301
-1,-1
1626,1191
1153,782
-1,92
1484,1039
-1,454
662,743
113,-1
1015,901
845,790
1072,767
-1,-1
665,661
1120,960
452,582
62,20
-1,-1
856,871
184,144
1669,-1
1475,1054
406,321
774,802
746,498
1407,1019
1161,866
886,609
751,427
1213,895
1398,-1
-1,-1
956,837
1055,-1
307,239
-1,-1
1069,932
-1,-1
-1,-1
1001,857
944,561
829,570
1102,598
118,89
160,80
-1,1055
31,44
92,88
1313,979
815,797
1290,935
489,307
512,295
-1,1047
1687,1193
359,257
280,208
1232,918
424,313
292,213
122,117
874,675
531,381
-1,-1
983,641
930,734
41,90
529,344
645,483
628,787
1394,-1
-1,-1
1559,1164
295,185
939,555
307,239
671,563
1469,1142
236,99
978,638
479,343
1248,679
510,-1
461,546
1037,510
1301,969
494,309
1004,914
290,242
1080,881
1419,1029
341,234
1076,526
77,104
845,790
295,185
676,806
1805,1278
692,521
1667,1171
742,673
-1,-1
589,456
1624,1166
1050,858
-1,-1
74,25
866,768
1416,1042
-1,985
914,812
394,347
1442,1057
1352,698
434,317
71,31
1693,1187
459,337
519,315
1723,1258
1746,1253
330,217
862,396
833,503
1403,1031
-1,-1
1762,1285
138,130
1098,-1
1723,1258
1317,809
1148,-1
-1,-1
671,563
-1,-1
254,162
-1,719
-1,948
1443,1056
1211,794
-1,-1
590,584
-1,-1
1063,761
413,428
444,301
1296,389
1353,1002
-1,904
290,-1
770,712
1442,1057
1578,1085
1593,1174
-1,-1
1372,520
-1,-1
876,726
812,522
88,91
1597,1162
771,872
547,537
318,176
-1,955
-1,-1
1317,809
-1,-1
1393,581
-1,-1
1284,982
531,-1
86,57
1229,-1
1312,955
540,-1
633,662
1304,910
1749,1265
695,697
138,130
551,382
1205,941
1762,1284
1484,1039
475,406
-1,596
429,326
1138,634
-1,-1
-1,-1
1581,1153
1472,1097
899,702
-1,288
1568,1147
514,-1
-1,-1
826,844
1739,1212
-1,-1
-1,222
-1,-1
79,94
949,856
1140,719
-1,-1
-1,1190
1308,983
1433,1036
-1,16
1606,1116
479,343
761,554
425,358
1384,-1
257,32
14,7
-1,-1
1589,1104
1434,-1
1265,967
1214,921
366,-1
-1,-1
139,-1
1771,1297
529,344
617,445
858,714
384,283
585,-1
-1,20
124,131
594,435
676,806
568,367
972,-1
548,474
-1,-1
814,592
1543,1182
1215,922
1021,881
1588,1053
-1,-1
-1,-1
716,619
1160,832
632,351
476,366
-1,-1
233,207
1393,581
1016,-1
-1,-1
815,797
-1,-1
302,221
-1,798
1013,897
1453,1130
