ref,boot
1479,1066
466,290
-1,-1
847,389
-1,-1
711,569
1077,664
1,2
382,289
-1,-1
1759,1266
1151,923
-1,-1
918,703
946,554
276,171
149,115
-1,-1
999,608
74,20
72,31
282,201
1063,826
-1,864
-1,198
723,416
399,292
660,301
907,824
1427,1046
126,67
-1,-1
993,656
340,272
206,-1
1443,-1
859,801
972,907
1578,1001
375,274
-1,921
223,152
543,363
1454,1012
1583,1081
694,521
123,-1
978,808
959,841
-1,1239
438,331
1555,1102
1476,1040
1564,1006
596,469
412,409
-1,-1
135,34
1649,1117
154,117
-1,-1
916,729
886,731
-1,-1
519,420
222,-1
295,205
1181,622
1457,1048
148,-1
1361,847
-1,-1
293,202
131,164
-1,-1
1637,1152
16,-1
978,808
373,284
814,388
1771,1234
83,77
1425,-1
1516,-1
336,262
429,393
-1,-1
-1,-1
662,436
-1,1072
525,468
-1,-1
1455,1052
1213,440
710,565
1146,786
1644,1180
1232,624
-1,-1
158,162
-1,-1
-1,-1
400,-1
906,918
1604,1201
1789,1210
1121,658
-1,312
580,-1
1302,582
1757,1172
599,473
-1,-1
-1,-1
119,108
876,668
1394,986
137,92
1188,-1
534,390
-1,-1
333,252
-1,447
79,42
1423,1025
114,70
924,705
1092,459
218,148
333,252
205,159
1135,927
1514,1075
1088,912
480,391
869,697
1716,1238
1479,1066
449,315
1004,906
340,272
815,774
768,367
1524,1041
836,505
-1,-1
646,346
303,209
1157,795
876,668
438,331
1707,1111
428,474
1635,1202
266,181
701,722
8,49
1562,1145
849,402
219,149
242,153
368,277
1609,1171
1726,1222
1405,996
-1,297
1705,1162
51,55
128,109
1738,-1
-1,-1
851,798
726,461
420,308
1195,957
1111,872
-1,-1
32,50
102,131
607,462
-1,-1
751,514
1320,-1
-1,-1
1392,982
980,619
441,321
890,788
373,284
1510,1065
431,408
1036,546
1599,1045
304,203
1638,1217
1168,830
1074,633
-1,-1
1641,1214
90,89
-1,1260
-1,502
560,-1
-1,-1
1403,987
1549,1183
1122,-1
288,186
830,790
793,700
103,101
554,471
930,764
-1,-1
1739,1161
538,306
615,491
689,377
592,589
1009,853
1101,746
782,593
1308,977
535,390
433,385
1499,1073
1143,-1
1310,-1
-1,-1
713,542
-1,216
-1,571
1296,915
678,562
686,338
937,399
1154,736
1459,1061
1611,1182
1437,1076
68,64
-1,351
302,243
1309,988
971,828
1267,575
579,374
-1,-1
1429,1032
1439,-1
1097,430
-1,-1
1649,1117
-1,-1
-1,-1
1287,910
1069,861
1051,561
444,294
271,190
693,334
-1,-1
-1,-1
-1,-1
348,260
1803,1271
-1,-1
729,720
524,544
1470,1009
965,879
750,657
-1,-1
1598,1144
328,246
-1,-1
1013,859
509,347
385,286
678,562
92,107
1411,1042
830,790
1240,972
1663,1124
454,465
1067,859
996,553
1058,877
1368,793
935,766
1171,706
1030,817
228,26
-1,793
1404,995
-1,-1
728,499
1060,926
61,30
139,135
1788,1210
-1,156
1278,621
598,470
746,566
-1,-1
120,-1
-1,-1
1221,930
455,465
424,387
1177,606
1707,-1
-1,-1
781,598
952,357
308,221
1575,1065
1042,526
991,888
2,-1
489,330
1635,1202
-1,236
1662,1225
1699,1224
267,181
702,723
1066,859
737,665
452,372
741,616
-1,-1
1791,1261
1423,1025
-1,1011
1790,1143
408,296
1097,430
424,387
1145,-1
-1,286
394,317
52,55
883,670
149,115
607,462
374,274
1250,839
1031,762
348,260
1464,1018
1588,1226
1029,650
79,42
-1,-1
1105,838
201,11
437,325
82,75
97,41
730,688
348,259
500,489
248,80
830,790
-1,-1
547,543
12,21
-1,1064
1713,1220
1790,1143
-1,-1
632,352
116,83
1241,938
426,-1
213,154
190,29
1619,1189
1648,-1
-1,382
-1,-1
1599,1045
-1,-1
455,465
-1,-1
90,89
1048,586
962,-1
1639,1110
577,335
1699,1224
20,24
200,12
-1,-1
975,749
525,493
521,599
1721,1242
1075,725
1459,1061
1603,1139
1148,-1
1109,870
35,47
607,462
-1,546
1621,1151
1501,-1
167,86
678,562
1494,1030
826,669
282,191
798,791
1090,453
1800,1267
1611,1182
1481,1092
1677,1082
357,267
399,292
1746,1231
8,48
-1,-1
574,356
1202,883
223,152
494,419
1760,1265
1317,951
963,775
-1,47
1298,944
-1,-1
1480,1067
435,304
759,-1
773,-1
558,532
829,704
1098,714
1667,1157
1014,920
744,597
1446,1060
1162,501
1256,713
1088,912
-1,1027
1721,1242
-1,635
624,549
828,-1
-1,772
-1,-1
1224,636
1708,1122
1332,932
179,74
535,390
439,320
184,124
1246,898
1129,715
477,-1
1632,1003
761,460
1669,1235
-1,-1
-1,-1
236,79
1497,1050
1713,1220
-1,-1
-1,-1
-1,-1
1197,812
407,305
-1,-1
-1,-1
219,149
224,127
1604,1201
525,492
194,194
948,-1
1509,-1
801,675
686,338
673,743
768,367
-1,834
-1,-1
561,653
-1,390
720,380
572,517
-1,1079
819,778
-1,-1
-1,-1
-1,-1
152,95
-1,1026
-1,-1
858,825
353,234
1068,860
659,450
1349,974
1801,1271
1572,1240
835,370
-1,678
865,693
1002,627
43,56
-1,-1
816,684
1074,633
575,312
324,230
479,410
1520,1071
1135,927
879,-1
1483,1057
586,337
559,533
1427,1046
1272,968
936,656
1078,664
-1,95
644,350
1454,1012
1621,1151
-1,-1
713,542
1212,440
1779,1216
-1,-1
444,294
1624,1096
482,390
1400,1014
214,154
403,395
742,616
-1,-1
1096,719
429,393
956,428
819,778
1294,605
698,661
1110,871
679,617
152,95
356,276
410,340
607,463
1375,891
1498,1074
264,191
911,728
-1,113
775,779
1236,601
1246,898
989,821
891,789
1196,958
803,426
-1,-1
-1,675
