ref,boot
1430,1028
903,713
1186,909
205,155
1795,1291
-1,6
1277,742
1094,910
1224,414
-1,-1
1763,1276
1215,918
986,554
1472,1051
778,645
1696,1260
283,137
626,533
1579,1083
154,111
150,151
117,43
1240,882
131,140
596,527
95,80
807,869
775,561
1327,810
1394,1020
-1,1106
-1,-1
110,-1
982,629
407,364
1437,1066
220,167
1084,586
397,287
1056,854
-1,-1
412,379
-1,-1
-1,-1
1035,677
1461,1125
143,139
467,534
-1,-1
-1,-1
1196,848
1009,563
1513,1042
1058,816
-1,1151
1510,1087
2,4
676,648
1284,881
1426,-1
465,348
971,844
298,194
1085,586
276,226
368,270
1165,761
-1,1180
809,884
-1,-1
1174,794
912,620
1187,908
469,351
65,49
249,72
1578,1085
-1,1225
1373,1016
1464,1080
75,56
-1,-1
1196,848
791,511
1246,797
-1,-1
797,447
-1,-1
203,133
-1,143
234,147
1676,1156
667,682
1112,-1
847,338
382,315
579,712
902,739
771,685
1585,1212
1798,1299
394,300
1686,1236
5,2
-1,-1
1282,-1
472,-1
1472,1051
-1,980
1364,953
1445,1091
-1,-1
-1,-1
328,186
223,99
1376,-1
-1,33
248,72
845,830
244,178
820,486
1117,923
173,147
765,875
1126,851
-1,-1
208,61
-1,592
535,462
313,-1
509,535
97,52
-1,-1
941,887
190,-1
1253,499
1814,1268
-1,-1
1689,1237
-1,-1
269,69
843,815
103,103
280,180
74,30
-1,-1
1164,781
-1,-1
219,182
1453,1073
-1,718
1089,636
11,7
340,187
46,66
1004,706
759,885
1409,1034
-1,-1
906,759
1050,890
938,825
1168,540
868,621
160,122
946,827
1551,1088
1647,1145
1542,1180
58,-1
1721,1294
-1,-1
1450,1074
-1,-1
324,-1
1106,724
104,53
1364,953
1364,953
687,321
250,261
1012,801
719,-1
-1,-1
34,25
258,210
581,396
1667,1232
-1,650
255,201
-1,-1
676,648
1812,1269
1283,880
948,829
-1,-1
1516,1108
1374,985
495,523
-1,-1
818,518
-1,-1
763,698
442,384
1465,1067
-1,1152
149,136
273,-1
971,844
1285,-1
1136,784
126,91
-1,-1
670,516
1200,750
-1,-1
1010,762
574,694
55,58
1381,1010
1446,1107
496,395
-1,1191
1358,1006
65,49
1579,1083
1602,-1
-1,-1
-1,-1
89,108
-1,-1
1686,1236
1342,969
424,377
1228,792
518,339
1444,-1
1295,1000
1464,1080
757,307
383,278
-1,-1
-1,1156
226,247
-1,-1
-1,-1
200,212
96,51
661,285
261,161
1031,514
108,-1
1393,1011
339,154
632,717
1160,873
1176,796
924,478
144,105
-1,109
384,324
1702,1293
693,-1
132,118
671,517
-1,1105
-1,-1
-1,1120
-1,-1
1005,733
-1,-1
273,258
301,-1
1332,-1
348,237
1701,1258
-1,-1
1687,1158
1174,794
739,469
1693,1210
374,305
-1,-1
1703,-1
58,132
288,-1
1667,1232
-1,1120
646,790
-1,-1
-1,30
-1,23
483,699
1349,-1
1750,1274
1730,1160
1303,426
694,-1
784,508
777,487
-1,-1
1069,765
1107,753
818,518
96,51
1058,816
494,340
190,221
-1,-1
28,6
-1,-1
1241,914
500,490
1198,748
645,695
85,46
602,657
1531,1042
107,123
858,598
1805,1301
820,486
204,86
710,373
1641,-1
1698,-1
654,-1
665,681
250,261
1389,1003
192,124
-1,-1
996,899
1299,940
1324,-1
1295,1000
167,142
1246,797
219,182
359,265
1647,1145
-1,-1
514,663
209,160
-1,769
-1,664
1500,1139
421,411
1150,755
543,710
364,250
362,264
-1,1058
690,786
355,234
1638,1235
589,714
1484,1039
47,-1
818,518
1308,934
445,405
1121,912
-1,1217
412,379
985,514
273,-1
428,401
-1,-1
217,245
851,537
458,458
376,310
665,681
1783,1258
68,125
1562,1215
279,215
-1,-1
-1,-1
1124,892
391,333
-1,-1
295,208
-1,532
1159,872
896,574
892,556
0,0
1789,1286
1562,1215
1428,1055
1747,1259
1652,1208
256,256
340,187
1812,1269
1013,802
765,875
489,431
1470,1081
475,421
1024,443
1576,1112
-1,-1
1569,1118
909,-1
213,114
1424,1062
1724,1295
882,441
-1,-1
-1,-1
915,669
550,361
1165,761
376,310
1563,1122
605,744
-1,-1
1304,785
510,502
1686,1236
582,397
1129,951
1184,873
1499,1144
944,883
216,245
364,250
-1,-1
1509,-1
346,231
-1,-1
-1,-1
-1,408
-1,-1
303,197
1672,1261
-1,-1
-1,-1
-1,-1
886,479
-1,-1
-1,-1
1579,1083
66,70
353,222
774,597
342,266
278,215
1238,-1
985,514
744,416
-1,-1
670,516
141,-1
8,17
1412,1048
440,353
196,101
620,572
66,70
881,440
495,523
1394,1020
-1,-1
-1,-1
1756,1262
