ref,boot
1636,1245
657,471
835,367
525,589
-1,-1
100,101
-1,740
421,316
1443,1126
1786,1297
-1,-1
895,742
949,458
-1,758
1359,987
-1,-1
-1,1117
381,288
428,358
340,240
1696,1266
-1,-1
22,-1
1370,1015
109,189
1516,1271
214,217
554,590
1713,1225
1141,711
936,677
1353,1007
1339,1011
742,616
1596,1294
-1,14
1677,1237
1481,1120
-1,1209
-1,592
-1,-1
-1,-1
817,811
404,331
-1,717
1584,1235
436,460
104,33
1716,1195
209,136
257,73
158,172
975,765
-1,324
-1,-1
150,156
1291,833
609,724
750,587
316,-1
238,82
992,676
426,360
-1,-1
-1,-1
903,857
-1,705
436,460
-1,-1
1074,398
1190,918
1780,1264
-1,-1
1036,718
507,363
829,575
540,-1
719,831
1070,938
944,-1
525,476
-1,-1
1383,989
190,72
709,532
47,61
307,194
1138,818
375,291
-1,-1
90,94
339,282
825,-1
1149,541
1156,881
906,838
1579,1115
346,254
293,261
236,-1
338,283
1433,1014
397,306
1269,950
204,161
842,686
-1,-1
12,2
1207,923
253,46
1324,981
818,605
567,682
-1,876
1193,886
-1,-1
-1,902
-1,-1
1783,1256
33,42
54,62
1342,1006
-1,1047
239,45
-1,440
-1,-1
852,697
1808,1302
863,378
1116,895
467,552
1040,750
1590,-1
952,924
272,229
1190,918
-1,-1
1059,735
1316,962
-1,-1
1352,993
840,556
1621,1233
376,292
-1,-1
664,609
-1,-1
1778,1293
880,-1
447,344
1444,-1
1015,871
260,111
954,-1
-1,-1
47,61
84,-1
1456,1190
882,661
357,265
312,221
85,81
339,276
424,328
-1,992
671,602
-1,304
607,457
-1,541
1132,904
600,778
1390,988
1054,550
170,89
861,841
528,511
-1,-1
1592,-1
196,-1
429,357
1169,524
1312,893
1370,1015
1202,824
177,213
474,345
801,545
1797,1298
-1,-1
-1,-1
761,727
428,359
1814,1306
976,767
-1,220
123,77
348,271
909,914
977,767
935,717
1565,1203
1697,1253
1686,1265
-1,-1
260,111
208,16
-1,-1
-1,506
-1,689
498,403
828,533
-1,-1
1365,979
1761,1277
848,513
507,363
1593,1071
-1,685
1589,-1
985,579
522,419
-1,1089
1197,796
1224,523
-1,-1
1624,1067
774,-1
-1,-1
-1,-1
-1,-1
906,838
1609,1163
609,724
-1,-1
1507,-1
-1,-1
1619,1177
378,289
20,39
1153,674
777,694
128,98
1035,671
-1,-1
1283,943
55,55
190,71
1233,749
1370,1015
1722,1287
977,767
421,316
1624,1067
232,178
31,59
-1,-1
1619,1177
944,634
1315,991
-1,638
286,227
581,441
226,26
1375,996
64,-1
1492,449
182,129
1533,1097
-1,-1
907,692
1576,1160
-1,-1
369,285
393,302
1123,808
-1,-1
1439,1132
1344,-1
1358,1021
-1,-1
818,605
1319,986
-1,-1
1372,1028
1087,506
292,250
163,127
994,411
1246,774
523,420
435,300
1601,-1
820,564
79,122
1479,1121
-1,-1
1066,960
-1,-1
1397,1081
1610,1079
-1,-1
1558,1128
692,729
-1,429
207,16
938,492
-1,-1
-1,-1
1447,-1
68,131
246,142
596,408
1107,667
93,35
918,710
634,499
1600,1155
-1,1043
-1,842
406,326
299,238
-1,-1
1019,-1
546,418
-1,355
623,681
95,154
31,74
-1,205
1715,1087
881,660
1228,822
1156,881
-1,224
1476,1150
376,292
247,143
1756,1264
1491,594
-1,311
1130,920
-1,-1
1155,641
427,359
706,615
1144,666
1812,1305
734,695
1562,1113
1217,-1
1625,1146
1506,-1
604,295
-1,220
575,521
907,692
1132,904
1169,501
1150,541
1298,975
537,601
849,849
793,659
1209,632
1440,1131
86,58
1028,571
473,406
-1,530
-1,-1
63,14
711,380
670,500
1419,1003
449,352
808,415
154,-1
-1,5
110,-1
602,629
1274,958
1752,1212
1700,1211
-1,-1
134,13
792,-1
397,306
1316,962
1169,525
-1,-1
1416,1070
324,246
583,722
711,380
1573,-1
-1,-1
1719,1169
1304,879
188,141
472,405
1736,1249
1577,1027
-1,-1
-1,1220
1567,1220
67,130
-1,-1
1404,388
188,141
1481,1120
128,97
682,472
968,897
1334,972
257,73
259,110
1611,1078
1176,800
959,848
144,202
455,343
1793,1296
1726,1140
520,381
-1,255
23,5
-1,313
706,-1
-1,-1
1479,1121
775,607
903,857
1458,1112
1657,1117
-1,-1
-1,-1
74,44
-1,-1
160,95
143,184
254,138
-1,-1
950,459
560,442
1775,1226
-1,765
671,602
340,240
792,-1
-1,-1
1254,892
701,690
646,912
676,648
1750,1138
1144,666
1209,632
67,130
382,296
1453,1092
1453,1092
666,757
234,197
-1,295
-1,1239
192,117
661,295
1703,1205
1164,868
1069,929
-1,294
-1,1094
1549,1198
1711,1181
739,702
1745,1224
1646,1196
1420,425
517,396
609,724
1148,581
495,473
919,738
413,320
1736,1249
206,29
793,659
1445,1045
-1,-1
-1,-1
66,78
-1,-1
1218,919
1729,1148
-1,-1
1724,1242
197,-1
1635,1175
-1,1248
-1,902
1154,674
986,436
1339,1011
-1,450
138,169
-1,1006
1616,1171
1742,1148
1668,1167
1806,1284
890,578
866,768
518,337
1110,508
1081,765
1544,-1
106,41
607,457
1488,1106
565,346
76,66
441,497
583,722
-1,-1
31,74
1790,1270
-1,832
1626,1130
513,373
-1,-1
-1,-1
615,422
-1,545
713,720
895,742
32,42
1190,918
-1,-1
1203,-1
535,478
457,324
-1,641
1368,997
1435,-1
1017,399
1099,485
1244,873
93,35
1103,819
-1,807
-1,711
429,357
778,870
646,913
-1,-1
1791,1301
1777,1293
601,679
-1,-1
1747,1267
-1,1116
833,470
127,67
1652,1180
1447,-1
1055,549
1186,935
1481,1120
-1,-1
1222,854
154,104
587,308
1563,1157
1495,1059
1405,388
445,335
474,345
-1,-1
173,126
870,655
-1,-1
-1,-1
-1,-1
234,197
-1,-1
36,31
173,126
-1,-1
788,706
594,382
1439,1132
788,706
554,590
421,316
55,55
757,295
620,747
-1,-1
1407,1013
752,543
-1,1048
1401,1029
412,351
881,660
-1,-1
657,471
54,62
640,417
1763,1137
835,367
31,75
1775,1226
721,427
89,93
-1,-1
664,609
-1,-1
664,609
793,659
697,780
1807,1302
1698,1281
1241,-1
-1,-1
928,509
-1,300
1490,593
-1,-1
211,-1
1400,1041
535,478
538,754
1735,1250
-1,-1
167,119
1194,-1
-1,-1
573,548
421,316
89,93
1713,1225
596,408
-1,-1
874,617
598,409
-1,955
-1,-1
1717,1230
159,119
139,51
230,199
-1,-1
-1,-1
579,515
-1,-1
-1,-1
777,694
1803,1308
-1,711
740,614
1322,879
1190,918
-1,-1
1146,506
1330,-1
596,408
864,700
827,621
606,-1
1770,1137
430,349
1461,450
1523,1122
-1,-1
1699,1263
349,252
611,498
-1,-1
410,321
470,323
1724,1242
131,185
1504,1105
-1,-1
1232,911
348,270
-1,-1
69,132
1717,1230
1112,-1
-1,-1
467,-1
538,754
1241,917
759,491
877,620
531,347
919,738
626,548
329,260
262,113
293,261
-1,-1
101,-1
1097,934
-1,-1
31,-1
-1,-1
687,334
937,386
1074,398
495,-1
933,675
8,9
946,726
773,790
969,898
1583,1234
48,116
284,237
1013,928
-1,1001
1814,1306
1308,916
771,603
1241,917
1805,1291
15,10
-1,-1
-1,34
1583,1234
1768,1299
832,-1
773,790
-1,644
1508,1049
-1,-1
-1,705
787,613
55,55
829,576
1265,876
644,370
322,157
55,55
1008,889
1184,883
-1,-1
-1,-1
839,557
1209,632
1014,915
764,730
1133,868
-1,-1
-1,449
-1,-1
1058,735
307,194
707,531
1548,-1
1717,1230
876,620
702,691
1388,1005
-1,1169
-1,1046
44,48
1163,868
-1,-1
144,-1
27,24
205,29
858,888
-1,-1
754,366
1538,1110
1617,1172
303,269
1017,399
1293,638
1690,-1
1371,1083
543,413
445,335
-1,-1
935,717
43,36
1178,640
987,436
407,392
875,618
-1,568
1282,942
294,234
957,875
-1,-1
637,464
-1,-1
8,9
918,710
617,-1
737,611
84,-1
1783,1256
-1,1292
120,87
1739,1240
-1,-1
-1,-1
-1,-1
785,704
106,41
37,49
1536,1141
1297,975
919,738
542,413
1005,760
936,677
427,359
1764,1244
1636,1245
594,382
-1,1094
283,170
289,125
450,456
1638,1275
785,654
177,212
725,-1
89,93
-1,-1
1460,514
-1,-1
1716,1195
169,148
1159,807
1739,1240
1512,1098
110,190
368,286
1606,1053
767,925
996,596
292,250
150,156
1502,1166
1562,1113
592,375
702,691
818,605
247,143
1791,-1
865,769
-1,-1
-1,-1
-1,-1
115,63
1316,962
343,204
236,-1
261,112
-1,-1
1667,1168
1523,1122
1484,1040
1724,1242
-1,-1
1084,846
-1,-1
911,766
-1,-1
779,-1
1381,1005
1624,1067
-1,-1
8,9
704,732
177,212
74,44
42,7
1270,949
1115,782
619,748
1095,836
1803,1308
-1,997
747,504
-1,-1
1448,1017
982,574
1181,639
-1,-1
1660,1232
-1,-1
1480,1104
929,583
1406,-1
499,404
321,157
-1,355
-1,1001
288,125
885,621
1470,-1
-1,1264
950,-1
-1,-1
-1,-1
1169,501
439,340
554,590
-1,-1
285,226
-1,905
1130,920
-1,979
1359,987
-1,-1
689,455
26,24
746,502
172,171
-1,-1
1514,1096
591,809
1245,740
1691,1204
1095,836
-1,106
392,302
260,111
1671,1222
1131,921
-1,-1
757,295
284,-1
723,553
978,847
-1,1107
1054,550
495,-1
584,678
128,97
-1,-1
1722,1287
117,102
1770,1137
107,57
-1,-1
1328,894
-1,-1
1753,1276
1289,670
1579,1115
961,734
1692,1239
1611,1077
1558,1128
308,195
1308,916
883,662
246,142
1479,1121
539,520
1306,947
1197,796
713,720
604,295
-1,-1
510,518
358,264
-1,-1
853,-1
1439,1132
1615,1185
445,335
-1,-1
400,-1
1151,775
291,177
-1,384
-1,986
0,0
1295,964
1714,1087
1389,1004
28,5
-1,1213
1672,1247
732,814
1366,963
914,657
845,642
1476,-1
150,155
-1,492
1613,1159
182,129
1437,1161
1253,827
-1,1072
1446,489
119,128
528,512
176,28
1541,-1
183,193
-1,-1
881,660
683,475
-1,863
-1,-1
1490,593
1271,948
687,334
