Cluster ID,Tier,Size,Min Altitude (km),Max Altitude (km),Mean Density
1698,Minor,7,482.41524747727254,483.46618494490997,5.0727056301360905e-11
58,Minor,7,578.1292659715862,695.5980763425966,3.040858960844523e-12
444,Minor,7,547.7211127890972,548.0064626169111,4.796263906422952e-11
47,Minor,7,372.63836736659147,578.6319252908621,1.2329300877605976e-11
866,Minor,7,490.9895302499663,491.87563464295675,3.878477383695333e-11
438,Minor,7,367.58083043386694,428.0096105041085,4.412009910461691e-11
436,Minor,7,367.55337196141295,368.1936441121772,3.386411115485946e-11
1006,Minor,7,566.7841477442923,568.3284039154053,3.1403779813812534e-11
463,Minor,7,547.5937151916577,548.0363067335626,3.447228294702837e-11
829,Minor,7,491.12698893393764,567.1835960763656,3.6462663357762964e-11
1368,Minor,7,482.99407466235573,483.47270065543614,4.541937520606866e-11
1376,Minor,7,482.6097732272539,483.3354574095616,4.121746100562895e-11
839,Minor,7,482.4405171562135,485.97265927385257,4.409245493224558e-11
861,Minor,7,363.91871301196795,365.8430312320655,4.8681387545883686e-11
833,Minor,7,566.9239167183387,567.2672022279119,3.256483505340771e-11
874,Minor,7,490.73870590459927,491.3251586126145,4.193620948728311e-11
845,Minor,7,547.6713010870377,547.9487203622563,4.6525142100921205e-11
1202,Minor,7,566.5811822984302,567.1188137789303,4.522586599946946e-11
1201,Minor,7,490.6730190482894,491.92249283191376,4.776912985763033e-11
864,Minor,7,491.1611567652356,567.2163113022614,3.5163387256311214e-11
1178,Minor,7,483.139322865447,483.5755645661326,4.6912160514119604e-11
1165,Minor,7,566.4572864914089,567.8981396593973,3.19290190888675e-11
1168,Minor,7,567.0614215357434,567.386630622399,3.0021571195246845e-11
1764,Minor,7,482.4606473062914,484.31733572227694,3.715376766704582e-11
1768,Minor,7,482.62593077199534,483.60260059231894,5.562007481108346e-11
1809,Minor,6,482.59650509069024,483.39791948178413,4.857081085639843e-11
25,Minor,6,581.1375755989588,581.3216576304166,8.90142350356306e-12
68,Minor,6,581.0779957849318,581.5686448449483,5.031239371579121e-12
1747,Minor,6,483.0081775955772,483.44833395739084,5.1666958161985587e-11
1742,Minor,6,455.0206585486792,456.40667071751596,4.060468185139816e-11
67,Minor,6,580.5315258421712,581.2264242334514,5.2247485781783174e-12
1176,Minor,6,490.8985864668479,491.3578711146386,4.4249105242349705e-11
1164,Minor,6,566.7680472592087,567.1809692586912,3.031644236720752e-11
19,Minor,6,580.9559236023333,589.389184182983,3.483165718785545e-12
62,Minor,6,580.8027587010274,588.8538315401487,5.2247485781783174e-12
1173,Minor,6,490.5360958816828,491.43989862735197,4.915133847619602e-11
871,Minor,6,491.0663014915325,491.87152464060114,4.892557773516363e-11
1390,Minor,6,466.29535037164015,588.6974369333033,5.186046736858478e-11
34,Minor,6,581.2822033363534,581.8065107071,5.257000112611516e-12
1779,Minor,6,547.7597758332118,548.0350093149757,4.218500703862494e-11
40,Minor,6,581.2892892120732,581.7146213244731,5.2247485781783174e-12
900,Minor,6,482.7304866578728,483.1325060296226,3.270305591526429e-11
1403,Minor,6,483.051080520059,555.4938101559617,4.7990283236600845e-11
889,Minor,6,490.6337469225628,491.3456270710854,4.670022185927286e-11
881,Minor,6,451.83729544435255,490.8671762677571,4.2539773917390126e-11
1603,Minor,6,435.02843693544713,483.91579551699476,4.176573709099335e-11
1589,Minor,6,454.63176017120946,483.39716741252784,3.4218878033624663e-11
1593,Minor,6,367.30751472203804,369.2694528951375,3.7282773804778614e-11
1563,Minor,6,483.1158085736129,484.65775327414553,3.557344247981904e-11
1060,Minor,6,566.9413771044482,567.4593737537087,2.970366321297673e-11
1012,Minor,6,490.68614792741744,492.2369683591174,3.560569401425224e-11
1015,Minor,6,490.38612166869734,491.6610335788904,4.5345657413078486e-11
483,Minor,6,636.777075634649,638.0187310236944,4.995762683702601e-11
1570,Minor,6,547.6451499895854,547.8949660608992,4.024991497263297e-11
753,Minor,6,566.5979753203727,567.2616197878178,3.028419083277432e-11
768,Minor,6,391.0216967712781,555.3601115977959,3.8121313700041804e-11
757,Minor,6,521.8668147689058,523.8180554353464,7.711341882977998e-11
758,Minor,6,520.6199594459487,523.3810296244957,7.669414888214839e-11
1713,Minor,6,483.0310842588898,483.4396436276082,5.74399828255283e-11
118,Minor,6,610.4603017292358,663.5277053365214,1.3932662875142182e-11
119,Minor,6,321.11207584402433,639.1924494062057,5.644018525809911e-12
1708,Minor,6,547.2746184891658,547.8156247871229,3.4638147981256255e-11
1630,Minor,6,367.289855611491,368.61785837136676,5.515012388077113e-11
334,Minor,6,499.32723958828115,556.3391047363542,1.9479926797652494e-11
321,Minor,6,557.1563604794181,558.0366963340416,1.954442986651889e-11
1618,Minor,6,547.7637319248272,556.2575910446318,5.882679880615587e-11
326,Minor,6,479.29701233469603,568.6709246434998,3.192901908886749e-11
330,Minor,6,557.7982266629477,558.1604019569168,2.1511773466944058e-11
284,Minor,6,339.97616722053846,529.9763448354723,5.731097668779549e-11
286,Minor,6,611.0050960607836,655.6928131669146,2.141501886364446e-11
295,Minor,6,598.0448178378641,688.6894276763378,1.6222521819899343e-11
297,Minor,6,570.6380048864912,572.3030090172514,1.88026445745553e-11
331,Minor,6,580.3120663905312,580.8354206604055,4.928034461392882e-11
723,Minor,6,482.7609333174983,483.49020550801976,3.270305591526429e-11
732,Minor,6,363.50533715826833,364.82204327811115,4.366857762255211e-11
1433,Minor,6,547.3680053019133,548.046358874416,3.518642406662064e-11
1445,Minor,6,542.1733701613815,555.7412035411512,3.634747930621583e-11
1440,Minor,6,547.5308305418603,547.9808285699663,5.118318514548759e-11
1428,Minor,6,367.40771477694904,368.1228816055507,5.892355340945547e-11
720,Minor,6,367.5746253536688,375.56249833517893,4.3797583760284914e-11
192,Minor,6,569.5132323922869,572.2510753631648,2.709128892388757e-12
210,Minor,6,599.8305795301571,630.7486768317101,1.9931448279717284e-11
1669,Minor,6,547.6145844099997,548.4006544186072,4.828054704649963e-11
1296,Minor,6,547.3185153942891,547.9840258067604,4.0572430316964957e-11
1693,Minor,6,547.6081980363587,548.3182921623066,5.824627118635828e-11
172,Minor,6,482.17776174424307,504.35300738298616,8.385398952631867e-12
176,Minor,6,517.8191845155843,699.1570112201264,2.902638098987954e-12
1576,Minor,6,482.8370112158265,484.3049651990449,3.7218270735912216e-11
1568,Minor,6,455.35230490404183,484.0822309837649,5.895580494388867e-11
429,Minor,6,364.4337893839879,365.132381632478,3.718601920147902e-11
432,Minor,6,490.84132262267826,491.5230058262292,5.408582324447554e-11
1036,Minor,6,566.7929268480251,567.1825387148195,2.757506194038557e-11
1063,Minor,6,490.2481075738333,491.2305459969677,3.483165718785545e-11
1064,Minor,6,490.51237823115105,491.33055090312473,3.657324004724822e-11
1052,Minor,6,483.17074318470713,483.5028655258026,3.696025846044662e-11
913,Minor,6,566.7003289931463,567.3087781423646,4.218500703862494e-11
917,Minor,6,452.0898331741141,452.68597656557614,4.718399487577086e-11
938,Minor,6,547.7088126252434,548.0768325094739,4.692598260030525e-11
939,Minor,6,547.6150184488883,548.0118326552976,4.676472492813926e-11
928,Minor,6,398.10868132135926,398.25194307369736,4.4894135931013695e-11
715,Minor,6,464.71065485636984,479.59426638961116,6.501909341733017e-11
677,Minor,6,489.3004663268002,496.32524638357944,4.183024015985974e-11
687,Minor,6,496.8349149465496,520.8982058316478,7.898400782690555e-11
689,Minor,6,482.9066368522374,483.48348892701136,3.5121920997754245e-11
706,Minor,6,451.63007580938375,566.8902549610137,4.0572430316964957e-11
1109,Minor,6,566.9688124517761,567.1689367066566,4.144322174666134e-11
1228,Minor,6,490.4899879905591,491.6355973651074,4.728074947907045e-11
1229,Minor,6,490.51185493567306,492.8458925071936,4.711949180690446e-11
1232,Minor,6,547.8331050216574,547.9779224257674,5.5343633087370335e-11
1131,Minor,6,367.03665107587074,367.80789440923274,4.128196407449535e-11
226,Minor,6,581.0001868248405,581.2552200852809,3.676674925384742e-12
212,Minor,6,506.5230588306533,513.8135558543,2.283408637870524e-11
232,Minor,6,597.5719915862754,598.3757867535595,1.91574114533205e-11
546,Minor,6,490.3976185713364,491.66574038265736,3.657324004724822e-11
397,Minor,6,550.9784429693641,577.8933396447534,7.804871332834277e-11
413,Minor,6,483.2949069678672,521.70471037916,7.759719184627799e-11
1674,Minor,6,547.7776762121935,548.0289405940175,4.076593952356415e-11
505,Minor,6,490.58734008733836,492.31667317383176,5.5375884621803534e-11
520,Minor,6,490.4628644621596,492.18470762124286,4.202374936645893e-11
1510,Minor,6,448.8648964514164,485.31165048901175,3.6024963961883826e-11
1515,Minor,6,547.2534965317044,555.3029452543137,5.847203192739068e-11
528,Minor,6,566.9598875849462,567.7658601061869,2.831684723234915e-11
553,Minor,6,566.6112351218667,567.5251867902726,4.6635718790406466e-11
1298,Minor,6,367.1100018060058,368.01030135364647,3.399311729259226e-11
1537,Minor,6,482.6272360302601,483.5720426638676,4.118520947119575e-11
1539,Minor,6,498.51271767873317,549.8065582536254,4.844180471866563e-11
1666,Minor,6,547.5910235421043,548.501782262709,3.399311729259227e-11
1654,Minor,6,547.3862616913915,548.3422225395599,5.2634504194981565e-11
1117,Minor,6,483.2584530803813,483.8176711036535,4.5861681964009674e-11
1121,Minor,6,483.02185751880893,483.52742738148476,4.8828823131864035e-11
355,Minor,6,557.2562837503292,558.1096908348128,5.06994121289896e-11
346,Minor,6,483.63077189651597,557.9278715227936,2.6510761304089982e-11
1657,Minor,6,547.7690603180332,548.4196315191118,5.186046736858478e-11
961,Minor,6,566.8308210544297,567.6608588007074,3.218703136433309e-11
662,Minor,6,460.9735775547037,538.909940363992,4.092719719573015e-11
648,Minor,6,482.99177122255975,483.3980646370649,4.005640576603377e-11
1335,Minor,6,482.813096569092,483.33660549111386,3.6186221634049827e-11
1339,Minor,6,483.16664593055566,483.5540906740399,4.283003772728892e-11
1325,Minor,6,490.44161773947815,490.8717558147153,4.4732878258847694e-11
1316,Minor,6,490.413086175953,491.4793233732879,4.2314013176357734e-11
1319,Minor,6,482.94180816669854,483.6577750262311,4.44748659833821e-11
1000,Minor,6,483.0979244557237,483.3412925171079,4.8764320062997624e-11
591,Minor,6,483.2224571616687,483.6016371187689,3.408987189589186e-11
593,Minor,6,566.8921265273196,567.1507021685243,3.276755898413069e-11
1491,Minor,6,482.8233798704054,483.3996133067701,3.889535052643858e-11
1506,Minor,6,367.7988315545293,483.1683555856179,4.808703783990045e-11
1303,Minor,6,547.713377488071,547.9628135821167,3.17677614167015e-11
574,Minor,6,550.2225358025748,555.5638193401331,5.805276197975908e-11
575,Minor,6,547.8361781592015,548.1861334692799,4.43136083112161e-11
1485,Minor,6,366.6910160968928,367.8653254825622,3.82825713722078e-11
1490,Minor,6,482.9681567948414,483.3957722277315,3.902435666417138e-11
1651,Minor,6,458.1204091757797,483.27087266072726,4.879657159743083e-11
254,Minor,6,558.0599013993442,558.6783412679835,1.2578098428947802e-11
256,Minor,6,481.9667930764621,510.0864887786135,1.596450954443375e-11
1222,Minor,6,566.5747944420837,567.3043521194784,3.309007432846268e-11
1141,Minor,6,451.69360848130935,452.65342902854553,4.121746100562895e-11
1159,Minor,6,454.8266332365228,457.19315354273374,4.657121572154006e-11
165,Minor,6,580.6043246301077,581.4111087583043,5.031239371579121e-12
1135,Minor,6,490.3977127320487,492.0240617765663,4.495863899988009e-11
1137,Minor,6,567.1130392840654,567.3157101483466,3.031644236720752e-11
374,Minor,6,633.8689496852662,636.7835358019815,4.083044259243056e-11
394,Minor,6,533.4495395649532,604.3637626781826,8.385398952631867e-11
395,Minor,6,593.1314022885356,632.0925060703205,8.220916127022549e-11
409,Minor,6,547.7116671655272,548.3685029684082,4.595843656730928e-11
410,Minor,6,547.819993440683,548.4544246015428,4.463612365554809e-11
1264,Minor,6,482.99313182951414,483.5012962950626,4.353957148481932e-11
1608,Minor,6,483.0230182037158,485.83275688255577,4.024991497263297e-11
1601,Minor,6,547.9991845108485,555.5851933074174,6.585763331259337e-11
379,Minor,6,630.6019954836871,640.0554922932321,3.386411115485946e-11
160,Minor,6,360.71932276825606,586.6104290896737,2.2705080240972442e-11
1097,Minor,6,525.3646751844519,547.9310340573844,4.773227096113525e-11
1098,Minor,6,547.461958615888,547.902799004795,5.444059012324074e-11
1261,Minor,6,566.7984615841359,567.318166988533,3.908885973303778e-11
1262,Minor,6,566.8365872514044,567.5449472410446,4.295904386502172e-11
612,Minor,6,566.9732282859665,567.4662702640173,3.367060194826027e-11
1470,Minor,6,483.2024553323733,506.55947117663453,4.460387212111489e-11
623,Minor,6,487.6268469376322,490.8404887204552,5.515012388077113e-11
624,Minor,6,488.5715735415844,491.345133863708,5.518237541520433e-11
603,Minor,6,521.1281502329549,524.1920355692478,7.675865195101479e-11
78,Minor,6,477.29189820549544,673.7262099077665,4.48296328621473e-12
95,Minor,6,483.84425042354593,693.0370715661552,4.7409755616803255e-12
51,Minor,6,447.039844257066,447.43535459887795,8.707914296963862e-12
104,Minor,6,580.9521123103546,581.2598784064427,3.870184131983939e-12
127,Minor,6,493.9817693546228,667.3960256655896,9.352944985627852e-12
817,Minor,6,490.48903069103324,491.69731975213904,3.015518469504153e-11
272,Minor,6,461.4321214426793,571.1294465226727,1.8060859282591715e-12
1171,Minor,6,566.6972287520022,567.4531293931054,3.4638147981256255e-11
1796,Minor,6,482.65865980226545,483.99405247207824,4.992537530259281e-11
1237,Minor,6,547.5840651514493,548.0058317944407,4.2314013176357734e-11
1638,Minor,6,482.8158188791675,483.6044696077909,4.39588414324509e-11
1641,Minor,6,454.32758510036206,455.9578492241148,3.560569401425224e-11
283,Minor,6,551.3395319309402,554.7749196682954,1.8770393040122102e-11
72,Minor,6,580.8586978201969,581.2306948133046,6.579313024372697e-12
437,Minor,6,367.6519341124836,367.7999797284594,3.534768173878664e-11
456,Minor,6,490.45411228866874,492.7149170929985,3.692800692601342e-11
474,Minor,6,490.57488686698395,491.06197053833677,4.4055596035750505e-11
1380,Minor,6,483.0806241943678,483.4340557791507,4.1023951799029754e-11
1381,Minor,6,482.75309179371874,483.34363655258437,4.315255307162092e-11
830,Minor,6,486.2078431336042,492.22327407173344,4.4668375189981297e-11
782,Minor,6,490.77144267753886,567.2338901629784,3.238054057093229e-11
1364,Minor,6,547.6994428309249,547.9815673793945,5.115093361105439e-11
873,Minor,6,566.6537290802021,567.1547124244245,4.047567571366536e-11
820,Minor,6,490.79962102254945,492.20261277496724,3.215477982989989e-11
1805,Minor,5,483.16705262525846,483.82124644478967,4.934484768279522e-11
855,Minor,5,566.8717296513729,567.3658074594624,3.1851615406227824e-11
872,Minor,5,490.3620604532864,492.3672080310164,3.990159840075441e-11
865,Minor,5,490.62509400525875,492.37085463344215,3.819871738268148e-11
43,Minor,5,576.2442270144606,581.5932859288426,1.4319681288340574e-12
843,Minor,5,483.03228580811435,483.54326443683914,5.046720108107056e-11
828,Minor,5,490.5442974794926,567.0355632668632,3.603141426877047e-11
832,Minor,5,566.762484516413,567.0559733221261,3.2199931978106367e-11
783,Minor,5,363.69824911520817,491.49450552277455,3.560569401425224e-11
1374,Minor,5,482.89991611469907,483.8110678939475,4.547466355081128e-11
1375,Minor,5,482.9784507604949,483.2902710075071,4.547466355081128e-11
847,Minor,5,547.7503182648979,547.9531808546213,3.405762036145866e-11
849,Minor,5,449.9267980002817,555.8655627514487,4.4313608311216096e-11
778,Minor,5,397.910422956408,492.7282453163853,3.622492347536967e-11
932,Minor,5,490.85479768576937,567.2779374712538,3.4638147981256255e-11
936,Minor,5,566.9423713766951,567.2242443290437,3.007133070551521e-11
886,Minor,5,566.3207574995542,568.3896893618694,3.734727687364501e-11
887,Minor,5,566.7778679710533,567.1971090776716,3.8314822906641e-11
890,Minor,5,364.395009805046,365.23010802830106,4.578427828136999e-11
893,Minor,5,490.73922040218116,491.0951103564594,4.427490646989626e-11
894,Minor,5,490.6354884650009,491.5374475046219,2.8832871783280346e-11
1289,Minor,5,566.8011344991289,568.0504153453326,3.874054316115923e-11
1290,Minor,5,566.6838796470538,567.1497749894922,3.9166263415677464e-11
1279,Minor,5,367.5271495952476,367.916729015178,4.7796774030001645e-11
1059,Minor,5,566.8174307696978,567.2783513993761,3.212252829546669e-11
1046,Minor,5,483.1285150942011,483.5314141098056,5.011888450919201e-11
772,Minor,5,363.94451080571304,364.389244943792,3.2973968804503165e-11
773,Minor,5,363.8379724612357,366.0433671010658,3.4522042457296737e-11
774,Minor,5,490.62598760456035,491.80920331647246,3.487035902917529e-11
1005,Minor,5,566.6403803946628,567.3766724406424,3.17355098822683e-11
1588,Minor,5,547.7502322343886,548.1515725858612,3.823741922400132e-11
1283,Minor,5,566.7912343603726,567.0860378670432,4.2881640182382043e-11
1268,Minor,5,547.7658129758686,548.0485093132723,4.353957148481932e-11
1271,Minor,5,547.3648888645852,547.8828847619444,4.079174075111071e-11
1043,Minor,5,482.99047226339115,483.36212696873025,3.212252829546669e-11
1285,Minor,5,566.8417838619202,567.2076525501786,4.458452120045498e-11
1287,Minor,5,566.9308089922368,567.2430887083802,2.894897730723986e-11
468,Minor,5,483.28062089170515,486.1903925397163,4.0095107607353606e-11
471,Minor,5,566.812875017968,567.1683880277145,4.2068901514665414e-11
1552,Minor,5,367.0907138079312,367.6163995600827,4.334606227822012e-11
491,Minor,5,547.7502620027317,547.8643267964236,4.024991497263297e-11
1557,Minor,5,547.2039932390004,548.6991022035796,3.603141426877047e-11
1009,Minor,5,351.5414261941649,364.0991868636208,3.483165718785545e-11
1014,Minor,5,473.8404370667292,493.5611481357748,4.566817275741048e-11
1017,Minor,5,490.7939518375816,492.7767858721074,3.661194188856807e-11
1161,Minor,5,483.0745058275005,483.31670252147035,4.168188310146702e-11
1149,Minor,5,490.41394346783403,491.8694007612122,4.547466355081128e-11
1150,Minor,5,490.82324959952666,491.7454347754428,4.5397259868171607e-11
1151,Minor,5,490.82447580736783,491.32586990408134,4.477803040705417e-11
1696,Minor,5,483.01661062833574,483.4698811678663,5.1821765527264936e-11
639,Minor,5,490.76918289084546,491.67244927075694,4.5126346978932726e-11
640,Minor,5,490.918394427306,491.1927871724423,4.3849186215378035e-11
643,Minor,5,547.7363583505536,548.0362612386001,3.9398474463596495e-11
167,Minor,5,557.9440628669373,558.790544934012,1.1610552395951817e-11
1214,Minor,5,547.7306023713387,548.0005644360808,3.9669387352835375e-11
1206,Minor,5,547.64810704723,547.9468279662328,4.5861681964009674e-11
1146,Minor,5,490.85498815035356,491.0640611952478,4.528115434421209e-11
1132,Minor,5,510.8906894900091,626.4700767981726,4.764196666472229e-11
1154,Minor,5,490.8369179616598,492.0694212956568,3.564439585557208e-11
1155,Minor,5,483.09232706355584,483.30302757330986,4.7022737203604866e-11
1140,Minor,5,490.56036960052046,491.50420441758075,4.241721808654397e-11
1076,Minor,5,491.07707103964594,491.3704883042155,3.1348491469069906e-11
1263,Minor,5,566.8067291788682,567.4287170548401,4.280423649974236e-11
1265,Minor,5,367.5137173767006,400.9643411770528,4.988667346127297e-11
369,Minor,5,570.2509656618396,570.6520511190221,2.651076130408998e-11
1604,Minor,5,483.0686383447675,483.34871909820754,4.4081397263297066e-11
386,Minor,5,516.073602924713,525.8954504274893,6.683807995936262e-11
393,Minor,5,582.2828847936242,592.370688557107,8.193179807409999e-11
114,Minor,5,481.93913365996724,653.9347393520577,2.2369664282867166e-11
610,Minor,5,491.1269102350464,567.1942139954632,3.200642277150718e-11
561,Minor,5,490.6420912728943,491.3348302905895,3.6728047412527575e-11
1469,Minor,5,438.08820162149703,555.57507358733,4.590038380532952e-11
1473,Minor,5,555.3906336420523,555.9720373046342,4.682922799700565e-11
634,Minor,5,490.8731429125173,567.2035143836392,4.1217461005628953e-11
635,Minor,5,490.67808921337127,567.1987786840908,2.8910275465920027e-11
1255,Minor,5,483.03030880268665,483.47233658459874,4.268813097578285e-11
1244,Minor,5,566.7335158092603,567.2172339075087,2.921989019647874e-11
944,Minor,5,547.7834388821041,547.9945661028801,3.049705096003344e-11
946,Minor,5,483.0982348158183,483.5392453319803,5.011888450919201e-11
1348,Minor,5,483.0674059025552,483.29594718538226,4.423620462857642e-11
962,Minor,5,566.5399728880403,567.3271710138916,3.247084486734525e-11
949,Minor,5,547.8221498282384,548.0497201597756,5.41438760064553e-11
667,Minor,5,490.9564937881352,491.6322859139815,3.40963222027785e-11
682,Minor,5,490.755546406351,491.9846432840358,2.38790360943409e-11
683,Minor,5,566.7881600945825,567.2399411317585,3.715376766704581e-11
1305,Minor,5,482.9909370998498,483.30469049463795,4.141097021222814e-11
989,Minor,5,490.4811695160931,491.2941860044785,4.446841567649546e-11
592,Minor,5,490.693664145275,567.0877374512628,3.444463877465706e-11
651,Minor,5,490.3600679360023,491.1508645420568,3.6495836364608545e-11
637,Minor,5,490.27131805443577,491.09973482559434,3.1154982262470706e-11
1333,Minor,5,482.97149527865366,484.0399216145175,4.079174075111072e-11
1351,Minor,5,483.124315899319,483.5288358448604,4.1604479418827346e-11
943,Minor,5,482.94887026086917,485.73494626330023,3.1774211723588136e-11
556,Minor,5,555.3063400210542,555.5886690924335,5.511142203945129e-11
558,Minor,5,364.3317356789671,364.84939127789994,3.2006422771507173e-11
1499,Minor,5,547.7150451482535,548.6859363782751,3.81213137000418e-11
1494,Minor,5,482.3325479034977,483.49649540030674,5.302152260817996e-11
1495,Minor,5,482.36729208079447,483.3900874450095,3.846963027192035e-11
1310,Minor,5,490.46647317474986,491.28826518901064,4.849340717375875e-11
1313,Minor,5,483.11752829343453,483.42545990504976,4.55907690747708e-11
1301,Minor,5,451.2762759935418,491.9085592169901,4.934484768279522e-11
631,Minor,5,483.1066403300585,483.55439962068107,4.0830442592430554e-11
647,Minor,5,483.1718052950874,483.5404230174702,3.676674925384742e-11
258,Minor,5,581.2973388555795,584.1253995739501,8.127386677166271e-12
244,Minor,5,449.5644829031825,495.981658963589,4.365567700877883e-11
245,Minor,5,512.2051559400297,695.644421057743,2.1673031139110062e-11
255,Minor,5,340.80917438483334,480.8153672600938,1.2229781857069248e-11
1585,Minor,5,482.999342791412,483.3574936414575,4.3616975167459e-11
578,Minor,5,482.9199692005133,483.3634545878647,4.0482126020552e-11
352,Minor,5,446.46242874664534,555.6840522083723,4.032731865527265e-11
1475,Minor,5,482.95784533426354,484.1519759772392,4.0095107607353606e-11
1453,Minor,5,517.2974860334806,548.2953729674406,5.5924160707167914e-11
688,Minor,5,454.7683661208516,455.5210331546152,6.099410192006689e-11
705,Minor,5,452.2680749361925,491.6503254002957,3.1580702516988937e-11
685,Minor,5,465.72544762450457,496.9987518153172,7.930007286435091e-11
712,Minor,5,566.8292666528943,567.2653912991462,3.715376766704581e-11
965,Minor,5,566.8647603257448,567.3049854228981,3.158070251698894e-11
208,Minor,5,578.6671178302486,581.4693436955865,5.611766991376711e-12
209,Minor,5,424.1411932681892,444.0682343154084,1.4861507066818324e-11
224,Minor,5,622.2109443581775,637.357399729332,8.32089588376547e-12
214,Minor,5,370.95920131993944,523.5439947344875,2.712999076520741e-11
229,Minor,5,558.3099908176754,558.8660203775596,1.25780984289478e-11
234,Minor,5,546.1778159765051,549.0783397603826,6.192294611174301e-12
1108,Minor,5,566.6278602661556,567.1704505484197,4.446841567649546e-11
1247,Minor,5,490.6396670515975,491.6874478916433,4.466192488309465e-11
1540,Minor,5,390.21331867662815,548.1275085806698,5.5072720198131454e-11
513,Minor,5,547.6008585156928,548.0767664557211,3.471555166389593e-11
502,Minor,5,567.0147140543163,567.2936800077977,2.8639362576681153e-11
507,Minor,5,557.3526156157618,559.0880118266818,7.875824708587316e-11
545,Minor,5,490.7068747833678,491.65604432619085,3.204512461282702e-11
1516,Minor,5,482.75326918386577,483.4503809830537,3.862443763719971e-11
404,Minor,5,364.1232056382829,365.70380029436666,2.987782149891601e-11
405,Minor,5,490.5228142149085,491.1035472362572,4.129486468826863e-11
669,Minor,5,490.7948425788293,491.32245032573957,3.986289655943457e-11
1658,Minor,5,547.7375008811988,547.9070483630617,5.960083563255267e-11
1653,Minor,5,547.0924437705502,548.2794514509868,5.058330660503008e-11
1115,Minor,5,455.11738538830167,483.5296637221491,4.988667346127297e-11
1106,Minor,5,490.3626255167779,491.2970589397177,4.547466355081128e-11
1120,Minor,5,483.26266049458275,483.46031534542794,4.8957829269596824e-11
1536,Minor,5,483.2088472092738,484.1725641601384,3.568309769689192e-11
1528,Minor,5,482.5037140720114,483.1553448156146,4.508764513761289e-11
1432,Minor,5,555.2788196143415,556.3498533170903,3.7502084238924374e-11
1423,Minor,5,366.9512544363048,367.3458090329068,3.6573240047248226e-11
727,Minor,5,482.9731880579814,483.79183376131675,4.005640576603377e-11
746,Minor,5,491.0575475794617,491.67259653183726,3.769559344552357e-11
754,Minor,5,463.6043775372682,471.0626739761522,7.62426274000836e-11
1412,Minor,5,483.08956504602355,538.5293073011283,4.102395179902975e-11
1415,Minor,5,547.8169728535972,555.404149879477,5.147344895538639e-11
1418,Minor,5,367.4650677648969,367.74341820350475,4.322995675426059e-11
1702,Minor,5,482.6952840274265,483.2080906340722,4.15657775775075e-11
1707,Minor,5,547.8463045218913,548.0034767164449,5.356334838665772e-11
1692,Minor,5,547.7971994503531,547.9890463426644,6.064578534818834e-11
185,Minor,5,411.3819528796077,571.8480611317298,6.153592769854463e-12
179,Minor,5,578.3874107613228,581.4571397396354,5.611766991376711e-12
189,Minor,5,464.21304969336467,696.4720191008514,6.463207500413178e-12
1668,Minor,5,483.10691303482747,485.33166167743036,5.4840509150212424e-11
1673,Minor,5,547.7356589530185,548.0974314569692,4.094654811639008e-11
1038,Minor,5,467.22096238342954,479.874257554438,7.798421025947637e-11
1054,Minor,5,367.54894736260457,368.34693075640126,3.4792955346535605e-11
1056,Minor,5,536.0060381908501,544.0016935722763,4.8957829269596824e-11
1058,Minor,5,566.7698767840518,567.4378543533645,3.19290190888675e-11
435,Minor,5,450.8124590843273,471.6020082356688,6.200034979438269e-11
1025,Minor,5,566.8476367500108,567.3922736359788,3.17355098822683e-11
1307,Minor,5,451.47247313526833,490.75141161327156,4.439101199385578e-11
1697,Minor,5,482.8144093239205,483.2823036233718,4.137226837090831e-11
967,Minor,5,490.6200943279248,492.2436757645225,3.177421172358814e-11
968,Minor,5,566.7778817962092,567.168608423775,3.1774211723588136e-11
969,Minor,5,566.9295906376913,567.4792271452733,3.2199931978106367e-11
922,Minor,5,490.72865778725503,491.67966182574816,3.107757857983103e-11
911,Minor,5,566.8724826900819,567.1723077709283,3.874054316115923e-11
925,Minor,5,364.54282584396003,365.71718485397196,4.930614584147539e-11
1430,Minor,5,469.9893364296891,475.85130931606517,4.694533352096518e-11
1047,Minor,5,482.5666377698472,483.3577851832462,4.876432006299763e-11
203,Minor,5,578.4639810119244,581.7570130892628,5.805276197975908e-12
148,Minor,5,581.1338482930679,581.4866358189657,5.031239371579121e-12
169,Minor,5,442.9268036151705,536.1810785874334,7.005033278890928e-12
156,Minor,5,486.2710773486756,661.0850668501714,5.495661467417193e-12
770,Minor,5,490.55279405145626,491.32754831526336,3.3012670645822996e-11
756,Minor,5,518.6223399015748,521.698761552684,7.721017343307959e-11
461,Minor,5,556.8889794370951,558.2470184619594,7.837122867267476e-11
466,Minor,5,555.2263458070857,555.567148884817,4.237851624522413e-11
388,Minor,5,588.3058085303744,604.7856927320864,8.108035756506352e-11
752,Minor,5,364.3947614725251,365.6711163744144,2.6588164986729657e-11
135,Minor,5,580.7439014386777,581.2690113171031,6.5793130243726965e-12
1725,Minor,5,482.9424476563809,483.1594418225549,5.360205022797756e-11
1717,Minor,5,455.72333253700657,457.00252807713116,3.785040081080292e-11
1719,Minor,5,554.7884454818181,555.5151968364147,5.832367486899795e-11
145,Minor,5,580.9924678049292,581.6322757694693,5.2247485781783174e-12
