Cluster ID,Tier,Size,Min Altitude (km),Max Altitude (km),Mean Density
1624,Minor,8,555.1930697528943,555.5351365931388,5.969759023585225e-11
1721,Minor,8,483.10409029662793,483.4571984768352,4.1604479418827346e-11
876,Minor,8,566.7914022244588,567.3720680269003,4.194312053037594e-11
154,Minor,8,364.24599093769586,670.3871938541289,7.159840644170287e-12
157,Minor,8,580.827906062508,581.3956580706295,3.676674925384742e-12
1774,Minor,8,547.2261901481356,548.2749424036713,4.711949180690446e-11
1401,Minor,8,464.3357708122674,565.9638793573911,4.7095303156079553e-11
793,Minor,8,364.29728490455074,365.5141545614637,4.44345515653406e-11
1782,Minor,8,482.59926569528596,485.29161005638167,4.777258537917674e-11
358,Minor,8,556.8711700928137,558.2085393526191,2.1866540345709255e-11
1459,Minor,8,547.3492598640313,547.9803517049075,4.230595029274943e-11
1461,Minor,8,482.3509478569636,483.39686159861924,3.652486274559843e-11
304,Minor,8,557.1961738948663,558.2650858175438,1.760933780052692e-11
1105,Minor,8,490.72258546762447,492.0841662395764,4.486994728018879e-11
1253,Minor,8,547.6738661778988,548.8819376933575,3.4686525282906053e-11
1101,Minor,8,566.8879369400237,567.2928019562894,3.103403900834621e-11
1652,Minor,8,554.8809444039855,555.6303425631355,6.180200285761852e-11
919,Minor,8,566.5339596990515,567.1848138211844,3.062283194432292e-11
937,Minor,8,491.4954206625326,508.57143336660414,7.846798327597437e-11
702,Minor,8,490.4928874558322,492.2616608175309,3.945168949541128e-11
709,Minor,8,364.3853061669404,567.0840482710544,2.856679662420645e-11
1442,Minor,8,483.14296564772354,547.937597767463,4.622451172638317e-11
927,Minor,8,490.3895592339551,491.49491195091605,4.8498244903923736e-11
1635,Minor,8,482.9668208193667,548.0691344999094,5.4811482769222534e-11
1103,Minor,8,566.8513512508226,567.306119471985,4.223338434027473e-11
1458,Minor,8,540.3062547713192,548.1719120894772,3.550893941095264e-11
735,Minor,8,490.89695863042215,491.6349743528692,4.206406378450044e-11
1420,Minor,8,483.4209985555187,513.8571247883067,3.676674925384742e-11
1190,Minor,8,547.1927570226388,547.8988927370692,5.091710998641369e-11
1372,Minor,8,482.6919030685369,484.4971465621004,3.3743167900734964e-11
494,Minor,8,490.18843110508845,491.3916352276923,3.0526077341023316e-11
1295,Minor,8,547.6676742769163,548.013670640911,4.1048140449854656e-11
1705,Minor,8,482.91128423380104,483.5387010981543,5.360205022797756e-11
1689,Minor,8,547.7650141919665,547.9789087217562,5.360205022797756e-11
1706,Minor,8,547.5276228189106,548.0118683910547,5.360205022797756e-11
476,Minor,8,490.33838195087577,491.9157984503098,3.062283194432291e-11
1583,Minor,8,547.629979580368,548.1858054424506,4.919971577784582e-11
1677,Minor,8,367.38001007280315,374.79336447365955,4.218500703862493e-11
784,Minor,8,566.7774821579056,567.2121620850563,4.087881989408036e-11
1790,Minor,8,483.141714926783,486.30484534378536,4.7917717284126144e-11
52,Minor,8,447.2044995971881,448.03173622593937,8.707914296963862e-12
1523,Minor,8,482.9983170352252,555.7200764974589,5.1304128399612096e-11
521,Minor,8,490.31468564978707,491.46174276373443,3.659742869807312e-11
619,Minor,8,490.61918671023847,492.24934938937054,5.6069292612117316e-11
978,Minor,8,490.78285724918356,491.13913257249163,4.603100251978398e-11
1498,Minor,8,547.2333478182247,548.6754229553324,3.81213137000418e-11
548,Minor,8,566.9828019471578,567.4847342593763,3.16871325806185e-11
427,Minor,8,490.37870693165064,492.6705468748165,3.783104989014301e-11
567,Minor,8,488.45134755545297,493.12867570693885,3.6645805999722927e-11
530,Minor,8,490.845705410718,491.6299643039126,5.3650427529627356e-11
594,Minor,8,566.5845919503206,568.004374162701,3.654905139642333e-11
985,Minor,8,490.69705814708306,491.236093373538,4.42410423587414e-11
1070,Minor,8,451.17380376629063,452.4164013420586,4.44829288669904e-11
1074,Minor,8,490.88616306764635,491.75937059300765,3.7105390365396014e-11
1611,Minor,8,482.53654664273,483.6407624751348,3.5823391871676336e-11
1476,Minor,8,547.9663444126853,555.529334637314,5.67223861843896e-11
607,Minor,8,555.1418990649646,555.6849440498482,5.4884048721697235e-11
1153,Minor,8,490.63088911759667,491.3362365325261,3.596852377662574e-11
1215,Minor,8,547.599055174279,548.4560059300084,4.0080594416858664e-11
1224,Minor,8,490.6845644135652,493.1238229603283,3.4638147981256255e-11
1157,Minor,8,482.9837472588755,483.49881171808767,4.857081085639843e-11
1478,Minor,8,491.74712049847005,555.959993433156,5.4134200546125345e-11
632,Minor,8,483.15675500218293,483.3676433669459,4.080625394160566e-11
955,Minor,8,338.38225749198904,406.97686190258617,5.5150123880771135e-11
950,Minor,8,547.5619997104686,548.031254754087,5.515012388077113e-11
661,Minor,8,517.1104831833151,519.7532030327711,7.776651240205228e-11
675,Minor,8,487.07174212637545,567.1923569257892,4.305579846832132e-11
957,Minor,8,547.5916794304717,548.1035016514994,5.280382475075587e-11
956,Minor,8,547.6219110624585,548.0053767960779,5.331178641807876e-11
1456,Minor,8,483.0611826505344,483.9917302510375,4.162866806965224e-11
671,Minor,8,364.5847407129789,492.1694988896493,3.8435766160765496e-11
670,Minor,8,364.7315191885745,493.32862276048775,3.862927536736469e-11
665,Minor,8,490.6740189456567,492.79658150146156,4.129002695810365e-11
509,Minor,8,483.2714697890943,483.67354095120635,3.720214496869561e-11
508,Minor,8,557.2662861856455,557.787780159262,7.875824708587316e-11
537,Minor,8,483.12657754749057,497.1461929888511,3.572663726837674e-11
1189,Minor,8,442.02442845562473,483.3407457738109,4.2765534658422525e-11
20,Minor,8,580.9578946999675,581.4669055001391,3.483165718785545e-12
856,Minor,8,445.7054961135574,490.97199046355115,2.7962080353583957e-11
1464,Minor,7,547.794179981458,548.1846648740964,4.4064810759874275e-11
1649,Minor,7,482.519824529537,483.5666918639271,3.8121313700041804e-11
926,Minor,7,490.7766664112173,566.8978933343114,4.5668172757410474e-11
1437,Minor,7,482.9887047604416,483.897315836831,4.3594859829561944e-11
747,Minor,7,364.22313873786015,365.1141524127377,3.668381673673348e-11
738,Minor,7,491.0375571237253,491.58452325837777,4.3511927312448006e-11
714,Minor,7,355.78090156609005,356.9235441062385,3.0961473055871513e-11
1250,Minor,7,451.8336816829825,452.768382477398,4.049871252397478e-11
742,Minor,7,364.59646826911717,366.30676820019914,3.8701841319839384e-11
692,Minor,7,547.6754894264061,548.0032717418419,5.617295825850975e-11
1644,Minor,7,482.49047190756255,485.92514588886127,3.438935042991443e-11
344,Minor,7,557.3740600692266,558.5281845620069,5.0505902922390395e-11
354,Minor,7,494.66037069670017,510.4731714385357,1.2965116842146193e-11
158,Minor,7,580.2854228888639,581.3540889862804,3.676674925384742e-12
882,Minor,7,452.5054901790526,491.4078318182165,4.348428314007668e-11
1784,Minor,7,482.8755369809801,483.6134346552845,5.130758392115851e-11
1781,Minor,7,481.29617946025354,484.00735423821584,4.721624641020406e-11
798,Minor,7,363.742315818822,365.5175586586604,3.364295777588895e-11
1720,Minor,7,483.1713042654805,483.9581542675784,5.299387843580864e-11
1726,Minor,7,483.0710350315403,483.56304720587656,5.379555943457675e-11
1728,Minor,7,547.718277236267,548.2092891326658,6.22823203525701e-11
1716,Minor,7,482.90150207888985,483.39380032208095,3.8840062181695956e-11
132,Minor,7,519.2485619206988,581.8122176698232,3.897828304355253e-12
242,Minor,7,512.0643847043514,518.3321781070958,2.2751153861591296e-11
312,Minor,7,495.10193649699164,514.7262179882806,1.3600932806686417e-11
41,Minor,7,368.46284699328055,637.1610189680187,2.7920614095026987e-12
279,Minor,7,377.31102256674694,518.1452824232653,3.8148957872413114e-11
282,Minor,7,473.95008535149043,562.8755092758304,2.3027595585304437e-11
85,Minor,7,580.9207630532002,582.136407228793,6.579313024372697e-12
1743,Minor,7,454.34407176312527,456.97145312288774,4.0636933385831354e-11
1196,Minor,7,566.4029721408971,567.3557860469268,3.4610503808884945e-11
1393,Minor,7,482.54125424046816,483.35833331777434,3.372589029300289e-11
1397,Minor,7,482.3902159416406,483.2016433956223,3.35323810864037e-11
1210,Minor,7,454.8542392757805,483.3380025731502,3.546747315239567e-11
1236,Minor,7,547.5408170139324,548.1504215053645,4.2572025451823325e-11
1240,Minor,7,490.5786272544218,491.49395935816875,4.9068405959082085e-11
273,Minor,7,503.8888228192441,579.7653172766314,5.224748578178318e-12
1798,Minor,7,482.80952199302146,484.3182228522189,5.1749890679099525e-11
1643,Minor,7,482.8604718116615,486.07636382123735,3.510809891156858e-11
703,Minor,7,491.05095543046576,492.42053897882624,3.2703055915264284e-11
328,Minor,7,626.5811048344243,660.1043147676149,6.134241849194543e-11
32,Minor,7,356.81606158619,551.1318420529897,1.1610552395951816e-12
140,Minor,7,322.8663677605959,672.1446556747267,6.026429576946418e-12
149,Minor,7,557.4380574476393,558.5939242838425,1.23845892223486e-11
201,Minor,7,581.2321247865725,581.7555611344911,4.0636933385831356e-12
1068,Minor,7,490.3598873343216,493.2760681029083,3.91165039054091e-11
1096,Minor,7,483.1084601901425,483.67603073424567,3.696025846044662e-11
1471,Minor,7,483.0203813283043,484.37323771691507,4.0305203317375595e-11
381,Minor,7,531.4080756268129,699.6516794682648,4.508764513761289e-11
1094,Minor,7,482.801525552162,483.7144104760783,3.306243015609137e-11
1218,Minor,7,547.701057056969,548.1505402152026,5.1086430542187994e-11
645,Minor,7,483.2774196533775,483.642535982809,5.0616479611875657e-11
1002,Minor,7,483.2435203158995,483.4689559446666,3.696025846044662e-11
1078,Minor,7,490.34417035145873,491.47153582665044,4.121746100562895e-11
389,Minor,7,481.8177062860262,531.5221550417542,8.240727783888658e-11
408,Minor,7,480.8909266548697,490.9480391537575,3.3974687844344725e-11
1342,Minor,7,482.80591958524377,483.81089254516456,4.6829227997005666e-11
650,Minor,7,364.2420730120139,364.6629184633894,3.886770635406728e-11
529,Minor,7,490.8681900418522,494.0332714098664,3.5799203220851434e-11
407,Minor,7,369.83431423825675,555.542625729951,4.3180197243992235e-11
406,Minor,7,490.698880009165,492.68094703827427,4.306962055450698e-11
416,Minor,7,367.4998881062055,367.9788541776752,4.967657775125099e-11
217,Minor,7,416.24446649477073,507.85187817969637,2.2668221344477357e-12
411,Minor,7,381.53898412691524,397.933969785423,4.096866345428713e-11
248,Minor,7,580.4938215354448,581.4579876483278,3.676674925384742e-12
425,Minor,7,490.2929808724811,491.6060801206008,3.853597628561151e-11
579,Minor,7,483.05210110140126,483.41858204982617,4.0056405766033775e-11
1584,Minor,7,421.1098414068315,484.3300318387961,4.475591506915712e-11
260,Minor,7,570.3114961382747,571.7337126216777,1.23845892223486e-11
584,Minor,7,488.09283145894483,491.5133637457546,4.5198221827098144e-11
566,Minor,7,490.60128562470527,491.359016797116,3.696025846044661e-11
1317,Minor,7,566.8399623509031,567.1354354813016,3.2896565121863484e-11
1302,Minor,7,547.6211353962608,547.9833354822621,3.1763154054639616e-11
587,Minor,7,593.4972448758818,599.6173177364794,7.886882377535841e-11
1483,Minor,7,367.2745751484074,367.87803424133455,5.2026332402812656e-11
599,Minor,7,566.4313395657465,567.3475524273329,4.566817275741048e-11
990,Minor,7,566.7852361185048,567.7025209220852,4.1355681867485525e-11
996,Minor,7,483.125391207397,486.01600868184306,4.6829227997005647e-11
600,Minor,7,567.0237238179967,567.2358711986504,4.566817275741048e-11
1534,Minor,7,547.5960639077537,547.9745906543014,4.6386921239064646e-11
1700,Minor,7,455.21693855833075,483.85221322929954,4.000111742129114e-11
1691,Minor,7,433.3504245234681,483.65205912660247,5.5260700570256384e-11
1694,Minor,7,482.75779241126685,483.58896712691524,4.987008695785018e-11
1672,Minor,7,482.81618753833044,483.83715931195115,4.110688431614369e-11
1670,Minor,7,482.5237477722047,484.1778477315046,5.0920565507960105e-11
181,Minor,7,517.6200373476111,662.9497023901455,1.9489141521776264e-11
1533,Minor,7,366.5538396005416,368.4713684719782,5.233041829889712e-11
496,Minor,7,312.7575232794685,314.9399068002412,4.3733080691418504e-11
524,Minor,7,566.6206380310962,567.0801511166208,3.085089636638625e-11
1512,Minor,7,547.163298374582,548.0844434470237,3.955881066335012e-11
472,Minor,7,363.63808063683007,405.5070955630578,4.3594859829561944e-11
1061,Minor,7,566.7056765740998,568.1218401431208,3.29242092942348e-11
1282,Minor,7,566.8354927409813,567.2556331968382,4.3456638967705366e-11
1272,Minor,7,490.3021105980668,493.0912081061583,4.381601320853245e-11
1699,Minor,7,482.48293145689087,483.3075775578478,5.1224651404044566e-11
1029,Minor,7,491.0755139292907,492.7582375831474,3.419584122331523e-11
1030,Minor,7,566.6725230797883,567.0801579582095,4.5640528585039164e-11
